Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-11-14,00,Bundesgebiet,180370,216.69417602655275
2022-11-14,01,Schleswig-Holstein,7277,249.04132607575966
2022-11-14,02,Hamburg,3187,171.90462448791357
2022-11-14,03,Niedersachsen,24239,301.9671906088316
2022-11-14,04,Bremen,2231,329.8036995371513
2022-11-14,05,Nordrhein-Westfalen,46866,261.4620328017526
2022-11-14,06,Hessen,13650,216.8381753377314
2022-11-14,07,Rheinland-Pfalz,7930,193.10919192448043
2022-11-14,08,Baden-Württemberg,19213,172.706681257698
2022-11-14,09,Bayern,21208,160.94723916063072
2022-11-14,10,Saarland,2254,229.4502559174549
2022-11-14,11,Berlin,6590,179.1991890081012
2022-11-14,12,Brandenburg,6621,260.8882731489581
2022-11-14,13,Mecklenburg-Vorpommern,4954,307.4803247349735
2022-11-14,14,Sachsen,6382,157.85300130942304
2022-11-14,15,Sachsen-Anhalt,4896,225.6998146366514
2022-11-14,16,Thüringen,2872,136.18713022135626
