Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-09-08,00,Bundesgebiet,185480,223.05325098129057
2022-09-08,01,Schleswig-Holstein,6306,216.6358912698072
2022-09-08,02,Hamburg,2553,137.81540185632434
2022-09-08,03,Niedersachsen,22393,279.7928535809874
2022-09-08,04,Bremen,1779,261.56764148030527
2022-09-08,05,Nordrhein-Westfalen,44657,249.12457456025106
2022-09-08,06,Hessen,15770,250.58976786520716
2022-09-08,07,Rheinland-Pfalz,9197,224.4051385043545
2022-09-08,08,Baden-Württemberg,17264,155.4889051587029
2022-09-08,09,Bayern,28491,216.82346433074792
2022-09-08,10,Saarland,2366,240.44935370343833
2022-09-08,11,Berlin,7241,197.62079950044867
2022-09-08,12,Brandenburg,6416,253.48953071644377
2022-09-08,13,Mecklenburg-Vorpommern,4535,281.5416687878001
2022-09-08,14,Sachsen,8679,213.92965783825795
2022-09-08,15,Sachsen-Anhalt,4022,184.4375434496699
2022-09-08,16,Thüringen,3811,179.74405691439213
