Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2021-11-19,1,1001,3286,39,34,0,130,2021-11-19,2021-11-18
2021-11-19,1,1002,8544,119,69,2,320,2021-11-19,2021-11-18
2021-11-19,1,1003,7908,110,62,2,348,2021-11-19,2021-11-18
2021-11-19,1,1004,2968,25,28,0,199,2021-11-19,2021-11-18
2021-11-19,1,1051,3055,59,16,1,101,2021-11-19,2021-11-18
2021-11-19,1,1053,7259,125,54,3,348,2021-11-19,2021-11-18
2021-11-19,1,1054,3978,90,49,0,138,2021-11-19,2021-11-18
2021-11-19,1,1055,4444,88,38,0,178,2021-11-19,2021-11-18
2021-11-19,1,1056,14154,398,118,1,461,2021-11-19,2021-11-18
2021-11-19,1,1057,2220,36,20,0,109,2021-11-19,2021-11-18
2021-11-19,1,1058,5917,67,31,0,245,2021-11-19,2021-11-18
2021-11-19,1,1059,3969,63,20,0,156,2021-11-19,2021-11-18
2021-11-19,1,1060,9323,177,69,0,318,2021-11-19,2021-11-18
2021-11-19,1,1061,3259,48,35,0,163,2021-11-19,2021-11-18
2021-11-19,1,1062,9608,325,58,0,364,2021-11-19,2021-11-18
2021-11-19,2,2000,106945,1860,594,4,2954,2021-11-19,2021-11-17
2021-11-19,3,3101,8840,199,77,0,334,2021-11-19,2021-11-18
2021-11-19,3,3102,7410,87,66,0,358,2021-11-19,2021-11-18
2021-11-19,3,3103,5994,97,48,0,233,2021-11-19,2021-11-18
2021-11-19,3,3151,8811,202,92,0,448,2021-11-19,2021-11-18
2021-11-19,3,3153,3705,139,33,0,195,2021-11-19,2021-11-18
2021-11-19,3,3154,3245,100,35,1,142,2021-11-19,2021-11-18
2021-11-19,3,3155,3812,66,56,0,237,2021-11-19,2021-11-18
2021-11-19,3,3157,7119,106,34,0,208,2021-11-19,2021-11-18
2021-11-19,3,3158,3796,102,49,0,133,2021-11-19,2021-11-18
2021-11-19,3,3159,10905,294,89,0,522,2021-11-19,2021-11-18
2021-11-19,3,3241,64122,1119,342,2,1767,2021-11-19,2021-11-18
2021-11-19,3,3251,8975,112,62,0,260,2021-11-19,2021-11-18
2021-11-19,3,3252,5772,102,36,-1,212,2021-11-19,2021-11-18
2021-11-19,3,3254,11784,306,96,0,356,2021-11-19,2021-11-18
2021-11-19,3,3255,2417,67,11,0,60,2021-11-19,2021-11-18
2021-11-19,3,3256,4863,165,18,0,99,2021-11-19,2021-11-18
2021-11-19,3,3257,6576,88,31,2,264,2021-11-19,2021-11-18
2021-11-19,3,3351,6719,86,70,0,274,2021-11-19,2021-11-18
2021-11-19,3,3352,6139,182,66,1,192,2021-11-19,2021-11-18
2021-11-19,3,3353,9373,124,59,0,327,2021-11-19,2021-11-18
2021-11-19,3,3354,1278,27,25,0,81,2021-11-19,2021-11-18
2021-11-19,3,3355,5270,73,42,0,212,2021-11-19,2021-11-18
2021-11-19,3,3356,3551,67,33,0,141,2021-11-19,2021-11-18
2021-11-19,3,3357,5239,102,30,0,171,2021-11-19,2021-11-18
2021-11-19,3,3358,4417,111,36,0,121,2021-11-19,2021-11-18
2021-11-19,3,3359,7329,141,49,0,236,2021-11-19,2021-11-18
2021-11-19,3,3360,2948,116,25,0,152,2021-11-19,2021-11-18
2021-11-19,3,3361,5868,74,55,0,306,2021-11-19,2021-11-18
2021-11-19,3,3401,4695,73,0,0,153,2021-11-19,2021-11-17
2021-11-19,3,3402,1730,16,8,0,46,2021-11-19,2021-11-18
2021-11-19,3,3403,6030,54,55,0,195,2021-11-19,2021-11-18
2021-11-19,3,3404,9384,108,32,0,134,2021-11-19,2021-11-17
2021-11-19,3,3405,2684,58,21,0,70,2021-11-19,2021-11-18
2021-11-19,3,3451,4149,71,36,1,200,2021-11-19,2021-11-18
2021-11-19,3,3452,4843,63,46,0,182,2021-11-19,2021-11-18
2021-11-19,3,3453,14740,179,127,1,574,2021-11-19,2021-11-18
2021-11-19,3,3454,17352,217,197,1,768,2021-11-19,2021-11-18
2021-11-19,3,3455,2186,43,50,0,143,2021-11-19,2021-11-18
2021-11-19,3,3456,6978,129,35,0,312,2021-11-19,2021-11-18
2021-11-19,3,3457,5900,68,78,0,316,2021-11-19,2021-11-18
2021-11-19,3,3458,6338,119,55,0,203,2021-11-19,2021-11-18
2021-11-19,3,3459,19708,321,102,0,419,2021-11-19,2021-11-18
2021-11-19,3,3460,10950,99,70,0,402,2021-11-19,2021-11-18
2021-11-19,3,3461,3953,118,26,0,122,2021-11-19,2021-11-18
2021-11-19,3,3462,1620,35,21,0,61,2021-11-19,2021-11-18
2021-11-19,4,4011,30088,414,165,1,795,2021-11-19,2021-11-18
2021-11-19,4,4012,7330,124,23,0,160,2021-11-19,2021-11-18
2021-11-19,5,5111,37472,521,232,3,1477,2021-11-19,2021-11-18
2021-11-19,5,5112,36919,715,153,3,874,2021-11-19,2021-11-18
2021-11-19,5,5113,34538,617,148,0,909,2021-11-19,2021-11-18
2021-11-19,5,5114,15491,194,150,1,522,2021-11-19,2021-11-18
2021-11-19,5,5116,15754,251,123,0,492,2021-11-19,2021-11-18
2021-11-19,5,5117,10783,244,83,1,293,2021-11-19,2021-11-18
2021-11-19,5,5119,13839,388,53,0,311,2021-11-19,2021-11-18
2021-11-19,5,5120,7816,186,73,0,172,2021-11-19,2021-11-18
2021-11-19,5,5122,12153,211,75,1,441,2021-11-19,2021-11-18
2021-11-19,5,5124,27557,512,125,0,751,2021-11-19,2021-11-18
2021-11-19,5,5154,14910,212,124,3,561,2021-11-19,2021-11-18
2021-11-19,5,5158,32119,797,186,1,1017,2021-11-19,2021-11-18
2021-11-19,5,5162,25076,385,181,2,805,2021-11-19,2021-11-18
2021-11-19,5,5166,15240,316,130,1,653,2021-11-19,2021-11-18
2021-11-19,5,5170,22814,327,172,0,831,2021-11-19,2021-11-18
2021-11-19,5,5314,19634,275,129,1,639,2021-11-19,2021-11-18
