Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-04-30,1,1001,24050,71,116,0,806,2022-04-30,2022-04-29,89934,896.2127782596125
2022-04-30,1,1002,57062,215,255,0,2086,2022-04-30,2022-04-29,246601,845.900868204103
2022-04-30,1,1003,52035,136,214,1,2123,2022-04-30,2022-04-29,215846,983.5716205072134
2022-04-30,1,1004,19186,81,51,0,764,2022-04-30,2022-04-29,79905,956.1354108003253
2022-04-30,1,1051,31515,98,153,0,1507,2022-04-30,2022-04-29,133251,1130.9483606126782
2022-04-30,1,1053,45151,152,515,1,1502,2022-04-30,2022-04-29,199152,754.1977986663453
2022-04-30,1,1054,40839,137,283,0,2126,2022-04-30,2022-04-29,167147,1271.9342853895075
2022-04-30,1,1055,38966,116,236,0,2833,2022-04-30,2022-04-29,201487,1406.0460476358276
2022-04-30,1,1056,73340,470,341,0,2246,2022-04-30,2022-04-29,317085,708.3274200924043
2022-04-30,1,1057,23460,51,342,0,1115,2022-04-30,2022-04-29,129353,861.9823274295919
2022-04-30,1,1058,59610,98,375,0,2909,2022-04-30,2022-04-29,274765,1058.7229086674067
2022-04-30,1,1059,44583,117,254,1,2218,2022-04-30,2022-04-29,202647,1094.5141058096099
2022-04-30,1,1060,67594,272,722,0,2769,2022-04-30,2022-04-29,278007,996.0180858755356
2022-04-30,1,1061,23021,65,209,0,1438,2022-04-30,2022-04-29,130706,1100.1790277416492
2022-04-30,1,1062,55312,365,295,0,2251,2022-04-30,2022-04-29,244989,918.8167632016131
2022-04-30,2,2000,544329,2526,3529,2,15801,2022-04-30,2022-04-29,1852478,852.9655952729263
2022-04-30,3,3101,61633,274,318,1,2258,2022-04-30,2022-04-29,248561,908.428916845362
2022-04-30,3,3102,32848,163,58,0,615,2022-04-30,2022-04-29,103866,592.1090636011785
2022-04-30,3,3103,36442,186,177,0,1499,2022-04-30,2022-04-29,123840,1210.4328165374677
2022-04-30,3,3151,48630,300,230,0,1799,2022-04-30,2022-04-29,177227,1015.0823520118266
2022-04-30,3,3153,31516,187,158,0,1165,2022-04-30,2022-04-29,134688,864.9619862200049
2022-04-30,3,3154,23884,137,104,0,750,2022-04-30,2022-04-29,91518,819.5109158853996
2022-04-30,3,3155,32923,135,206,0,1527,2022-04-30,2022-04-29,131772,1158.8197796193426
2022-04-30,3,3157,38416,145,126,1,1063,2022-04-30,2022-04-29,135844,782.5152380671947
2022-04-30,3,3158,29052,124,117,1,942,2022-04-30,2022-04-29,119361,789.2025033302335
2022-04-30,3,3159,67550,380,382,1,2330,2022-04-30,2022-04-29,323900,719.3578264896573
2022-04-30,3,3241,322850,1576,1521,13,7684,2022-04-30,2022-04-29,1155330,665.0913591787628
2022-04-30,3,3251,57909,136,265,0,2718,2022-04-30,2022-04-29,218072,1246.3773432627756
2022-04-30,3,3252,38445,121,171,0,1112,2022-04-30,2022-04-29,148580,748.4183604792031
2022-04-30,3,3254,70402,434,260,4,1907,2022-04-30,2022-04-29,275464,692.2864693753086
2022-04-30,3,3255,17358,125,101,1,751,2022-04-30,2022-04-29,70207,1069.6939051661514
2022-04-30,3,3256,32220,183,201,0,1949,2022-04-30,2022-04-29,121645,1602.2031320646145
2022-04-30,3,3257,41805,175,238,0,1929,2022-04-30,2022-04-29,158406,1217.756903147608
2022-04-30,3,3351,45523,145,196,0,1397,2022-04-30,2022-04-29,179386,778.7675738351934
