Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-04-27,1,1001,23657,69,158,0,893,2022-04-27,2022-04-26,89934,992.9503858385037
2022-04-27,1,1002,56133,215,374,1,2890,2022-04-27,2022-04-26,246601,1171.9336093527602
2022-04-27,1,1003,51150,133,494,0,2843,2022-04-27,2022-04-26,215846,1317.1427777211532
2022-04-27,1,1004,18804,80,152,0,1013,2022-04-27,2022-04-26,79905,1267.7554596082848
2022-04-27,1,1051,30864,97,292,1,1852,2022-04-27,2022-04-26,133251,1389.8582374616326
2022-04-27,1,1053,43627,151,527,0,1360,2022-04-27,2022-04-26,199152,682.8954768217242
2022-04-27,1,1054,39934,137,647,2,2809,2022-04-27,2022-04-26,167147,1680.5566357756943
2022-04-27,1,1055,37838,116,1024,0,3811,2022-04-27,2022-04-26,201487,1891.4371646805996
2022-04-27,1,1056,71920,467,433,1,2870,2022-04-27,2022-04-26,317085,905.1200782124668
2022-04-27,1,1057,22945,51,316,0,1489,2022-04-27,2022-04-26,129353,1151.1136193207735
2022-04-27,1,1058,58271,98,598,0,4266,2022-04-27,2022-04-26,274765,1552.5994941131512
2022-04-27,1,1059,43793,116,379,1,2680,2022-04-27,2022-04-26,202647,1322.4967554417287
2022-04-27,1,1060,65140,271,970,1,3037,2022-04-27,2022-04-26,278007,1092.418536223908
2022-04-27,1,1061,22314,65,360,0,1462,2022-04-27,2022-04-26,130706,1118.5408473979771
2022-04-27,1,1062,54214,365,487,0,3041,2022-04-27,2022-04-26,244989,1241.2802207446048
2022-04-27,2,2000,532407,2513,3594,10,16847,2022-04-27,2022-04-26,1852478,909.4305033582045
2022-04-27,3,3101,60621,271,597,0,3001,2022-04-27,2022-04-26,248561,1207.3495037435478
2022-04-27,3,3102,32602,163,146,1,893,2022-04-27,2022-04-26,103866,859.7616159282152
2022-04-27,3,3103,35744,185,905,7,1656,2022-04-27,2022-04-26,123840,1337.2093023255813
2022-04-27,3,3151,47787,300,381,3,2035,2022-04-27,2022-04-26,177227,1148.2449062501762
2022-04-27,3,3153,30950,187,287,0,1528,2022-04-27,2022-04-26,134688,1134.4737467331909
2022-04-27,3,3154,23460,137,181,1,926,2022-04-27,2022-04-26,91518,1011.8228108131734
2022-04-27,3,3155,32237,134,411,0,2014,2022-04-27,2022-04-26,131772,1528.3975351364477
2022-04-27,3,3157,37971,144,327,0,1554,2022-04-27,2022-04-26,135844,1143.9592473719856
2022-04-27,3,3158,28608,123,209,0,1353,2022-04-27,2022-04-26,119361,1133.5360796239977
2022-04-27,3,3159,66176,379,445,3,2677,2022-04-27,2022-04-26,323900,826.4896573016363
2022-04-27,3,3241,318803,1563,2154,14,10177,2022-04-27,2022-04-26,1155330,880.8738628790043
2022-04-27,3,3251,56686,135,597,1,4255,2022-04-27,2022-04-26,218072,1951.1904325177006
2022-04-27,3,3252,37929,121,328,0,1512,2022-04-27,2022-04-26,148580,1017.6335980616503
2022-04-27,3,3254,69760,427,527,5,3077,2022-04-27,2022-04-26,275464,1117.0243661603693
2022-04-27,3,3255,17021,124,250,-1,982,2022-04-27,2022-04-26,70207,1398.7209252638627
2022-04-27,3,3256,31386,183,510,0,2427,2022-04-27,2022-04-26,121645,1995.1498212010358
2022-04-27,3,3257,40997,174,512,1,2137,2022-04-27,2022-04-26,158406,1349.065060666894
2022-04-27,3,3351,44801,143,329,0,1954,2022-04-27,2022-04-26,179386,1089.271180582654
2022-04-27,3,3352,48391,221,621,1,4208,2022-04-27,2022-04-26,198826,2116.423405389637
2022-04-27,3,3353,61060,187,579,0,3128,2022-04-27,2022-04-26,256016,1221.798637585151
2022-04-27,3,3354,10603,32,124,0,737,2022-04-27,2022-04-26,48503,1519.4936395686864
2022-04-27,3,3355,44002,102,549,0,2492,2022-04-27,2022-04-26,184235,1352.6202947322713
2022-04-27,3,3356,26413,82,317,1,1601,2022-04-27,2022-04-26,114640,1396.5457083042568
2022-04-27,3,3357,39389,142,1017,1,2368,2022-04-27,2022-04-26,164486,1439.6362000413408
2022-04-27,3,3358,32606,168,212,2,1718,2022-04-27,2022-04-26,140885,1219.4342903786776
2022-04-27,3,3359,48241,193,665,1,3061,2022-04-27,2022-04-26,205357,1490.5749499651827
2022-04-27,3,3360,20911,160,246,2,1494,2022-04-27,2022-04-26,92566,1613.9835360715597
2022-04-27,3,3361,34909,145,416,0,2220,2022-04-27,2022-04-26,137574,1613.6770029220638
2022-04-27,3,3401,20830,90,201,1,1239,2022-04-27,2022-04-26,77503,1598.647794278931
2022-04-27,3,3402,14173,40,27,0,580,2022-04-27,2022-04-26,49874,1162.9305850743874
2022-04-27,3,3403,40893,60,275,0,2365,2022-04-27,2022-04-26,169605,1394.4164381946287
2022-04-27,3,3404,47510,149,321,2,1861,2022-04-27,2022-04-26,164223,1133.2152012811846
2022-04-27,3,3405,17910,103,118,1,816,2022-04-27,2022-04-26,75189,1085.2651318676933
2022-04-27,3,3451,27374,88,154,0,2064,2022-04-27,2022-04-26,125643,1642.7496955660085
2022-04-27,3,3452,49741,132,716,0,3506,2022-04-27,2022-04-26,190178,1843.536055695191
2022-04-27,3,3453,57649,216,911,0,2873,2022-04-27,2022-04-26,172632,1664.2337457713516
2022-04-27,3,3454,115395,284,1599,0,6121,2022-04-27,2022-04-26,328930,1860.882254583042
2022-04-27,3,3455,20735,60,84,1,1269,2022-04-27,2022-04-26,98971,1282.1937739337786
