Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2022-04-09,1,1001,21377,65,150,0,868,2022-04-09,2022-04-08
2022-04-09,1,1002,49478,198,594,0,2868,2022-04-09,2022-04-08
2022-04-09,1,1003,44313,130,400,0,2773,2022-04-09,2022-04-08
2022-04-09,1,1004,16809,75,124,0,880,2022-04-09,2022-04-08
2022-04-09,1,1051,26380,94,276,1,1849,2022-04-09,2022-04-08
2022-04-09,1,1053,38987,148,319,0,2094,2022-04-09,2022-04-08
2022-04-09,1,1054,34262,130,349,1,2055,2022-04-09,2022-04-08
2022-04-09,1,1055,30935,112,425,0,2964,2022-04-09,2022-04-08
2022-04-09,1,1056,63792,453,568,1,2938,2022-04-09,2022-04-08
2022-04-09,1,1057,19247,50,164,0,1323,2022-04-09,2022-04-08
2022-04-09,1,1058,49796,93,399,0,3463,2022-04-09,2022-04-08
2022-04-09,1,1059,37618,107,409,0,2238,2022-04-09,2022-04-08
2022-04-09,1,1060,55247,259,588,0,3400,2022-04-09,2022-04-08
2022-04-09,1,1061,19330,63,179,0,1295,2022-04-09,2022-04-08
2022-04-09,1,1062,48048,363,406,3,2550,2022-04-09,2022-04-08
2022-04-09,2,2000,477675,2424,4980,1,19284,2022-04-09,2022-04-08
2022-04-09,3,3101,54001,259,433,0,3069,2022-04-09,2022-04-08
2022-04-09,3,3102,29936,152,374,0,1929,2022-04-09,2022-04-08
2022-04-09,3,3103,32868,168,81,0,1214,2022-04-09,2022-04-08
2022-04-09,3,3151,43144,292,346,0,2207,2022-04-09,2022-04-08
2022-04-09,3,3153,28000,177,217,1,1544,2022-04-09,2022-04-08
2022-04-09,3,3154,21211,131,152,1,936,2022-04-09,2022-04-08
2022-04-09,3,3155,28074,126,208,1,1681,2022-04-09,2022-04-08
2022-04-09,3,3157,33998,139,276,0,1765,2022-04-09,2022-04-08
2022-04-09,3,3158,25483,122,212,0,1456,2022-04-09,2022-04-08
2022-04-09,3,3159,59513,356,501,0,3062,2022-04-09,2022-04-08
2022-04-09,3,3241,294586,1473,2091,3,11297,2022-04-09,2022-04-08
2022-04-09,3,3251,48543,133,464,0,3258,2022-04-09,2022-04-08
2022-04-09,3,3252,34075,121,0,0,1418,2022-04-09,2022-04-07
2022-04-09,3,3254,62850,399,1337,0,3330,2022-04-09,2022-04-08
2022-04-09,3,3255,14970,117,140,0,881,2022-04-09,2022-04-08
2022-04-09,3,3256,26379,183,362,1,1819,2022-04-09,2022-04-08
2022-04-09,3,3257,35820,161,432,3,2313,2022-04-09,2022-04-08
