Datenstand,IdBundesland,IdLandkreis,Landkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-15,1,1001,SK Flensburg,25322,73,0,0,597,663.8201347654947
2022-05-15,1,1002,SK Kiel,60597,218,0,0,1402,568.5297302119618
2022-05-15,1,1003,SK Lübeck,55474,137,0,0,1581,732.4666660489423
2022-05-15,1,1004,SK Neumünster,20193,82,0,0,455,569.4261936049058
2022-05-15,1,1051,LK Dithmarschen,33709,102,0,0,793,595.1174850470165
2022-05-15,1,1053,LK Herzogtum Lauenburg,48435,153,0,0,1095,549.8312846469029
2022-05-15,1,1054,LK Nordfriesland,43700,140,0,0,1347,805.8774611569456
2022-05-15,1,1055,LK Ostholstein,42245,117,0,0,1485,737.020254408473
2022-05-15,1,1056,LK Pinneberg,77231,474,0,0,1267,399.57740038160114
2022-05-15,1,1057,LK Plön,25316,54,0,0,894,691.1320185848028
2022-05-15,1,1058,LK Rendsburg-Eckernförde,64305,101,0,0,2278,829.0721161720015
2022-05-15,1,1059,LK Schleswig-Flensburg,47796,122,133,0,1373,677.5328526945872
2022-05-15,1,1060,LK Segeberg,72177,283,0,0,1707,614.0133162114623
2022-05-15,1,1061,LK Steinburg,27693,66,0,0,1158,885.9577984178233
2022-05-15,1,1062,LK Stormarn,58694,367,0,0,1556,635.1305568821458
2022-05-15,2,2000,SK Hamburg,568769,2622,1355,5,8825,476.3889233772277
2022-05-15,3,3101,SK Braunschweig,65048,281,0,0,1540,619.5662231806276
2022-05-15,3,3102,SK Salzgitter,33896,164,0,0,437,420.7344077946585
2022-05-15,3,3103,SK Wolfsburg,37833,189,0,0,679,548.2881136950905
2022-05-15,3,3151,LK Gifhorn,50766,315,0,0,734,414.15811360571473
2022-05-15,3,3153,LK Goslar,33018,207,0,0,613,455.12592064623425
2022-05-15,3,3154,LK Helmstedt,25062,142,0,0,408,445.8139382416574
2022-05-15,3,3155,LK Northeim,34904,137,0,0,836,634.4291655283369
2022-05-15,3,3157,LK Peine,40329,154,0,0,789,580.8132858278614
