Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-05-02,1,1001,24136,71,0,0,794,2022-05-02,2022-04-30,89934,882.869659972869
2022-05-02,1,1002,57384,215,0,0,2216,2022-05-02,2022-04-30,246601,898.6176049569953
2022-05-02,1,1003,52136,136,0,0,2139,2022-05-02,2022-04-30,215846,990.9843128897455
2022-05-02,1,1004,19186,81,0,0,762,2022-05-02,2022-04-29,79905,953.6324385207434
2022-05-02,1,1051,31835,98,117,0,1438,2022-05-02,2022-05-01,133251,1079.1663852428874
2022-05-02,1,1053,45151,152,0,0,1298,2022-05-02,2022-04-29,199152,651.7634771430867
2022-05-02,1,1054,40839,137,0,0,2126,2022-05-02,2022-04-29,167147,1271.9342853895075
2022-05-02,1,1055,38966,116,0,0,2833,2022-05-02,2022-04-29,201487,1406.0460476358276
2022-05-02,1,1056,73340,470,0,0,1849,2022-05-02,2022-04-29,317085,583.1243988205056
2022-05-02,1,1057,23460,51,0,0,1115,2022-05-02,2022-04-29,129353,861.9823274295919
2022-05-02,1,1058,59610,98,0,0,2909,2022-05-02,2022-04-29,274765,1058.7229086674067
2022-05-02,1,1059,44835,117,135,0,1686,2022-05-02,2022-05-01,202647,831.9886304756546
2022-05-02,1,1060,67594,272,0,0,2303,2022-05-02,2022-04-29,278007,828.3964072847087
2022-05-02,1,1061,23021,65,0,0,1438,2022-05-02,2022-04-29,130706,1100.1790277416492
2022-05-02,1,1062,55312,365,0,0,2251,2022-05-02,2022-04-29,244989,918.8167632016131
2022-05-02,2,2000,547129,2529,1215,0,15516,2022-05-02,2022-05-01,1852478,837.5807971808572
2022-05-02,3,3101,61633,274,0,0,2258,2022-05-02,2022-04-29,248561,908.428916845362
2022-05-02,3,3102,32848,163,0,0,615,2022-05-02,2022-04-29,103866,592.1090636011785
2022-05-02,3,3103,36442,186,0,0,1499,2022-05-02,2022-04-29,123840,1210.4328165374677
2022-05-02,3,3151,48630,300,0,0,1385,2022-05-02,2022-04-29,177227,781.4836339835352
2022-05-02,3,3153,31516,187,0,0,1165,2022-05-02,2022-04-29,134688,864.9619862200049
2022-05-02,3,3154,23884,137,0,0,609,2022-05-02,2022-04-29,91518,665.4428636989445
2022-05-02,3,3155,32923,135,0,0,1527,2022-05-02,2022-04-29,131772,1158.8197796193426
2022-05-02,3,3157,38416,145,0,0,948,2022-05-02,2022-04-29,135844,697.8593092076205
2022-05-02,3,3158,29052,124,0,0,942,2022-05-02,2022-04-29,119361,789.2025033302335
2022-05-02,3,3159,67550,380,0,0,2316,2022-05-02,2022-04-29,323900,715.0355047854276
2022-05-02,3,3241,322850,1576,0,0,6327,2022-05-02,2022-04-29,1155330,547.6357404377969
2022-05-02,3,3251,57909,136,0,0,2718,2022-05-02,2022-04-29,218072,1246.3773432627756
2022-05-02,3,3252,38445,121,0,0,931,2022-05-02,2022-04-29,148580,626.5984654731458
2022-05-02,3,3254,70402,434,0,0,1907,2022-05-02,2022-04-29,275464,692.2864693753086
2022-05-02,3,3255,17358,125,0,0,624,2022-05-02,2022-04-29,70207,888.8002620821286
2022-05-02,3,3256,32220,183,0,0,1949,2022-05-02,2022-04-29,121645,1602.2031320646145
2022-05-02,3,3257,41805,175,0,0,1758,2022-05-02,2022-04-29,158406,1109.8064467255028
2022-05-02,3,3351,45523,145,0,0,1397,2022-05-02,2022-04-29,179386,778.7675738351934
2022-05-02,3,3352,49578,223,0,0,2938,2022-05-02,2022-04-29,198826,1477.6739460633921
2022-05-02,3,3353,62169,187,0,0,1744,2022-05-02,2022-04-29,256016,681.2074245359665
2022-05-02,3,3354,10857,32,0,0,537,2022-05-02,2022-04-29,48503,1107.1480114632086
2022-05-02,3,3355,44937,102,0,0,1489,2022-05-02,2022-04-29,184235,808.2069096534318
2022-05-02,3,3356,26970,83,0,0,906,2022-05-02,2022-04-29,114640,790.3000697836706
2022-05-02,3,3357,41033,142,0,0,1479,2022-05-02,2022-04-29,164486,899.1646705494693
2022-05-02,3,3358,33222,173,0,0,875,2022-05-02,2022-04-29,140885,621.0739255421088
2022-05-02,3,3359,49395,195,0,0,1860,2022-05-02,2022-04-29,205357,905.739760514616
2022-05-02,3,3360,21648,161,0,0,1282,2022-05-02,2022-04-29,92566,1384.9577598686342
2022-05-02,3,3361,35617,145,0,0,1549,2022-05-02,2022-04-29,137574,1125.9394943812058
2022-05-02,3,3401,21213,90,0,0,780,2022-05-02,2022-04-29,77503,1006.4126549940003
2022-05-02,3,3402,14445,40,0,0,304,2022-05-02,2022-04-29,49874,609.53603079761
2022-05-02,3,3403,41886,61,0,0,1354,2022-05-02,2022-04-29,169605,798.3255210636479
2022-05-02,3,3404,48195,149,0,0,965,2022-05-02,2022-04-29,164223,587.6156202237203
2022-05-02,3,3405,18381,104,0,0,557,2022-05-02,2022-04-29,75189,740.7998510420407
2022-05-02,3,3451,28455,88,0,0,1374,2022-05-02,2022-04-29,125643,1093.5746519901627
2022-05-02,3,3452,51181,142,0,0,1828,2022-05-02,2022-04-29,190178,961.204766061269
2022-05-02,3,3453,62234,217,0,0,4516,2022-05-02,2022-04-29,172632,2615.969229343343
2022-05-02,3,3454,117755,285,0,0,3288,2022-05-02,2022-04-30,328930,999.6047791323381
2022-05-02,3,3455,21324,60,0,0,657,2022-05-02,2022-04-29,98971,663.8308191288357
2022-05-02,3,3456,47681,169,0,0,1028,2022-05-02,2022-04-29,137891,745.5163861310746
2022-05-02,3,3457,45698,108,0,0,1428,2022-05-02,2022-04-29,171483,832.7356064449536
2022-05-02,3,3458,35741,145,0,0,1397,2022-05-02,2022-04-29,131467,1062.6240805677471
2022-05-02,3,3459,109554,417,0,0,2199,2022-05-02,2022-04-29,359471,611.7322398747048
2022-05-02,3,3460,54950,102,0,0,1300,2022-05-02,2022-04-29,143698,904.6750824646134
2022-05-02,3,3461,21984,150,0,0,810,2022-05-02,2022-04-29,88524,915.0061000406669
2022-05-02,3,3462,15187,54,0,0,1152,2022-05-02,2022-04-29,57384,2007.5282308657463
