Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-15,0,Bundesgebiet,25729848,137499,6151,7,376218,452.4296311067456
2022-05-15,1,Schleswig-Holstein,702887,2489,133,0,18988,652.3124490058831
2022-05-15,2,Hamburg,568769,2622,1355,5,8825,476.3889233772277
2022-05-15,3,Niedersachsen,2285835,9068,0,0,49053,612.9004084628311
2022-05-15,4,Bremen,194857,767,0,0,3732,548.7186273212474
2022-05-15,5,Nordrhein-Westfalen,5143338,25112,4043,2,76268,425.4704313447215
2022-05-15,6,Hessen,1805983,10039,0,0,35580,565.3762803198523
2022-05-15,7,Rheinland-Pfalz,1123327,5601,0,0,18487,451.0794602076766
2022-05-15,8,Baden-Württemberg,3601789,15958,0,0,45992,414.22878394688735
2022-05-15,9,Bayern,4798843,23851,0,0,66829,508.5850022027851
2022-05-15,10,Saarland,310313,1663,386,0,4163,423.0729752609526
2022-05-15,11,Berlin,1028583,4556,233,0,13840,377.72018575973067
2022-05-15,12,Brandenburg,780629,5624,1,0,7709,304.5746247339565
2022-05-15,13,Mecklenburg-Vorpommern,479161,2202,0,0,5500,341.45075597197376
2022-05-15,14,Sachsen,1493992,15441,0,0,9967,245.67771628919425
2022-05-15,15,Sachsen-Anhalt,708319,5306,0,0,6925,317.5609120807967
2022-05-15,16,Thüringen,703223,7200,0,0,4360,205.63738865041975
