Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-05-01,1,1001,24136,71,86,0,794,2022-05-01,2022-04-30,89934,882.869659972869
2022-05-01,1,1002,57384,215,322,0,2216,2022-05-01,2022-04-30,246601,898.6176049569953
2022-05-01,1,1003,52136,136,101,0,2139,2022-05-01,2022-04-30,215846,990.9843128897455
2022-05-01,1,1004,19186,81,0,0,762,2022-05-01,2022-04-29,79905,953.6324385207434
2022-05-01,1,1051,31718,98,203,0,1434,2022-05-01,2022-04-30,133251,1076.1645315982619
2022-05-01,1,1053,45151,152,0,0,1356,2022-05-01,2022-04-29,199152,680.886960713425
2022-05-01,1,1054,40839,137,0,0,2126,2022-05-01,2022-04-29,167147,1271.9342853895075
2022-05-01,1,1055,38966,116,0,0,2833,2022-05-01,2022-04-29,201487,1406.0460476358276
2022-05-01,1,1056,73340,470,0,0,1961,2022-05-01,2022-04-29,317085,618.4461579702603
2022-05-01,1,1057,23460,51,0,0,1115,2022-05-01,2022-04-29,129353,861.9823274295919
2022-05-01,1,1058,59610,98,0,0,2909,2022-05-01,2022-04-29,274765,1058.7229086674067
2022-05-01,1,1059,44700,117,117,0,1839,2022-05-01,2022-04-30,202647,907.4893780810967
2022-05-01,1,1060,67594,272,0,0,2496,2022-05-01,2022-04-29,278007,897.8191196624545
2022-05-01,1,1061,23021,65,0,0,1438,2022-05-01,2022-04-29,130706,1100.1790277416492
2022-05-01,1,1062,55312,365,0,0,2251,2022-05-01,2022-04-29,244989,918.8167632016131
2022-05-01,2,2000,545914,2529,1585,3,15448,2022-05-01,2022-04-29,1852478,833.9100383378372
2022-05-01,3,3101,61633,274,0,0,2258,2022-05-01,2022-04-29,248561,908.428916845362
2022-05-01,3,3102,32848,163,0,0,615,2022-05-01,2022-04-29,103866,592.1090636011785
2022-05-01,3,3103,36442,186,0,0,1499,2022-05-01,2022-04-29,123840,1210.4328165374677
2022-05-01,3,3151,48630,300,0,0,1648,2022-05-01,2022-04-29,177227,929.88088722373
