Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2022-04-14,1,1001,21985,69,111,1,851,2022-04-14,2022-04-13
2022-04-14,1,1002,51399,201,366,0,3004,2022-04-14,2022-04-13
2022-04-14,1,1003,45996,131,229,0,2549,2022-04-14,2022-04-13
2022-04-14,1,1004,17404,76,170,1,857,2022-04-14,2022-04-13
2022-04-14,1,1051,27684,95,333,1,1883,2022-04-14,2022-04-13
2022-04-14,1,1053,40704,149,553,1,2190,2022-04-14,2022-04-13
2022-04-14,1,1054,35744,131,393,1,2098,2022-04-14,2022-04-13
2022-04-14,1,1055,32257,112,436,0,2338,2022-04-14,2022-04-13
2022-04-14,1,1056,66133,457,575,2,2894,2022-04-14,2022-04-13
2022-04-14,1,1057,20256,50,385,0,1400,2022-04-14,2022-04-13
2022-04-14,1,1058,52349,94,512,1,3491,2022-04-14,2022-04-13
2022-04-14,1,1059,39249,111,444,2,2333,2022-04-14,2022-04-13
2022-04-14,1,1060,57978,262,908,3,3091,2022-04-14,2022-04-13
2022-04-14,1,1061,20276,63,354,0,1429,2022-04-14,2022-04-13
2022-04-14,1,1062,49725,363,489,0,2551,2022-04-14,2022-04-13
2022-04-14,2,2000,493774,2469,4602,5,18532,2022-04-14,2022-04-13
2022-04-14,3,3101,55973,263,568,2,2959,2022-04-14,2022-04-13
2022-04-14,3,3102,31175,158,399,3,2044,2022-04-14,2022-04-13
2022-04-14,3,3103,33735,174,240,2,1151,2022-04-14,2022-04-13
2022-04-14,3,3151,44349,294,392,0,1905,2022-04-14,2022-04-13
2022-04-14,3,3153,28837,182,264,1,1337,2022-04-14,2022-04-13
2022-04-14,3,3154,21891,132,211,0,898,2022-04-14,2022-04-13
2022-04-14,3,3155,29336,127,403,0,1771,2022-04-14,2022-04-13
2022-04-14,3,3157,35257,143,300,2,1758,2022-04-14,2022-04-13
2022-04-14,3,3158,26503,122,300,0,1474,2022-04-14,2022-04-13
2022-04-14,3,3159,61598,368,840,2,3130,2022-04-14,2022-04-13
2022-04-14,3,3241,301837,1499,2047,26,10742,2022-04-14,2022-04-13
2022-04-14,3,3251,50978,133,665,0,3477,2022-04-14,2022-04-13
2022-04-14,3,3252,35478,121,305,0,1671,2022-04-14,2022-04-13
2022-04-14,3,3254,64890,407,510,3,3002,2022-04-14,2022-04-13
2022-04-14,3,3255,15508,117,49,0,823,2022-04-14,2022-04-13
2022-04-14,3,3256,27932,183,524,0,2273,2022-04-14,2022-04-13
2022-04-14,3,3257,37666,165,489,1,2584,2022-04-14,2022-04-13
2022-04-14,3,3351,41923,136,332,1,1890,2022-04-14,2022-04-13
2022-04-14,3,3352,43040,217,774,1,3241,2022-04-14,2022-04-13
2022-04-14,3,3353,55735,186,777,0,3582,2022-04-14,2022-04-13
