Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-30,0,Bundesgebiet,26244107,138864,755,2,157180,189.02043341190023
2022-05-30,1,Schleswig-Holstein,731882,2537,0,0,8941,307.15850045089536
2022-05-30,2,Hamburg,581330,2649,0,0,3356,181.1627452525752
2022-05-30,3,Niedersachsen,2352852,9276,0,0,18890,236.02407020697774
2022-05-30,4,Bremen,200057,774,0,0,1635,240.39521856115744
2022-05-30,5,Nordrhein-Westfalen,5263667,25379,755,2,36332,202.68253673383887
2022-05-30,6,Hessen,1852117,10121,0,0,16507,262.30090666778534
2022-05-30,7,Rheinland-Pfalz,1147762,5677,0,0,7179,175.1663030686921
2022-05-30,8,Baden-Württemberg,3663242,16104,0,0,18036,162.44195397604062
2022-05-30,9,Bayern,4883786,24033,0,0,24961,189.95930269768692
2022-05-30,10,Saarland,314556,1677,0,0,1705,173.2739425462225
2022-05-30,11,Berlin,1046995,4610,0,0,7296,199.12185515195048
2022-05-30,12,Brandenburg,788656,5662,0,0,2892,114.25993186283594
2022-05-30,13,Mecklenburg-Vorpommern,486010,2227,0,0,2476,153.71492214301946
2022-05-30,14,Sachsen,1506506,15514,0,0,3406,83.95488127631138
2022-05-30,15,Sachsen-Anhalt,715650,5346,0,0,2140,98.1343468379646
2022-05-30,16,Thüringen,709039,7278,0,0,1428,67.3509612368806
