Datenstand,IdBundesland,IdLandkreis,Landkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-06,1,1001,SK Flensburg,24619,71,103,0,685,761.6696688682812
2022-05-06,1,1002,SK Kiel,58772,217,268,0,1955,792.778618091573
2022-05-06,1,1003,SK Lübeck,53647,136,238,0,1899,879.7939271517657
2022-05-06,1,1004,SK Neumünster,19674,81,77,0,553,692.071835304424
2022-05-06,1,1051,LK Dithmarschen,32614,98,164,0,1252,939.5801907677991
2022-05-06,1,1053,LK Herzogtum Lauenburg,46739,153,293,0,1400,702.980637904716
2022-05-06,1,1054,LK Nordfriesland,42089,137,239,0,1568,938.0964061574542
2022-05-06,1,1055,LK Ostholstein,40418,116,278,0,1688,837.771171341079
2022-05-06,1,1056,LK Pinneberg,75128,470,381,0,1837,579.3399246258889
2022-05-06,1,1057,LK Plön,24302,52,151,1,955,738.2897961392468
2022-05-06,1,1058,LK Rendsburg-Eckernförde,61745,99,368,0,2506,912.0521172638436
2022-05-06,1,1059,LK Schleswig-Flensburg,45997,119,240,0,1634,806.3282456685764
2022-05-06,1,1060,LK Segeberg,69859,276,390,1,2230,802.1380756599655
2022-05-06,1,1061,LK Steinburg,24818,66,503,0,1898,1452.1139044879346
2022-05-06,1,1062,LK Stormarn,56674,365,210,0,1601,653.4987285143415
2022-05-06,2,2000,SK Hamburg,554786,2562,3426,6,9684,522.7592446442009
2022-05-06,3,3101,SK Braunschweig,63215,276,312,1,1904,766.0091486596851
2022-05-06,3,3102,SK Salzgitter,33387,164,72,1,597,574.7790422274854
2022-05-06,3,3103,SK Wolfsburg,37064,186,135,0,798,644.3798449612403
2022-05-06,3,3151,LK Gifhorn,49695,300,211,0,1228,692.8966805283619
2022-05-06,3,3153,LK Goslar,32301,187,135,0,930,690.4846756949394
2022-05-06,3,3154,LK Helmstedt,24461,140,134,0,604,659.9794575930418
2022-05-06,3,3155,LK Northeim,33950,137,177,2,1238,939.5015633063169
2022-05-06,3,3157,LK Peine,39278,149,186,4,963,708.9013868849562
2022-05-06,3,3158,LK Wolfenbüttel,29779,125,159,1,848,710.4498119151147
2022-05-06,3,3159,LK Göttingen,69829,384,574,2,2659,820.9323865390552
2022-05-06,3,3241,Region Hannover,328725,1616,1568,0,6577,569.2745795573559
2022-05-06,3,3251,LK Diepholz,59956,136,397,0,2303,1056.0732235225064
2022-05-06,3,3252,LK Hameln-Pyrmont,39347,121,175,0,1074,722.8429129088706
2022-05-06,3,3254,LK Hildesheim,72521,451,320,5,2390,867.6269857404235
2022-05-06,3,3255,LK Holzminden,17863,130,85,0,605,861.7374335892432
2022-05-06,3,3256,LK Nienburg (Weser),33293,184,204,1,1275,1048.1318590981955
2022-05-06,3,3257,LK Schaumburg,43085,180,258,0,1538,970.9228185801044
2022-05-06,3,3351,LK Celle,46426,148,193,2,1101,613.7602711471352
2022-05-06,3,3352,LK Cuxhaven,50948,223,266,0,1726,868.0957218874795
2022-05-06,3,3353,LK Harburg,63875,193,294,0,1660,648.3969751890506
2022-05-06,3,3354,LK Lüchow-Dannenberg,11310,33,125,0,508,1047.3578953879141
2022-05-06,3,3355,LK Lüneburg,46328,110,262,8,1482,804.4074144435095
2022-05-06,3,3356,LK Osterholz,27834,83,143,0,947,826.0642009769713
2022-05-06,3,3357,LK Rotenburg (Wümme),42501,152,236,2,1517,922.266940651484
2022-05-06,3,3358,LK Heidekreis,34043,174,163,1,838,594.8113709763282
2022-05-06,3,3359,LK Stade,50742,201,-2,4,1403,683.2004752698958
2022-05-06,3,3360,LK Uelzen,22348,174,115,2,826,892.3362789793229
2022-05-06,3,3361,LK Verden,36692,145,193,0,1279,929.681480512306
