Datenstand,IdBundesland,IdLandkreis,Landkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-06-03,1,1001,SK Flensburg,26564,73,59,0,431,479.2403317988747
2022-06-03,1,1002,SK Kiel,63847,221,192,0,1170,474.45063077603095
2022-06-03,1,1003,SK Lübeck,58310,137,245,0,975,451.7109420605432
2022-06-03,1,1004,SK Neumünster,21057,86,65,0,356,445.52906576559667
2022-06-03,1,1051,LK Dithmarschen,35123,104,83,0,510,382.73633968975844
2022-06-03,1,1053,LK Herzogtum Lauenburg,50710,154,194,0,739,371.0733510082751
2022-06-03,1,1054,LK Nordfriesland,46131,149,122,0,768,459.475790770998
2022-06-03,1,1055,LK Ostholstein,44560,118,335,0,903,448.1678718726271
2022-06-03,1,1056,LK Pinneberg,82033,480,275,1,1355,427.3302111421228
2022-06-03,1,1057,LK Plön,27213,67,123,0,635,490.90473355855687
2022-06-03,1,1058,LK Rendsburg-Eckernförde,68592,102,282,0,1621,589.9586919731406
2022-06-03,1,1059,LK Schleswig-Flensburg,50348,125,151,0,943,465.3412090975933
2022-06-03,1,1060,LK Segeberg,76204,292,440,0,1396,502.14562942659717
2022-06-03,1,1061,LK Steinburg,32539,66,116,0,585,447.5693541229936
2022-06-03,1,1062,LK Stormarn,61651,373,242,0,936,382.0579699496712
2022-06-03,2,2000,SK Hamburg,586966,2659,1223,3,5197,280.5431427525725
2022-06-03,3,3101,SK Braunschweig,67544,294,155,0,802,322.65721492913207
2022-06-03,3,3102,SK Salzgitter,34577,165,36,0,194,186.77911924980265
2022-06-03,3,3103,SK Wolfsburg,38753,197,66,4,342,276.16279069767444
2022-06-03,3,3151,LK Gifhorn,52244,333,95,0,552,311.46495737105516
2022-06-03,3,3153,LK Goslar,34038,207,69,0,343,254.66262770254218
2022-06-03,3,3154,LK Helmstedt,25748,143,46,0,161,175.9216766100658
2022-06-03,3,3155,LK Northeim,36043,141,61,0,329,249.6736787784962
2022-06-03,3,3157,LK Peine,41524,158,60,2,348,256.17620211418983
2022-06-03,3,3158,LK Wolfenbüttel,31744,128,60,0,362,303.2816414071598
2022-06-03,3,3159,LK Göttingen,77382,388,415,0,1086,335.2886693423896
2022-06-03,3,3241,Region Hannover,345481,1684,554,5,2795,241.92222135666864
2022-06-03,3,3251,LK Diepholz,64821,146,135,0,886,406.287831541876
2022-06-03,3,3252,LK Hameln-Pyrmont,41919,120,90,0,502,337.8651231659712
2022-06-03,3,3254,LK Hildesheim,77008,481,16,0,770,279.5283594226469
2022-06-03,3,3255,LK Holzminden,19043,138,32,0,198,282.0231600837523
2022-06-03,3,3256,LK Nienburg (Weser),35627,203,78,0,401,329.6477454889227
2022-06-03,3,3257,LK Schaumburg,45903,189,76,0,559,352.8906733330808
2022-06-03,3,3351,LK Celle,49272,154,105,1,618,344.508490071689
2022-06-03,3,3352,LK Cuxhaven,55070,245,113,0,825,414.9356723969702
2022-06-03,3,3353,LK Harburg,69967,207,211,0,1067,416.7708268233235
2022-06-03,3,3354,LK Lüchow-Dannenberg,12484,35,54,0,207,426.77772508916973
2022-06-03,3,3355,LK Lüneburg,50026,130,129,0,469,254.5661790647814
2022-06-03,3,3356,LK Osterholz,30366,84,112,0,460,401.2561060711794
2022-06-03,3,3357,LK Rotenburg (Wümme),46543,175,153,1,705,428.6079058400107
2022-06-03,3,3358,LK Heidekreis,36685,181,92,0,403,286.0489051353941
2022-06-03,3,3359,LK Stade,56221,205,267,0,968,471.3742409559937
2022-06-03,3,3360,LK Uelzen,24504,190,79,0,420,453.7303113454184
2022-06-03,3,3361,LK Verden,39928,147,139,0,769,558.9718987599401
2022-06-03,3,3401,SK Delmenhorst,23264,99,47,0,250,322.5681586519231
2022-06-03,3,3402,SK Emden,15483,41,49,0,149,298.7528572001444
2022-06-03,3,3403,SK Oldenburg,48223,62,168,0,836,492.90999675717103
2022-06-03,3,3404,SK Osnabrück,52103,153,182,1,587,357.4407969651023
2022-06-03,3,3405,SK Wilhelmshaven,20236,118,38,0,187,248.70659271967972
2022-06-03,3,3451,LK Ammerland,33856,92,163,0,631,502.21659782080974
2022-06-03,3,3452,LK Aurich,56977,145,110,0,594,312.3389666522942
2022-06-03,3,3453,LK Cloppenburg,69938,243,188,1,551,319.17605079012003
2022-06-03,3,3454,LK Emsland,130322,290,351,0,1531,465.4485756847962
2022-06-03,3,3455,LK Friesland,24223,62,23,0,219,221.2769397096119
2022-06-03,3,3456,LK Grafschaft Bentheim,52019,176,122,0,662,480.08934593265695
2022-06-03,3,3457,LK Leer,50431,120,105,1,469,273.4964981951564
2022-06-03,3,3458,LK Oldenburg,40879,155,118,0,828,629.8158473229023
2022-06-03,3,3459,LK Osnabrück,120205,422,360,0,1336,371.6572407788111
2022-06-03,3,3460,LK Vechta,64059,102,138,0,496,345.16833915572937
2022-06-03,3,3461,LK Wesermarsch,24520,160,47,0,236,266.59436988839184
2022-06-03,3,3462,LK Wittmund,16856,60,36,0,204,355.49979088247596
2022-06-03,4,4011,SK Bremen,164411,592,359,1,1760,310.63958218976194
2022-06-03,4,4012,SK Bremerhaven,37332,184,19,0,219,192.85468971529716
2022-06-03,5,5111,SK Düsseldorf,188508,903,347,-2,1672,269.45012513637687
2022-06-03,5,5112,SK Duisburg,115558,907,126,0,709,142.9766982264033
2022-06-03,5,5113,SK Essen,150474,763,383,0,1278,219.43116162873554
2022-06-03,5,5114,SK Krefeld,65527,276,80,0,372,163.9893495089136
2022-06-03,5,5116,SK Mönchengladbach,72798,333,353,0,759,292.29969383628907
2022-06-03,5,5117,SK Mülheim a.d.Ruhr,43938,350,40,0,333,194.8268498312086
2022-06-03,5,5119,SK Oberhausen,51750,468,86,0,382,182.28147695714
2022-06-03,5,5120,SK Remscheid,34376,275,52,0,342,306.68244915527816
2022-06-03,5,5122,SK Solingen,55130,305,120,0,793,498.1374809193872
2022-06-03,5,5124,SK Wuppertal,113310,647,194,1,1069,301.12336762402674
2022-06-03,5,5154,LK Kleve,80753,363,191,0,717,228.64541146607309
2022-06-03,5,5158,LK Mettmann,146476,1021,225,1,1332,275.0236412964928
2022-06-03,5,5162,LK Rhein-Kreis Neuss,126736,562,262,2,1224,270.7958610711038
2022-06-03,5,5166,LK Viersen,82435,382,251,-1,995,333.29313717608596
2022-06-03,5,5170,LK Wesel,125085,439,259,1,1249,271.4550556059055
2022-06-03,5,5314,SK Bonn,95244,405,91,0,627,189.66722024085016
2022-06-03,5,5315,SK Köln,353020,1063,555,0,2526,233.13379443247703
2022-06-03,5,5316,SK Leverkusen,49983,175,65,0,373,227.57084896738965
2022-06-03,5,5334,StadtRegion Aachen,167412,866,339,0,1589,285.46739222213637
2022-06-03,5,5358,LK Düren,86152,425,179,1,899,339.0661537301048
2022-06-03,5,5362,LK Rhein-Erft-Kreis,145074,561,332,0,1433,305.14617417394396
2022-06-03,5,5366,LK Euskirchen,59903,317,113,0,811,417.2690742389084
2022-06-03,5,5370,LK Heinsberg,66484,526,158,0,1186,462.4538910854799
2022-06-03,5,5374,LK Oberbergischer Kreis,88177,441,137,0,744,273.83243957467636
2022-06-03,5,5378,LK Rheinisch-Bergischer Kreis,81091,245,165,0,721,254.52299002735856
2022-06-03,5,5382,LK Rhein-Sieg-Kreis,158954,782,653,1,1412,235.1863418696648
2022-06-03,5,5512,SK Bottrop,32267,178,79,0,285,242.78461171499643
2022-06-03,5,5513,SK Gelsenkirchen,72390,569,84,1,451,174.06070897898536
2022-06-03,5,5515,SK Münster,95360,209,280,3,1340,423.5105229722854
2022-06-03,5,5554,LK Borken,139685,447,292,0,1830,492.0704064017553
2022-06-03,5,5558,LK Coesfeld,69704,139,172,0,1184,536.4456848744064
2022-06-03,5,5562,LK Recklinghausen,164774,1351,293,0,1356,220.99123368845125
2022-06-03,5,5566,LK Steinfurt,148839,481,205,0,1572,350.7386260952215
