Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2020-04-28,1,1001,33,2,0,0,0,2020-04-28,2020-04-10
2020-04-28,1,1002,255,9,3,2,20,2020-04-28,2020-04-27
2020-04-28,1,1003,160,1,4,0,6,2020-04-28,2020-04-27
2020-04-28,1,1004,63,1,1,0,13,2020-04-28,2020-04-27
2020-04-28,1,1051,54,3,0,0,0,2020-04-28,2020-04-14
2020-04-28,1,1053,259,8,4,0,25,2020-04-28,2020-04-27
2020-04-28,1,1054,78,1,1,0,8,2020-04-28,2020-04-27
2020-04-28,1,1055,64,0,0,0,6,2020-04-28,2020-04-25
2020-04-28,1,1056,530,28,0,0,34,2020-04-28,2020-04-26
2020-04-28,1,1057,116,6,1,1,12,2020-04-28,2020-04-27
2020-04-28,1,1058,230,14,0,0,11,2020-04-28,2020-04-26
2020-04-28,1,1059,124,3,0,0,7,2020-04-28,2020-04-26
2020-04-28,1,1060,214,3,0,0,7,2020-04-28,2020-04-26
2020-04-28,1,1061,82,3,0,0,3,2020-04-28,2020-04-24
2020-04-28,1,1062,391,19,1,0,30,2020-04-28,2020-04-27
2020-04-28,2,2000,4505,142,30,0,255,2020-04-28,2020-04-26
2020-04-28,3,3101,299,10,1,0,9,2020-04-28,2020-04-26
2020-04-28,3,3102,125,5,0,0,9,2020-04-28,2020-04-23
2020-04-28,3,3103,282,49,0,0,10,2020-04-28,2020-04-25
2020-04-28,3,3151,122,4,0,0,2,2020-04-28,2020-04-24
2020-04-28,3,3153,181,10,0,0,18,2020-04-28,2020-04-23
2020-04-28,3,3154,143,1,1,1,21,2020-04-28,2020-04-27
2020-04-28,3,3155,107,1,0,0,11,2020-04-28,2020-04-26
2020-04-28,3,3157,136,9,0,0,5,2020-04-28,2020-04-24
2020-04-28,3,3158,170,7,6,0,18,2020-04-28,2020-04-27
2020-04-28,3,3159,725,45,15,1,99,2020-04-28,2020-04-27
2020-04-28,3,3241,1853,61,25,0,171,2020-04-28,2020-04-26
2020-04-28,3,3251,317,21,3,0,21,2020-04-28,2020-04-27
2020-04-28,3,3252,115,6,0,0,7,2020-04-28,2020-04-24
2020-04-28,3,3254,279,2,0,0,21,2020-04-28,2020-04-24
2020-04-28,3,3255,103,5,0,0,4,2020-04-28,2020-04-23
2020-04-28,3,3256,63,1,0,0,0,2020-04-28,2020-04-20
2020-04-28,3,3257,144,5,3,0,8,2020-04-28,2020-04-26
2020-04-28,3,3351,159,10,3,0,15,2020-04-28,2020-04-26
2020-04-28,3,3352,97,5,2,0,16,2020-04-28,2020-04-27
2020-04-28,3,3353,482,9,0,0,46,2020-04-28,2020-04-24
2020-04-28,3,3354,17,2,0,0,2,2020-04-28,2020-04-22
2020-04-28,3,3355,164,0,0,0,3,2020-04-28,2020-04-22
2020-04-28,3,3356,79,0,0,0,5,2020-04-28,2020-04-25
2020-04-28,3,3357,94,1,0,0,3,2020-04-28,2020-04-25
2020-04-28,3,3358,66,1,0,0,3,2020-04-28,2020-04-23
2020-04-28,3,3359,187,6,2,0,10,2020-04-28,2020-04-27
2020-04-28,3,3360,41,0,0,0,2,2020-04-28,2020-04-24
2020-04-28,3,3361,115,1,0,0,2,2020-04-28,2020-04-22
2020-04-28,3,3401,45,2,4,0,8,2020-04-28,2020-04-27
2020-04-28,3,3402,16,0,0,0,1,2020-04-28,2020-04-23
2020-04-28,3,3403,156,0,0,0,4,2020-04-28,2020-04-24
2020-04-28,3,3404,436,12,0,0,15,2020-04-28,2020-04-25
2020-04-28,3,3405,18,1,0,0,1,2020-04-28,2020-04-24
2020-04-28,3,3451,160,4,0,0,5,2020-04-28,2020-04-24
2020-04-28,3,3452,84,5,1,0,8,2020-04-28,2020-04-24
2020-04-28,3,3453,99,0,0,0,6,2020-04-28,2020-04-25
2020-04-28,3,3454,383,16,1,0,14,2020-04-28,2020-04-26
2020-04-28,3,3455,30,1,0,0,0,2020-04-28,2020-04-19
2020-04-28,3,3456,216,13,0,0,9,2020-04-28,2020-04-23
2020-04-28,3,3457,92,2,0,0,7,2020-04-28,2020-04-26
2020-04-28,3,3458,206,10,1,0,10,2020-04-28,2020-04-26
2020-04-28,3,3459,938,40,10,1,58,2020-04-28,2020-04-27
2020-04-28,3,3460,307,10,1,0,8,2020-04-28,2020-04-27
2020-04-28,3,3461,51,1,0,0,0,2020-04-28,2020-04-12
2020-04-28,3,3462,24,0,0,0,0,2020-04-28,2020-04-19
2020-04-28,4,4011,720,27,5,0,147,2020-04-28,2020-04-27
2020-04-28,4,4012,39,0,0,0,11,2020-04-28,2020-04-25
2020-04-28,5,5111,1002,24,22,1,76,2020-04-28,2020-04-27
2020-04-28,5,5112,801,18,0,0,112,2020-04-28,2020-04-26
2020-04-28,5,5113,723,32,10,2,49,2020-04-28,2020-04-27
2020-04-28,5,5114,476,17,9,0,61,2020-04-28,2020-04-27
2020-04-28,5,5116,468,33,1,3,39,2020-04-28,2020-04-27
2020-04-28,5,5117,168,5,5,1,22,2020-04-28,2020-04-27
2020-04-28,5,5119,176,1,0,0,10,2020-04-28,2020-04-26
2020-04-28,5,5120,210,14,0,2,10,2020-04-28,2020-04-24
2020-04-28,5,5122,224,7,1,2,13,2020-04-28,2020-04-27
2020-04-28,5,5124,791,56,7,2,61,2020-04-28,2020-04-27
2020-04-28,5,5154,565,21,8,0,63,2020-04-28,2020-04-27
2020-04-28,5,5158,819,56,6,1,54,2020-04-28,2020-04-27
2020-04-28,5,5162,579,19,6,0,27,2020-04-28,2020-04-27
2020-04-28,5,5166,602,27,2,1,60,2020-04-28,2020-04-27
2020-04-28,5,5170,494,20,4,1,39,2020-04-28,2020-04-27
2020-04-28,5,5314,631,6,0,0,52,2020-04-28,2020-04-25
2020-04-28,5,5315,2254,85,4,1,80,2020-04-28,2020-04-27
2020-04-28,5,5316,192,3,1,0,7,2020-04-28,2020-04-27
2020-04-28,5,5334,1842,79,11,2,123,2020-04-28,2020-04-27
2020-04-28,5,5358,544,28,4,0,26,2020-04-28,2020-04-27
2020-04-28,5,5362,949,55,6,0,58,2020-04-28,2020-04-26
2020-04-28,5,5366,341,13,3,1,24,2020-04-28,2020-04-27
2020-04-28,5,5370,1743,60,10,0,40,2020-04-28,2020-04-27
2020-04-28,5,5374,448,12,4,0,25,2020-04-28,2020-04-27
2020-04-28,5,5378,424,14,19,0,24,2020-04-28,2020-04-27
2020-04-28,5,5382,1151,27,11,1,66,2020-04-28,2020-04-27
2020-04-28,5,5512,143,6,2,0,24,2020-04-28,2020-04-26
2020-04-28,5,5513,322,8,41,0,48,2020-04-28,2020-04-26
2020-04-28,5,5515,631,13,2,0,18,2020-04-28,2020-04-27
2020-04-28,5,5554,878,35,1,0,30,2020-04-28,2020-04-27
2020-04-28,5,5558,498,21,8,0,18,2020-04-28,2020-04-27
2020-04-28,5,5562,1012,23,10,7,133,2020-04-28,2020-04-27
2020-04-28,5,5566,1230,57,9,0,89,2020-04-28,2020-04-27
2020-04-28,5,5570,451,10,1,0,20,2020-04-28,2020-04-27
2020-04-28,5,5711,378,3,3,0,20,2020-04-28,2020-04-25
2020-04-28,5,5754,587,17,0,0,12,2020-04-28,2020-04-23
2020-04-28,5,5758,317,5,0,0,14,2020-04-28,2020-04-25
2020-04-28,5,5762,282,6,4,1,22,2020-04-28,2020-04-27
2020-04-28,5,5766,699,28,12,1,60,2020-04-28,2020-04-27
2020-04-28,5,5770,414,7,0,0,17,2020-04-28,2020-04-26
2020-04-28,5,5774,571,26,4,0,30,2020-04-28,2020-04-27
2020-04-28,5,5911,424,16,3,1,17,2020-04-28,2020-04-27
2020-04-28,5,5913,663,6,0,0,50,2020-04-28,2020-04-26
2020-04-28,5,5914,247,6,13,0,44,2020-04-28,2020-04-27
2020-04-28,5,5915,431,31,5,3,30,2020-04-28,2020-04-27
2020-04-28,5,5916,159,1,4,0,25,2020-04-28,2020-04-27
2020-04-28,5,5954,376,11,0,0,12,2020-04-28,2020-04-26
2020-04-28,5,5958,566,15,1,0,12,2020-04-28,2020-04-27
2020-04-28,5,5962,537,20,7,1,72,2020-04-28,2020-04-27
2020-04-28,5,5966,549,30,8,2,60,2020-04-28,2020-04-27
2020-04-28,5,5970,272,9,10,1,20,2020-04-28,2020-04-26
2020-04-28,5,5974,339,4,0,0,8,2020-04-28,2020-04-25
2020-04-28,5,5978,591,25,2,2,46,2020-04-28,2020-04-27
2020-04-28,6,6411,190,10,4,1,30,2020-04-28,2020-04-27
