Datenstand,IdBundesland,IdLandkreis,Landkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-11,1,1001,SK Flensburg,25057,72,108,0,652,724.9760935797362
2022-05-11,1,1002,SK Kiel,59900,217,437,0,1726,699.916058734555
2022-05-11,1,1003,SK Lübeck,54802,136,363,0,1774,821.8822679132345
2022-05-11,1,1004,SK Neumünster,20031,82,146,0,546,683.3114323258869
2022-05-11,1,1051,LK Dithmarschen,33299,100,207,0,1054,790.9884353588342
2022-05-11,1,1053,LK Herzogtum Lauenburg,47809,153,359,0,1287,646.2400578452639
2022-05-11,1,1054,LK Nordfriesland,42971,138,377,0,1353,809.4671157723442
2022-05-11,1,1055,LK Ostholstein,41606,116,498,0,1775,880.9501357407673
2022-05-11,1,1056,LK Pinneberg,76390,474,391,0,1658,522.8881845561916
2022-05-11,1,1057,LK Plön,24904,53,162,1,919,710.4589765989193
2022-05-11,1,1058,LK Rendsburg-Eckernförde,63297,99,514,0,2274,827.6163266791622
2022-05-11,1,1059,LK Schleswig-Flensburg,46999,121,302,0,1500,740.2034078964899
2022-05-11,1,1060,LK Segeberg,71235,281,537,0,2037,732.7153632822195
2022-05-11,1,1061,LK Steinburg,26245,66,564,0,1680,1285.327375942956
2022-05-11,1,1062,LK Stormarn,57913,367,542,0,1636,667.7850842282714
2022-05-11,2,2000,SK Hamburg,561448,2598,1212,21,8207,443.02820330389886
2022-05-11,3,3101,SK Braunschweig,64314,276,359,0,1740,700.0293690482417
2022-05-11,3,3102,SK Salzgitter,33685,164,94,0,489,470.7989139853272
2022-05-11,3,3103,SK Wolfsburg,37512,188,155,2,740,597.5452196382429
2022-05-11,3,3151,LK Gifhorn,50299,304,196,4,983,554.6558932893972
2022-05-11,3,3153,LK Goslar,32739,205,143,3,735,545.7056307911619
2022-05-11,3,3154,LK Helmstedt,24767,142,94,1,495,540.8772044843638
2022-05-11,3,3155,LK Northeim,34544,137,311,0,985,747.503263212215
2022-05-11,3,3157,LK Peine,39949,154,263,5,937,689.7617855775743
2022-05-11,3,3158,LK Wolfenbüttel,30241,125,125,0,781,654.3175744171044
2022-05-11,3,3159,LK Göttingen,71617,386,677,0,2846,878.6662550169806
2022-05-11,3,3241,Region Hannover,332740,1618,1751,0,6016,520.7170245730657
2022-05-11,3,3251,LK Diepholz,61241,136,354,0,2113,968.9460361715396
2022-05-11,3,3252,LK Hameln-Pyrmont,39975,121,291,0,997,671.0189796742496
2022-05-11,3,3254,LK Hildesheim,73743,456,392,0,1914,694.8276362791509
2022-05-11,3,3255,LK Holzminden,18213,131,155,0,552,786.2463856880369
2022-05-11,3,3256,LK Nienburg (Weser),33890,186,156,2,1006,826.9965884335567
2022-05-11,3,3257,LK Schaumburg,43866,182,225,1,1316,830.7766119970204
