Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-25,0,Bundesgebiet,26159106,138643,49141,158,234295,281.7568548558415
2022-05-25,1,Schleswig-Holstein,727211,2532,2809,16,13034,447.7691415811397
2022-05-25,2,Hamburg,578596,2643,689,0,5211,281.2988872202531
2022-05-25,3,Niedersachsen,2341873,9254,6290,22,29066,363.16969955722686
2022-05-25,4,Bremen,199343,773,438,0,2854,419.6256598003323
2022-05-25,5,Nordrhein-Westfalen,5242733,25324,12117,27,53778,300.0071964238794
2022-05-25,6,Hessen,1844191,10096,4382,16,21803,346.45584709988026
2022-05-25,7,Rheinland-Pfalz,1143296,5671,2265,11,10379,253.24572496865233
2022-05-25,8,Baden-Württemberg,3653693,16080,5871,25,27612,248.6885802387688
2022-05-25,9,Bayern,4870300,23994,7249,15,39361,299.5468175747628
2022-05-25,10,Saarland,313800,1676,420,4,2252,228.86388188509852
2022-05-25,11,Berlin,1043360,4606,2182,2,9191,250.8400453264223
2022-05-25,12,Brandenburg,787407,5660,916,6,4369,172.61467576373795
2022-05-25,13,Mecklenburg-Vorpommern,485195,2225,939,3,3673,228.02702303364717
2022-05-25,14,Sachsen,1504850,15497,1351,6,5552,136.85187928540248
2022-05-25,15,Sachsen-Anhalt,714824,5338,821,0,3861,177.05453885111277
2022-05-25,16,Thüringen,708434,7274,402,5,2299,108.43127442828325
