Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-04-25,1,1001,23343,69,0,0,883,2022-04-25,2022-04-23,89934,981.8311205995509
2022-04-25,1,1002,55166,212,0,0,2942,2022-04-25,2022-04-23,246601,1193.0203040539172
2022-04-25,1,1003,50017,132,0,0,3324,2022-04-25,2022-04-23,215846,1539.986842471021
2022-04-25,1,1004,18427,79,0,0,893,2022-04-25,2022-04-23,79905,1117.5771228333647
2022-04-25,1,1051,30397,96,114,0,1779,2022-04-25,2022-04-24,133251,1335.0744084472162
2022-04-25,1,1053,42658,151,0,0,955,2022-04-25,2022-04-22,199152,479.5332208564313
2022-04-25,1,1054,38667,133,0,0,2377,2022-04-25,2022-04-22,167147,1422.1015034670081
2022-04-25,1,1055,36070,115,0,0,2941,2022-04-25,2022-04-22,201487,1459.6475206837165
2022-04-25,1,1056,70724,466,1,0,2481,2022-04-25,2022-04-23,317085,782.440039736979
2022-04-25,1,1057,22346,51,0,0,1811,2022-04-25,2022-04-22,129353,1400.0448385425927
2022-04-25,1,1058,56696,98,0,0,3770,2022-04-25,2022-04-22,274765,1372.0815970010735
2022-04-25,1,1059,43122,112,276,0,2561,2022-04-25,2022-04-24,202647,1263.7739517486073
2022-04-25,1,1060,63004,270,0,0,2356,2022-04-25,2022-04-22,278007,847.4606754506183
2022-04-25,1,1061,21583,64,0,0,1020,2022-04-25,2022-04-22,130706,780.3773353939375
2022-04-25,1,1062,53040,365,0,0,2701,2022-04-25,2022-04-22,244989,1102.4984795235705
2022-04-25,2,2000,527657,2503,2065,0,17357,2022-04-25,2022-04-23,1852478,936.9611946808544
2022-04-25,3,3101,59396,267,0,0,2959,2022-04-25,2022-04-22,248561,1190.452243111349
2022-04-25,3,3102,32238,161,0,0,961,2022-04-25,2022-04-22,103866,925.2305855621667
2022-04-25,3,3103,34839,178,0,0,876,2022-04-25,2022-04-22,123840,707.3643410852713
2022-04-25,3,3151,46738,294,0,0,1237,2022-04-25,2022-04-22,177227,697.9749135289769
2022-04-25,3,3153,30353,187,0,0,1279,2022-04-25,2022-04-23,134688,949.6020432406747
2022-04-25,3,3154,23046,136,0,0,690,2022-04-25,2022-04-22,91518,753.9500426145677
2022-04-25,3,3155,31402,132,0,0,1858,2022-04-25,2022-04-22,131772,1410.0112315211122
2022-04-25,3,3157,37255,144,0,0,1182,2022-04-25,2022-04-22,135844,870.1157209740585
2022-04-25,3,3158,28115,123,0,0,1405,2022-04-25,2022-04-22,119361,1177.1013982791699
2022-04-25,3,3159,65218,374,0,0,2742,2022-04-25,2022-04-22,323900,846.5575794998457
2022-04-25,3,3241,314315,1529,0,0,7909,2022-04-25,2022-04-22,1155330,684.5663143863658
2022-04-25,3,3251,55174,134,0,0,3604,2022-04-25,2022-04-22,218072,1652.6651748046518
2022-04-25,3,3252,37342,121,0,0,1515,2022-04-25,2022-04-22,148580,1019.6527123435186
2022-04-25,3,3254,68502,411,0,0,3090,2022-04-25,2022-04-22,275464,1121.743676124648
2022-04-25,3,3255,16605,123,0,0,718,2022-04-25,2022-04-22,70207,1022.6900451521929
2022-04-25,3,3256,30271,183,0,0,1800,2022-04-25,2022-04-22,121645,1479.7155657856879
2022-04-25,3,3257,39873,171,0,0,1709,2022-04-25,2022-04-22,158406,1078.8732750022095
2022-04-25,3,3351,44116,141,0,0,1812,2022-04-25,2022-04-22,179386,1010.1122718606803
2022-04-25,3,3352,46657,220,0,0,3041,2022-04-25,2022-04-22,198826,1529.4780360717411
2022-04-25,3,3353,59762,186,0,0,2376,2022-04-25,2022-04-22,256016,928.0669958127618
2022-04-25,3,3354,10320,32,0,0,740,2022-04-25,2022-04-22,48503,1525.6788239902687
2022-04-25,3,3355,42923,102,0,0,1826,2022-04-25,2022-04-22,184235,991.1254647596819
2022-04-25,3,3356,25633,80,0,0,1216,2022-04-25,2022-04-22,114640,1060.711793440335
2022-04-25,3,3357,38371,141,0,0,1661,2022-04-25,2022-04-22,164486,1009.8123852485926
2022-04-25,3,3358,32056,163,0,0,1307,2022-04-25,2022-04-22,140885,927.7069950668985
