Datenstand,IdBundesland,IdLandkreis,Landkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-13,1,1001,SK Flensburg,25239,73,71,0,620,689.3944448150867
2022-05-13,1,1002,SK Kiel,60411,217,231,0,1628,660.175749490067
2022-05-13,1,1003,SK Lübeck,55241,136,212,0,1579,731.5400795011258
2022-05-13,1,1004,SK Neumünster,20137,82,43,0,473,591.9529441211439
2022-05-13,1,1051,LK Dithmarschen,33587,102,123,1,967,725.6981185882282
2022-05-13,1,1053,LK Herzogtum Lauenburg,48154,153,91,0,1162,583.4739294609143
2022-05-13,1,1054,LK Nordfriesland,43448,140,183,0,1326,793.3136700030511
2022-05-13,1,1055,LK Ostholstein,42007,116,163,0,1565,776.7250492587611
2022-05-13,1,1056,LK Pinneberg,77231,474,379,0,1750,551.9024867149187
2022-05-13,1,1057,LK Plön,25184,54,280,1,881,681.0820004174623
2022-05-13,1,1058,LK Rendsburg-Eckernförde,64021,100,340,0,2265,824.3408003202737
2022-05-13,1,1059,LK Schleswig-Flensburg,47411,122,228,1,1378,680.0001973875754
2022-05-13,1,1060,LK Segeberg,71860,282,301,0,1852,666.1702762880071
2022-05-13,1,1061,LK Steinburg,27302,66,529,0,1302,996.1287163557907
2022-05-13,1,1062,LK Stormarn,58425,367,250,0,1632,666.1523578609651
2022-05-13,2,2000,SK Hamburg,565981,2613,2124,6,8675,468.2916612235071
2022-05-13,3,3101,SK Braunschweig,64817,278,188,2,1603,644.9121141289261
2022-05-13,3,3102,SK Salzgitter,33836,164,77,0,449,432.2877553771205
2022-05-13,3,3103,SK Wolfsburg,37737,189,69,0,673,543.4431524547804
2022-05-13,3,3151,LK Gifhorn,50618,309,116,0,882,497.666834060273
2022-05-13,3,3153,LK Goslar,32945,206,106,0,645,478.88453314326443
2022-05-13,3,3154,LK Helmstedt,24959,142,64,0,439,479.6870560982539
2022-05-13,3,3155,LK Northeim,34841,137,125,0,895,679.203472664906
2022-05-13,3,3157,LK Peine,40221,154,139,0,884,650.7464444509878
