Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-04-21,1,1001,22945,69,180,0,961,2022-04-21,2022-04-20,89934,1068.5613894633843
2022-04-21,1,1002,53918,206,688,0,2508,2022-04-21,2022-04-20,246601,1017.0275059711843
2022-04-21,1,1003,48923,132,778,0,2736,2022-04-21,2022-04-20,215846,1267.5703974129704
2022-04-21,1,1004,18026,79,235,0,623,2022-04-21,2022-04-20,79905,779.6758650897941
2022-04-21,1,1051,29422,96,411,1,1738,2022-04-21,2022-04-20,133251,1304.3054085898043
2022-04-21,1,1053,42086,149,490,0,1268,2022-04-21,2022-04-20,199152,636.6996063308428
2022-04-21,1,1054,37856,131,920,0,2042,2022-04-21,2022-04-20,167147,1221.6791207739295
2022-04-21,1,1055,34906,114,888,0,2598,2022-04-21,2022-04-20,201487,1289.4132127631062
2022-04-21,1,1056,69298,463,1120,0,2549,2022-04-21,2022-04-20,317085,803.8853935064731
2022-04-21,1,1057,21866,51,520,0,1610,2022-04-21,2022-04-20,129353,1244.6560961090968
2022-04-21,1,1058,55587,97,1594,1,3219,2022-04-21,2022-04-20,274765,1171.5465943624552
2022-04-21,1,1059,41462,112,407,0,2175,2022-04-21,2022-04-20,202647,1073.2949414499103
2022-04-21,1,1060,60979,267,931,1,1840,2022-04-21,2022-04-20,278007,661.8538382127069
2022-04-21,1,1061,21100,64,248,0,824,2022-04-21,2022-04-20,130706,630.4224748672593
2022-04-21,1,1062,51744,365,672,0,1870,2022-04-21,2022-04-20,244989,763.2995767156892
2022-04-21,2,2000,512541,2489,3231,10,12558,2022-04-21,2022-04-20,1852478,677.9027875094873
2022-04-21,3,3101,58338,267,735,0,2367,2022-04-21,2022-04-20,248561,952.2813313432115
2022-04-21,3,3102,31968,160,249,0,797,2022-04-21,2022-04-20,103866,767.3348352685191
2022-04-21,3,3103,34299,178,320,3,556,2022-04-21,2022-04-20,123840,448.96640826873386
2022-04-21,3,3151,46040,294,420,0,1597,2022-04-21,2022-04-20,177227,901.1042335535782
2022-04-21,3,3153,29865,184,439,0,1028,2022-04-21,2022-04-20,134688,763.2454264670944
2022-04-21,3,3154,22602,135,234,1,622,2022-04-21,2022-04-20,91518,679.6477195742914
2022-04-21,3,3155,30635,129,408,0,1309,2022-04-21,2022-04-20,131772,993.3825091825273
2022-04-21,3,3157,36756,144,467,0,1403,2022-04-21,2022-04-20,135844,1032.8023320868056
2022-04-21,3,3158,27592,122,333,0,1079,2022-04-21,2022-04-20,119361,903.9803620948215
2022-04-21,3,3159,64041,371,546,2,2362,2022-04-21,2022-04-20,323900,729.2374189564681
2022-04-21,3,3241,309840,1513,2100,0,7210,2022-04-21,2022-04-20,1155330,624.0641202080791
2022-04-21,3,3251,53467,133,1056,0,2495,2022-04-21,2022-04-20,218072,1144.1175391613779
2022-04-21,3,3252,36803,121,381,-1,1327,2022-04-21,2022-04-20,148580,893.1215506797685
2022-04-21,3,3254,67434,411,748,1,2548,2022-04-21,2022-04-20,275464,924.9847529985769
2022-04-21,3,3255,16271,123,230,1,665,2022-04-21,2022-04-20,70207,947.1989972509864
2022-04-21,3,3256,29326,183,379,0,1373,2022-04-21,2022-04-20,121645,1128.6941510131942
2022-04-21,3,3257,39118,169,351,0,1388,2022-04-21,2022-04-20,158406,876.2294357536962
2022-04-21,3,3351,43308,139,463,2,1379,2022-04-21,2022-04-20,179386,768.7333459690276
2022-04-21,3,3352,44844,219,683,0,1762,2022-04-21,2022-04-20,198826,886.2020057738928
2022-04-21,3,3353,58193,186,602,0,2467,2022-04-21,2022-04-20,256016,963.6116492719206
2022-04-21,3,3354,10003,32,139,0,638,2022-04-21,2022-04-20,48503,1315.3825536564748
2022-04-21,3,3355,41780,102,614,0,1572,2022-04-21,2022-04-20,184235,853.2580671425081
2022-04-21,3,3356,24977,80,356,0,1381,2022-04-21,2022-04-20,114640,1204.6406140963015
2022-04-21,3,3357,37202,141,1412,0,1690,2022-04-21,2022-04-20,164486,1027.443065063288
2022-04-21,3,3358,31050,161,325,0,893,2022-04-21,2022-04-20,140885,633.8503034389751
2022-04-21,3,3359,45182,190,943,0,2085,2022-04-21,2022-04-20,205357,1015.305054125255
2022-04-21,3,3360,19782,152,360,0,995,2022-04-21,2022-04-20,92566,1074.9087137825984
2022-04-21,3,3361,32956,141,295,0,1192,2022-04-21,2022-04-20,137574,866.4427871545496
2022-04-21,3,3401,19972,89,381,0,819,2022-04-21,2022-04-20,77503,1056.7332877437002
2022-04-21,3,3402,13660,40,102,0,487,2022-04-21,2022-04-20,49874,976.460680915908
2022-04-21,3,3403,38793,60,463,1,2107,2022-04-21,2022-04-20,169605,1242.2982813006693
2022-04-21,3,3404,45831,147,440,0,1393,2022-04-21,2022-04-20,164223,848.2368486752769
2022-04-21,3,3405,16978,96,112,0,526,2022-04-21,2022-04-20,75189,699.5704158853024
2022-04-21,3,3451,25582,88,289,0,1727,2022-04-21,2022-04-20,125643,1374.5294206601243
2022-04-21,3,3452,46409,130,1129,0,1814,2022-04-21,2022-04-20,190178,953.8432415947165
2022-04-21,3,3453,54961,214,418,0,2122,2022-04-21,2022-04-20,172632,1229.204319013856
2022-04-21,3,3454,109164,284,1859,1,4345,2022-04-21,2022-04-20,328930,1320.9497461465965
2022-04-21,3,3455,19448,58,104,0,871,2022-04-21,2022-04-20,98971,880.0557739135706
2022-04-21,3,3456,44957,165,547,0,2163,2022-04-21,2022-04-20,137891,1568.6302949431072
2022-04-21,3,3457,42118,107,383,0,1552,2022-04-21,2022-04-20,171483,905.0459812342914
2022-04-21,3,3458,33008,145,703,0,2138,2022-04-21,2022-04-20,131467,1626.2636250922283
2022-04-21,3,3459,104177,408,846,0,3334,2022-04-21,2022-04-20,359471,927.4739826022126
2022-04-21,3,3460,51742,101,751,0,1536,2022-04-21,2022-04-20,143698,1068.9084051274199
2022-04-21,3,3461,20310,148,199,0,988,2022-04-21,2022-04-20,88524,1116.0815146175048
2022-04-21,3,3462,13430,54,304,0,739,2022-04-21,2022-04-20,57384,1287.8154189321065
2022-04-21,4,4011,144596,567,1547,2,4797,2022-04-21,2022-04-20,566573,846.669361229709
2022-04-21,4,4012,32925,172,376,0,998,2022-04-21,2022-04-20,113557,878.8537914879753
2022-04-21,5,5111,172226,822,647,0,3734,2022-04-21,2022-04-20,620523,601.7504588871001
2022-04-21,5,5112,108267,890,563,2,2067,2022-04-21,2022-04-20,495885,416.8305151395989
2022-04-21,5,5113,133743,753,1115,0,2945,2022-04-21,2022-04-20,582415,505.6531854433694
2022-04-21,5,5114,60638,264,382,1,1352,2022-04-21,2022-04-20,226844,596.0043025162666
2022-04-21,5,5116,60190,327,520,0,1619,2022-04-21,2022-04-20,259665,623.495657866867
2022-04-21,5,5117,39570,332,293,1,944,2022-04-21,2022-04-20,170921,552.3019406626454
2022-04-21,5,5119,47465,455,264,0,868,2022-04-21,2022-04-20,209566,414.18932460418193
2022-04-21,5,5120,31655,265,189,0,779,2022-04-21,2022-04-20,111516,698.5544675203558
2022-04-21,5,5122,50425,297,337,0,1122,2022-04-21,2022-04-20,159193,704.8048595101543
2022-04-21,5,5124,104014,638,488,1,2329,2022-04-21,2022-04-20,355004,656.0489459273698
2022-04-21,5,5154,72568,338,824,2,2346,2022-04-21,2022-04-20,313586,748.120132914097
2022-04-21,5,5158,132976,984,937,0,3000,2022-04-21,2022-04-20,484322,619.4226155326414
2022-04-21,5,5162,113574,525,551,3,3217,2022-04-21,2022-04-20,452001,711.7240891059976
2022-04-21,5,5166,73404,380,497,1,2217,2022-04-21,2022-04-20,298536,742.6240051451081
2022-04-21,5,5170,111735,398,1117,1,2504,2022-04-21,2022-04-20,460113,544.2141387007105
2022-04-21,5,5314,88353,377,438,1,1906,2022-04-21,2022-04-20,330579,576.5641495678794
2022-04-21,5,5315,328165,1041,1406,3,5486,2022-04-21,2022-04-20,1083498,506.3230388980875
2022-04-21,5,5316,46179,171,250,0,951,2022-04-21,2022-04-20,163905,580.214148439645
2022-04-21,5,5334,149942,802,1916,0,4025,2022-04-21,2022-04-20,556631,723.100222589112
2022-04-21,5,5358,77966,413,487,0,2059,2022-04-21,2022-04-20,265140,776.5708682205627
2022-04-21,5,5362,131690,548,643,0,2996,2022-04-21,2022-04-20,469611,637.9748344906742
2022-04-21,5,5366,53434,304,335,0,1519,2022-04-21,2022-04-20,194359,781.5434325140591
2022-04-21,5,5370,55387,474,351,0,1336,2022-04-21,2022-04-20,256458,520.943000413323
2022-04-21,5,5374,80572,426,539,2,1592,2022-04-21,2022-04-20,271699,585.9425319931248
2022-04-21,5,5378,71641,243,437,0,1616,2022-04-21,2022-04-20,283275,570.4703909628453
2022-04-21,5,5382,136274,755,1041,1,1959,2022-04-21,2022-04-20,600375,326.2960649594004
2022-04-21,5,5512,29094,170,167,0,582,2022-04-21,2022-04-20,117388,495.79173339694006
2022-04-21,5,5513,66174,558,682,0,1283,2022-04-21,2022-04-20,259105,495.1660523725903
2022-04-21,5,5515,81062,197,1092,2,3303,2022-04-21,2022-04-20,316403,1043.921833863775
2022-04-21,5,5554,123434,424,1209,2,4509,2022-04-21,2022-04-20,371898,1212.42921446203
2022-04-21,5,5558,59901,129,1062,0,3440,2022-04-21,2022-04-20,220712,1558.5921925405053
2022-04-21,5,5562,149081,1271,774,1,3708,2022-04-21,2022-04-20,613599,604.3034620330216
2022-04-21,5,5566,130460,458,842,2,4548,2022-04-21,2022-04-20,448197,1014.7323609930455
2022-04-21,5,5570,77892,339,410,0,2882,2022-04-21,2022-04-20,277417,1038.869283425313
2022-04-21,5,5711,89739,536,615,3,4056,2022-04-21,2022-04-20,333509,1216.1590841626462
2022-04-21,5,5754,114870,452,777,0,3065,2022-04-21,2022-04-20,364818,840.1449489882626
2022-04-21,5,5758,78407,311,825,0,2337,2022-04-21,2022-04-20,250547,932.7591230387911
2022-04-21,5,5762,34516,197,335,0,1132,2022-04-21,2022-04-20,139729,810.139627421652
2022-04-21,5,5766,91894,568,870,-1,2199,2022-04-21,2022-04-20,346970,633.7723722512033
2022-04-21,5,5770,103856,449,1570,1,4221,2022-04-21,2022-04-20,310270,1360.428014310117
2022-04-21,5,5774,71120,216,761,0,2770,2022-04-21,2022-04-20,308335,898.3735223052848
2022-04-21,5,5911,84701,414,696,2,1906,2022-04-21,2022-04-20,364454,522.974092752446
2022-04-21,5,5913,154597,529,876,3,3986,2022-04-21,2022-04-20,587696,678.2418120933271
2022-04-21,5,5914,52591,463,286,2,1082,2022-04-21,2022-04-20,188687,573.4364317626545
2022-04-21,5,5915,51240,280,327,0,1456,2022-04-21,2022-04-20,178967,813.5578067464951
2022-04-21,5,5916,43065,356,324,4,1040,2022-04-21,2022-04-20,156940,662.6736332356314
2022-04-21,5,5954,76387,526,747,6,2106,2022-04-21,2022-04-20,323130,651.7500696314178
2022-04-21,5,5958,68468,266,611,0,2021,2022-04-21,2022-04-20,259030,780.2185075087827
2022-04-21,5,5962,116165,616,1102,5,3595,2022-04-21,2022-04-20,408662,879.700094454586
2022-04-21,5,5966,33394,201,354,0,1040,2022-04-21,2022-04-20,133362,779.8323360477497
2022-04-21,5,5970,76146,263,938,-1,2452,2022-04-21,2022-04-20,275491,890.047224773223
2022-04-21,5,5974,74582,350,549,2,1944,2022-04-21,2022-04-20,301016,645.8128471576262
2022-04-21,5,5978,92856,645,881,0,2664,2022-04-21,2022-04-20,393618,676.7983171501304
2022-04-21,6,6411,39229,201,425,1,1288,2022-04-21,2022-04-20,159174,809.1773782150351
2022-04-21,6,6412,214356,1199,1791,3,5271,2022-04-21,2022-04-20,764104,689.8275627401506
2022-04-21,6,6413,40898,264,168,0,702,2022-04-21,2022-04-20,130892,536.3200195581089
2022-04-21,6,6414,78335,390,383,0,2316,2022-04-21,2022-04-20,278609,831.2725001704898
2022-04-21,6,6431,74275,447,806,0,3020,2022-04-21,2022-04-20,271015,1114.329465158755
2022-04-21,6,6432,72088,418,628,2,2536,2022-04-21,2022-04-20,297701,851.8614314362397
