Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2020-07-18,1,1001,48,3,0,0,0,2020-07-18,2020-06-25
2020-07-18,1,1002,305,10,3,0,9,2020-07-18,2020-07-17
2020-07-18,1,1003,179,1,0,0,2,2020-07-18,2020-07-15
2020-07-18,1,1004,78,2,0,0,0,2020-07-18,2020-05-12
2020-07-18,1,1051,77,4,0,0,0,2020-07-18,2020-07-08
2020-07-18,1,1053,271,17,0,0,2,2020-07-18,2020-07-15
2020-07-18,1,1054,92,1,2,0,3,2020-07-18,2020-07-17
2020-07-18,1,1055,76,0,3,0,8,2020-07-18,2020-07-17
2020-07-18,1,1056,613,46,4,0,7,2020-07-18,2020-07-17
2020-07-18,1,1057,121,8,0,0,0,2020-07-18,2020-07-02
2020-07-18,1,1058,258,14,0,0,1,2020-07-18,2020-07-12
2020-07-18,1,1059,160,4,0,0,0,2020-07-18,2020-06-09
2020-07-18,1,1060,351,7,1,0,13,2020-07-18,2020-07-17
2020-07-18,1,1061,189,3,0,0,1,2020-07-18,2020-07-13
2020-07-18,1,1062,433,34,0,0,0,2020-07-18,2020-07-10
2020-07-18,2,2000,5237,261,5,1,10,2020-07-18,2020-07-16
2020-07-18,3,3101,352,18,0,0,0,2020-07-18,2020-07-10
2020-07-18,3,3102,162,9,1,0,2,2020-07-18,2020-07-16
2020-07-18,3,3103,374,52,0,0,1,2020-07-18,2020-07-12
2020-07-18,3,3151,169,4,0,0,0,2020-07-18,2020-07-03
2020-07-18,3,3153,266,25,0,0,2,2020-07-18,2020-07-13
2020-07-18,3,3154,141,1,0,0,0,2020-07-18,2020-05-28
2020-07-18,3,3155,150,5,0,0,1,2020-07-18,2020-07-14
2020-07-18,3,3157,162,11,0,0,1,2020-07-18,2020-07-15
2020-07-18,3,3158,191,14,0,0,1,2020-07-18,2020-07-13
2020-07-18,3,3159,1293,77,1,0,4,2020-07-18,2020-07-17
2020-07-18,3,3241,2837,117,2,0,4,2020-07-18,2020-07-17
2020-07-18,3,3251,426,26,13,0,21,2020-07-18,2020-07-17
2020-07-18,3,3252,142,7,0,0,1,2020-07-18,2020-07-15
2020-07-18,3,3254,426,8,6,0,6,2020-07-18,2020-07-17
2020-07-18,3,3255,106,7,0,0,0,2020-07-18,2020-05-14
2020-07-18,3,3256,81,4,0,0,0,2020-07-18,2020-07-03
2020-07-18,3,3257,164,7,2,0,3,2020-07-18,2020-07-16
2020-07-18,3,3351,219,15,0,0,0,2020-07-18,2020-06-17
2020-07-18,3,3352,373,21,0,0,0,2020-07-18,2020-07-07
2020-07-18,3,3353,563,13,5,0,5,2020-07-18,2020-07-15
2020-07-18,3,3354,22,3,0,0,1,2020-07-18,2020-07-11
2020-07-18,3,3355,168,0,0,0,0,2020-07-18,2020-07-08
2020-07-18,3,3356,123,0,0,0,1,2020-07-18,2020-07-14
2020-07-18,3,3357,114,2,0,0,0,2020-07-18,2020-06-30
2020-07-18,3,3358,79,2,1,0,3,2020-07-18,2020-07-17
2020-07-18,3,3359,230,9,2,0,2,2020-07-18,2020-07-17
2020-07-18,3,3360,44,0,0,0,0,2020-07-18,2020-06-08
2020-07-18,3,3361,244,7,1,0,2,2020-07-18,2020-07-16
2020-07-18,3,3401,122,3,0,0,0,2020-07-18,2020-07-10
2020-07-18,3,3402,20,0,0,0,0,2020-07-18,2020-07-09
2020-07-18,3,3403,190,1,0,0,1,2020-07-18,2020-07-14
2020-07-18,3,3404,518,15,3,0,6,2020-07-18,2020-07-17
2020-07-18,3,3405,28,1,0,0,0,2020-07-18,2020-06-29
2020-07-18,3,3451,192,5,0,0,1,2020-07-18,2020-07-13
2020-07-18,3,3452,132,8,0,0,1,2020-07-18,2020-07-14
2020-07-18,3,3453,126,0,0,0,0,2020-07-18,2020-07-07
2020-07-18,3,3454,485,25,3,0,9,2020-07-18,2020-07-16
2020-07-18,3,3455,39,2,0,0,0,2020-07-18,2020-07-08
2020-07-18,3,3456,256,18,0,0,5,2020-07-18,2020-07-14
2020-07-18,3,3457,151,6,0,0,2,2020-07-18,2020-07-13
2020-07-18,3,3458,312,15,0,0,9,2020-07-18,2020-07-15
2020-07-18,3,3459,1255,67,6,0,7,2020-07-18,2020-07-17
2020-07-18,3,3460,390,12,1,0,24,2020-07-18,2020-07-16
2020-07-18,3,3461,74,2,0,0,1,2020-07-18,2020-07-14
2020-07-18,3,3462,41,0,0,0,0,2020-07-18,2020-06-03
2020-07-18,4,4011,1494,49,3,0,11,2020-07-18,2020-07-17
2020-07-18,4,4012,215,6,5,0,9,2020-07-18,2020-07-17
2020-07-18,5,5111,2000,42,10,0,37,2020-07-18,2020-07-17
2020-07-18,5,5112,1770,62,11,0,79,2020-07-18,2020-07-17
2020-07-18,5,5113,1058,41,4,0,33,2020-07-18,2020-07-17
2020-07-18,5,5114,689,24,1,1,12,2020-07-18,2020-07-17
2020-07-18,5,5116,740,41,2,0,33,2020-07-18,2020-07-17
2020-07-18,5,5117,305,14,6,0,18,2020-07-18,2020-07-17
2020-07-18,5,5119,328,11,2,0,12,2020-07-18,2020-07-17
2020-07-18,5,5120,252,18,1,0,6,2020-07-18,2020-07-17
2020-07-18,5,5122,318,10,3,0,17,2020-07-18,2020-07-17
2020-07-18,5,5124,1035,86,0,0,11,2020-07-18,2020-07-14
2020-07-18,5,5154,829,37,0,0,9,2020-07-18,2020-07-16
2020-07-18,5,5158,1216,82,30,0,115,2020-07-18,2020-07-17
2020-07-18,5,5162,818,21,2,0,16,2020-07-18,2020-07-16
2020-07-18,5,5166,754,37,4,0,12,2020-07-18,2020-07-17
2020-07-18,5,5170,854,27,2,0,23,2020-07-18,2020-07-17
2020-07-18,5,5314,774,9,0,0,2,2020-07-18,2020-07-16
2020-07-18,5,5315,2779,106,11,0,95,2020-07-18,2020-07-17
2020-07-18,5,5316,277,5,2,0,11,2020-07-18,2020-07-17
2020-07-18,5,5334,2030,100,1,0,13,2020-07-18,2020-07-16
2020-07-18,5,5358,630,39,3,0,10,2020-07-18,2020-07-17
2020-07-18,5,5362,1139,76,4,0,12,2020-07-18,2020-07-17
2020-07-18,5,5366,552,23,1,0,30,2020-07-18,2020-07-17
2020-07-18,5,5370,1967,81,3,0,10,2020-07-18,2020-07-17
2020-07-18,5,5374,506,18,0,0,3,2020-07-18,2020-07-16
2020-07-18,5,5378,495,23,-3,0,7,2020-07-18,2020-07-17
2020-07-18,5,5382,1492,50,2,0,13,2020-07-18,2020-07-17
2020-07-18,5,5512,229,7,2,0,6,2020-07-18,2020-07-17
2020-07-18,5,5513,585,17,13,0,23,2020-07-18,2020-07-17
2020-07-18,5,5515,739,13,1,0,4,2020-07-18,2020-07-16
2020-07-18,5,5554,1126,38,0,0,4,2020-07-18,2020-07-16
2020-07-18,5,5558,882,25,1,0,1,2020-07-18,2020-07-17
2020-07-18,5,5562,1442,40,2,0,17,2020-07-18,2020-07-17
2020-07-18,5,5566,1358,83,0,0,5,2020-07-18,2020-07-15
2020-07-18,5,5570,848,20,0,0,6,2020-07-18,2020-07-16
2020-07-18,5,5711,536,5,5,0,34,2020-07-18,2020-07-17
2020-07-18,5,5754,2592,20,3,0,46,2020-07-18,2020-07-17
2020-07-18,5,5758,400,7,2,0,3,2020-07-18,2020-07-17
2020-07-18,5,5762,373,18,0,0,1,2020-07-18,2020-07-13
2020-07-18,5,5766,776,30,2,0,6,2020-07-18,2020-07-17
2020-07-18,5,5770,510,13,3,0,8,2020-07-18,2020-07-17
2020-07-18,5,5774,740,34,5,0,12,2020-07-18,2020-07-16
2020-07-18,5,5911,687,20,15,0,42,2020-07-18,2020-07-17
2020-07-18,5,5913,1119,14,20,0,58,2020-07-18,2020-07-17
2020-07-18,5,5914,446,13,3,0,15,2020-07-18,2020-07-17
2020-07-18,5,5915,578,36,0,0,9,2020-07-18,2020-07-16
2020-07-18,5,5916,274,3,2,0,5,2020-07-18,2020-07-17
2020-07-18,5,5954,518,14,3,0,25,2020-07-18,2020-07-17
2020-07-18,5,5958,691,17,1,0,37,2020-07-18,2020-07-17
2020-07-18,5,5962,659,31,6,0,20,2020-07-18,2020-07-17
2020-07-18,5,5966,667,56,2,0,8,2020-07-18,2020-07-17
2020-07-18,5,5970,326,8,3,0,9,2020-07-18,2020-07-16
2020-07-18,5,5974,401,8,1,0,5,2020-07-18,2020-07-17
2020-07-18,5,5978,801,39,3,0,17,2020-07-18,2020-07-17
2020-07-18,6,6411,245,18,1,0,13,2020-07-18,2020-07-17
2020-07-18,6,6412,1887,68,12,0,53,2020-07-18,2020-07-17
2020-07-18,6,6413,233,9,1,0,14,2020-07-18,2020-07-17
2020-07-18,6,6414,498,22,1,0,10,2020-07-18,2020-07-17
2020-07-18,6,6431,383,3,0,0,3,2020-07-18,2020-07-16
2020-07-18,6,6432,441,20,0,0,2,2020-07-18,2020-07-14
2020-07-18,6,6433,584,15,1,0,9,2020-07-18,2020-07-17
2020-07-18,6,6434,296,5,0,0,1,2020-07-18,2020-07-14
2020-07-18,6,6435,832,50,9,0,18,2020-07-18,2020-07-17
2020-07-18,6,6436,385,15,1,0,3,2020-07-18,2020-07-17
2020-07-18,6,6437,418,63,1,0,6,2020-07-18,2020-07-17
2020-07-18,6,6438,730,41,3,0,19,2020-07-18,2020-07-17
2020-07-18,6,6439,275,5,1,0,5,2020-07-18,2020-07-16
2020-07-18,6,6440,377,13,3,0,8,2020-07-18,2020-07-17
2020-07-18,6,6531,263,4,1,0,2,2020-07-18,2020-07-16
2020-07-18,6,6532,352,18,0,0,1,2020-07-18,2020-07-15
2020-07-18,6,6533,304,6,1,0,2,2020-07-18,2020-07-17
2020-07-18,6,6534,209,4,0,0,3,2020-07-18,2020-07-16
2020-07-18,6,6535,129,5,1,0,4,2020-07-18,2020-07-17
2020-07-18,6,6611,395,9,5,0,8,2020-07-18,2020-07-17
2020-07-18,6,6631,415,13,0,0,16,2020-07-18,2020-07-16
2020-07-18,6,6632,315,22,0,0,0,2020-07-18,2020-07-08
2020-07-18,6,6633,413,28,2,0,3,2020-07-18,2020-07-17
2020-07-18,6,6634,567,37,2,0,8,2020-07-18,2020-07-17
2020-07-18,6,6635,192,5,1,0,11,2020-07-18,2020-07-17
2020-07-18,6,6636,233,16,0,0,0,2020-07-18,2020-07-08
2020-07-18,7,7111,272,18,1,0,1,2020-07-18,2020-07-17
2020-07-18,7,7131,218,1,0,0,11,2020-07-18,2020-07-15
2020-07-18,7,7132,180,11,0,0,2,2020-07-18,2020-07-15
2020-07-18,7,7133,204,7,0,0,1,2020-07-18,2020-07-13
2020-07-18,7,7134,92,2,0,0,1,2020-07-18,2020-07-13
2020-07-18,7,7135,138,1,0,0,0,2020-07-18,2020-07-03
2020-07-18,7,7137,354,15,2,0,3,2020-07-18,2020-07-17
2020-07-18,7,7138,228,4,1,0,11,2020-07-18,2020-07-17
2020-07-18,7,7140,170,6,0,0,1,2020-07-18,2020-07-15
2020-07-18,7,7141,159,6,0,0,0,2020-07-18,2020-06-02
2020-07-18,7,7143,389,22,0,0,6,2020-07-18,2020-07-16
2020-07-18,7,7211,120,1,1,0,8,2020-07-18,2020-07-17
2020-07-18,7,7231,184,2,0,0,3,2020-07-18,2020-07-16
2020-07-18,7,7232,215,5,4,0,16,2020-07-18,2020-07-16
2020-07-18,7,7233,124,5,0,0,0,2020-07-18,2020-07-09
2020-07-18,7,7235,226,9,3,0,15,2020-07-18,2020-07-16
2020-07-18,7,7311,47,2,0,0,0,2020-07-18,2020-06-17
2020-07-18,7,7312,215,6,0,0,15,2020-07-18,2020-07-14
2020-07-18,7,7313,57,2,0,0,0,2020-07-18,2020-07-06
2020-07-18,7,7314,346,2,2,0,4,2020-07-18,2020-07-16
2020-07-18,7,7315,686,27,0,0,3,2020-07-18,2020-07-16
2020-07-18,7,7316,112,2,1,0,1,2020-07-18,2020-07-16
2020-07-18,7,7317,33,0,0,0,2,2020-07-18,2020-07-15
2020-07-18,7,7318,111,1,0,0,2,2020-07-18,2020-07-13
2020-07-18,7,7319,227,7,0,0,2,2020-07-18,2020-07-11
2020-07-18,7,7320,44,1,0,0,0,2020-07-18,2020-06-24
2020-07-18,7,7331,272,11,0,0,0,2020-07-18,2020-06-23
2020-07-18,7,7332,329,12,0,0,0,2020-07-18,2020-06-16
2020-07-18,7,7333,138,6,0,0,0,2020-07-18,2020-07-02
2020-07-18,7,7334,201,6,0,0,6,2020-07-18,2020-07-14
2020-07-18,7,7335,111,1,0,0,3,2020-07-18,2020-07-14
2020-07-18,7,7336,97,1,0,0,2,2020-07-18,2020-07-16
2020-07-18,7,7337,156,3,0,0,0,2020-07-18,2020-06-26
2020-07-18,7,7338,277,5,2,0,6,2020-07-18,2020-07-16
2020-07-18,7,7339,440,25,0,0,5,2020-07-18,2020-07-15
2020-07-18,7,7340,121,3,1,0,13,2020-07-18,2020-07-16
2020-07-18,8,8111,1610,64,9,0,41,2020-07-18,2020-07-17
2020-07-18,8,8115,1477,47,3,0,9,2020-07-18,2020-07-17
2020-07-18,8,8116,1898,118,7,0,12,2020-07-18,2020-07-17
2020-07-18,8,8117,823,39,2,0,11,2020-07-18,2020-07-17
2020-07-18,8,8118,1858,72,2,-1,7,2020-07-18,2020-07-15
2020-07-18,8,8119,1698,93,7,0,21,2020-07-18,2020-07-16
2020-07-18,8,8121,476,17,0,0,3,2020-07-18,2020-07-14
2020-07-18,8,8125,966,42,0,0,1,2020-07-18,2020-07-15
2020-07-18,8,8126,782,47,1,0,1,2020-07-18,2020-07-16
2020-07-18,8,8127,877,59,0,0,3,2020-07-18,2020-07-14
2020-07-18,8,8128,424,10,15,0,24,2020-07-18,2020-07-17
2020-07-18,8,8135,520,41,2,0,5,2020-07-18,2020-07-17
2020-07-18,8,8136,1463,37,4,0,6,2020-07-18,2020-07-16
2020-07-18,8,8211,187,19,0,0,0,2020-07-18,2020-07-03
2020-07-18,8,8212,430,14,1,0,1,2020-07-18,2020-07-15
2020-07-18,8,8215,1046,81,1,0,7,2020-07-18,2020-07-14
2020-07-18,8,8216,536,17,0,0,3,2020-07-18,2020-07-14
2020-07-18,8,8221,317,7,0,0,0,2020-07-18,2020-07-01
2020-07-18,8,8222,521,13,0,0,2,2020-07-18,2020-07-16
2020-07-18,8,8225,445,22,0,0,1,2020-07-18,2020-07-15
2020-07-18,8,8226,1002,39,3,0,13,2020-07-18,2020-07-17
2020-07-18,8,8231,451,8,1,0,9,2020-07-18,2020-07-17
2020-07-18,8,8235,771,27,0,0,7,2020-07-18,2020-07-16
2020-07-18,8,8236,665,22,1,0,8,2020-07-18,2020-07-17
2020-07-18,8,8237,575,38,0,0,1,2020-07-18,2020-07-15
2020-07-18,8,8311,985,78,1,0,9,2020-07-18,2020-07-15
2020-07-18,8,8315,1151,71,1,0,7,2020-07-18,2020-07-15
2020-07-18,8,8316,550,43,0,0,2,2020-07-18,2020-07-14
2020-07-18,8,8317,1229,124,2,0,5,2020-07-18,2020-07-17
2020-07-18,8,8325,681,26,1,0,1,2020-07-18,2020-07-17
2020-07-18,8,8326,587,33,0,0,1,2020-07-18,2020-07-11
2020-07-18,8,8327,518,23,0,0,1,2020-07-18,2020-07-11
2020-07-18,8,8335,475,15,1,0,4,2020-07-18,2020-07-17
2020-07-18,8,8336,675,62,1,0,4,2020-07-18,2020-07-17
2020-07-18,8,8337,319,35,0,0,3,2020-07-18,2020-07-15
2020-07-18,8,8415,1563,82,1,0,3,2020-07-18,2020-07-17
2020-07-18,8,8416,1296,60,0,0,0,2020-07-18,2020-07-02
2020-07-18,8,8417,1236,77,1,0,11,2020-07-18,2020-07-17
2020-07-18,8,8421,294,5,1,0,1,2020-07-18,2020-07-17
2020-07-18,8,8425,675,27,3,0,4,2020-07-18,2020-07-17
2020-07-18,8,8426,629,34,0,0,1,2020-07-18,2020-07-15
2020-07-18,8,8435,309,8,6,0,11,2020-07-18,2020-07-17
2020-07-18,8,8436,575,7,0,0,2,2020-07-18,2020-07-14
2020-07-18,8,8437,777,35,0,0,0,2020-07-18,2020-07-06
2020-07-18,9,9161,494,38,0,0,4,2020-07-18,2020-07-16
2020-07-18,9,9162,7083,222,17,1,84,2020-07-18,2020-07-17
2020-07-18,9,9163,527,23,0,0,3,2020-07-18,2020-07-16
2020-07-18,9,9171,607,53,0,0,1,2020-07-18,2020-07-14
