Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2020-05-15,1,1001,33,2,0,0,0,2020-05-15,2020-05-05
2020-05-15,1,1002,277,9,0,0,4,2020-05-15,2020-05-11
2020-05-15,1,1003,165,1,0,0,0,2020-05-15,2020-05-04
2020-05-15,1,1004,78,2,0,0,7,2020-05-15,2020-05-12
2020-05-15,1,1051,59,3,0,0,0,2020-05-15,2020-05-05
2020-05-15,1,1053,266,13,0,1,2,2020-05-15,2020-05-13
2020-05-15,1,1054,84,1,0,0,3,2020-05-15,2020-05-13
2020-05-15,1,1055,66,0,0,0,0,2020-05-15,2020-04-30
2020-05-15,1,1056,596,37,3,0,21,2020-05-15,2020-05-14
2020-05-15,1,1057,120,8,0,0,1,2020-05-15,2020-05-09
2020-05-15,1,1058,252,14,1,0,10,2020-05-15,2020-05-14
2020-05-15,1,1059,127,3,0,0,1,2020-05-15,2020-05-13
2020-05-15,1,1060,293,3,2,0,36,2020-05-15,2020-05-14
2020-05-15,1,1061,166,3,0,0,3,2020-05-15,2020-05-12
2020-05-15,1,1062,406,27,0,0,7,2020-05-15,2020-05-12
2020-05-15,2,2000,4981,228,5,0,47,2020-05-15,2020-05-13
2020-05-15,3,3101,322,15,3,1,11,2020-05-15,2020-05-13
2020-05-15,3,3102,137,7,0,0,6,2020-05-15,2020-05-12
2020-05-15,3,3103,292,51,3,0,7,2020-05-15,2020-05-14
2020-05-15,3,3151,125,4,0,0,1,2020-05-15,2020-05-12
2020-05-15,3,3153,239,19,2,3,5,2020-05-15,2020-05-13
2020-05-15,3,3154,138,1,1,0,2,2020-05-15,2020-05-14
2020-05-15,3,3155,121,3,4,0,2,2020-05-15,2020-05-14
2020-05-15,3,3157,142,11,0,0,0,2020-05-15,2020-05-05
2020-05-15,3,3158,184,11,5,0,7,2020-05-15,2020-05-14
