Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2020-11-08,1,1001,245,3,6,0,22,2020-11-08,2020-11-07
2020-11-08,1,1002,787,14,17,0,118,2020-11-08,2020-11-07
2020-11-08,1,1003,751,4,0,0,148,2020-11-08,2020-11-05
2020-11-08,1,1004,318,3,8,0,45,2020-11-08,2020-11-07
2020-11-08,1,1051,453,12,6,0,49,2020-11-08,2020-11-07
2020-11-08,1,1053,726,19,35,0,116,2020-11-08,2020-11-07
2020-11-08,1,1054,480,2,19,0,119,2020-11-08,2020-11-07
2020-11-08,1,1055,370,1,0,0,51,2020-11-08,2020-11-06
2020-11-08,1,1056,1668,48,45,0,242,2020-11-08,2020-11-07
2020-11-08,1,1057,249,8,1,0,27,2020-11-08,2020-11-07
2020-11-08,1,1058,686,15,28,0,118,2020-11-08,2020-11-07
2020-11-08,1,1059,424,6,5,0,49,2020-11-08,2020-11-07
2020-11-08,1,1060,1103,20,31,0,181,2020-11-08,2020-11-07
2020-11-08,1,1061,330,3,5,0,31,2020-11-08,2020-11-07
2020-11-08,1,1062,1233,42,27,0,184,2020-11-08,2020-11-07
2020-11-08,2,2000,16854,304,591,6,2285,2020-11-08,2020-11-06
2020-11-08,3,3101,1000,18,0,0,123,2020-11-08,2020-11-05
2020-11-08,3,3102,584,13,3,1,102,2020-11-08,2020-11-06
2020-11-08,3,3103,664,52,10,0,61,2020-11-08,2020-11-06
2020-11-08,3,3151,538,7,0,0,81,2020-11-08,2020-11-05
2020-11-08,3,3153,515,27,9,0,74,2020-11-08,2020-11-06
2020-11-08,3,3154,266,2,0,0,25,2020-11-08,2020-11-05
2020-11-08,3,3155,453,6,11,0,50,2020-11-08,2020-11-06
2020-11-08,3,3157,675,15,27,0,130,2020-11-08,2020-11-06
2020-11-08,3,3158,451,16,8,0,82,2020-11-08,2020-11-06
2020-11-08,3,3159,2008,82,0,0,129,2020-11-08,2020-11-05
2020-11-08,3,3241,8381,155,420,0,1409,2020-11-08,2020-11-06
2020-11-08,3,3251,1439,28,10,0,291,2020-11-08,2020-11-06
2020-11-08,3,3252,588,7,22,0,153,2020-11-08,2020-11-06
2020-11-08,3,3254,1522,24,54,0,217,2020-11-08,2020-11-06
2020-11-08,3,3255,186,7,3,0,20,2020-11-08,2020-11-06
2020-11-08,3,3256,371,4,10,0,62,2020-11-08,2020-11-06
2020-11-08,3,3257,789,8,45,0,171,2020-11-08,2020-11-06
2020-11-08,3,3351,722,18,34,0,113,2020-11-08,2020-11-06
2020-11-08,3,3352,795,24,0,0,120,2020-11-08,2020-11-05
2020-11-08,3,3353,1442,25,24,0,151,2020-11-08,2020-11-06
2020-11-08,3,3354,131,4,3,0,22,2020-11-08,2020-11-06
2020-11-08,3,3355,529,2,26,1,145,2020-11-08,2020-11-06
2020-11-08,3,3356,549,1,17,0,107,2020-11-08,2020-11-06
2020-11-08,3,3357,636,4,6,0,77,2020-11-08,2020-11-06
2020-11-08,3,3358,375,5,10,0,72,2020-11-08,2020-11-06
