Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-06-10,0,Bundesgebiet,26738530,139729,77878,106,265035,318.7239506891652
2022-06-10,1,Schleswig-Holstein,760562,2563,3823,5,14687,504.5561901490102
2022-06-10,2,Hamburg,594566,2679,2388,5,6135,331.1780220871719
2022-06-10,3,Niedersachsen,2423749,9429,12188,19,36357,454.26824354235526
2022-06-10,4,Bremen,204310,780,752,0,2545,374.19316895299426
2022-06-10,5,Nordrhein-Westfalen,5384556,25504,20153,6,67605,377.1428188894412
2022-06-10,6,Hessen,1900217,10222,6135,11,26370,419.0267709959108
2022-06-10,7,Rheinland-Pfalz,1173348,5698,4795,2,13346,325.63998896152174
2022-06-10,8,Baden-Württemberg,3714108,16182,7826,11,26526,238.90747788691803
2022-06-10,9,Bayern,4956999,24167,10995,23,40540,308.51929535532344
2022-06-10,10,Saarland,319857,1701,776,0,3175,322.665552835341
2022-06-10,11,Berlin,1061611,4628,2237,4,7585,207.00922030256916
2022-06-10,12,Brandenburg,797080,5688,1290,5,4432,175.10374066946363
2022-06-10,13,Mecklenburg-Vorpommern,492588,2239,617,0,3495,216.9764349312815
2022-06-10,14,Sachsen,1519556,15559,2171,2,6517,160.63827400990056
2022-06-10,15,Sachsen-Anhalt,722264,5374,1179,5,3720,170.5886776809478
2022-06-10,16,Thüringen,713159,7316,553,8,2000,94.32907736257786
