Datenstand,IdBundesland,IdLandkreis,Landkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-02,1,1001,SK Flensburg,24136,71,0,0,794,882.869659972869
2022-05-02,1,1002,SK Kiel,57384,215,0,0,2216,898.6176049569953
2022-05-02,1,1003,SK Lübeck,52136,136,0,0,2139,990.9843128897455
2022-05-02,1,1004,SK Neumünster,19186,81,0,0,762,953.6324385207434
2022-05-02,1,1051,LK Dithmarschen,31835,98,117,0,1438,1079.1663852428874
2022-05-02,1,1053,LK Herzogtum Lauenburg,45151,152,0,0,1298,651.7634771430867
2022-05-02,1,1054,LK Nordfriesland,40839,137,0,0,2126,1271.9342853895075
2022-05-02,1,1055,LK Ostholstein,38966,116,0,0,2833,1406.0460476358276
2022-05-02,1,1056,LK Pinneberg,73340,470,0,0,1849,583.1243988205056
2022-05-02,1,1057,LK Plön,23460,51,0,0,1115,861.9823274295919
2022-05-02,1,1058,LK Rendsburg-Eckernförde,59610,98,0,0,2909,1058.7229086674067
2022-05-02,1,1059,LK Schleswig-Flensburg,44835,117,135,0,1686,831.9886304756546
2022-05-02,1,1060,LK Segeberg,67594,272,0,0,2303,828.3964072847087
2022-05-02,1,1061,LK Steinburg,23021,65,0,0,1438,1100.1790277416492
2022-05-02,1,1062,LK Stormarn,55312,365,0,0,2251,918.8167632016131
2022-05-02,2,2000,SK Hamburg,547129,2529,1215,0,15516,837.5807971808572
2022-05-02,3,3101,SK Braunschweig,61633,274,0,0,2258,908.428916845362
2022-05-02,3,3102,SK Salzgitter,32848,163,0,0,615,592.1090636011785
2022-05-02,3,3103,SK Wolfsburg,36442,186,0,0,1499,1210.4328165374677
2022-05-02,3,3151,LK Gifhorn,48630,300,0,0,1385,781.4836339835352
2022-05-02,3,3153,LK Goslar,31516,187,0,0,1165,864.9619862200049
2022-05-02,3,3154,LK Helmstedt,23884,137,0,0,609,665.4428636989445
2022-05-02,3,3155,LK Northeim,32923,135,0,0,1527,1158.8197796193426
2022-05-02,3,3157,LK Peine,38416,145,0,0,948,697.8593092076205
2022-05-02,3,3158,LK Wolfenbüttel,29052,124,0,0,942,789.2025033302335
2022-05-02,3,3159,LK Göttingen,67550,380,0,0,2316,715.0355047854276
2022-05-02,3,3241,Region Hannover,322850,1576,0,0,6327,547.6357404377969
2022-05-02,3,3251,LK Diepholz,57909,136,0,0,2718,1246.3773432627756
2022-05-02,3,3252,LK Hameln-Pyrmont,38445,121,0,0,931,626.5984654731458
2022-05-02,3,3254,LK Hildesheim,70402,434,0,0,1907,692.2864693753086
2022-05-02,3,3255,LK Holzminden,17358,125,0,0,624,888.8002620821286
2022-05-02,3,3256,LK Nienburg (Weser),32220,183,0,0,1949,1602.2031320646145
2022-05-02,3,3257,LK Schaumburg,41805,175,0,0,1758,1109.8064467255028
2022-05-02,3,3351,LK Celle,45523,145,0,0,1397,778.7675738351934
2022-05-02,3,3352,LK Cuxhaven,49578,223,0,0,2938,1477.6739460633921
2022-05-02,3,3353,LK Harburg,62169,187,0,0,1744,681.2074245359665
2022-05-02,3,3354,LK Lüchow-Dannenberg,10857,32,0,0,537,1107.1480114632086
2022-05-02,3,3355,LK Lüneburg,44937,102,0,0,1489,808.2069096534318
2022-05-02,3,3356,LK Osterholz,26970,83,0,0,906,790.3000697836706
2022-05-02,3,3357,LK Rotenburg (Wümme),41033,142,0,0,1479,899.1646705494693
2022-05-02,3,3358,LK Heidekreis,33222,173,0,0,875,621.0739255421088
2022-05-02,3,3359,LK Stade,49395,195,0,0,1860,905.739760514616
2022-05-02,3,3360,LK Uelzen,21648,161,0,0,1282,1384.9577598686342
2022-05-02,3,3361,LK Verden,35617,145,0,0,1549,1125.9394943812058
2022-05-02,3,3401,SK Delmenhorst,21213,90,0,0,780,1006.4126549940003
2022-05-02,3,3402,SK Emden,14445,40,0,0,304,609.53603079761
2022-05-02,3,3403,SK Oldenburg,41886,61,0,0,1354,798.3255210636479
2022-05-02,3,3404,SK Osnabrück,48195,149,0,0,965,587.6156202237203
2022-05-02,3,3405,SK Wilhelmshaven,18381,104,0,0,557,740.7998510420407
2022-05-02,3,3451,LK Ammerland,28455,88,0,0,1374,1093.5746519901627
2022-05-02,3,3452,LK Aurich,51181,142,0,0,1828,961.204766061269
2022-05-02,3,3453,LK Cloppenburg,62234,217,0,0,4516,2615.969229343343
2022-05-02,3,3454,LK Emsland,117755,285,0,0,3288,999.6047791323381
2022-05-02,3,3455,LK Friesland,21324,60,0,0,657,663.8308191288357
2022-05-02,3,3456,LK Grafschaft Bentheim,47681,169,0,0,1028,745.5163861310746
2022-05-02,3,3457,LK Leer,45698,108,0,0,1428,832.7356064449536
2022-05-02,3,3458,LK Oldenburg,35741,145,0,0,1397,1062.6240805677471
2022-05-02,3,3459,LK Osnabrück,109554,417,0,0,2199,611.7322398747048
2022-05-02,3,3460,LK Vechta,54950,102,0,0,1300,904.6750824646134
2022-05-02,3,3461,LK Wesermarsch,21984,150,0,0,810,915.0061000406669
2022-05-02,3,3462,LK Wittmund,15187,54,0,0,1152,2007.5282308657463
2022-05-02,4,4011,SK Bremen,151340,576,0,0,3292,581.037218504941
2022-05-02,4,4012,SK Bremerhaven,34858,177,0,0,944,831.3005803252992
2022-05-02,5,5111,SK Düsseldorf,178643,847,235,0,3274,527.619443598384
2022-05-02,5,5112,SK Duisburg,110970,897,78,0,1589,320.43719814069794
2022-05-02,5,5113,SK Essen,139914,759,0,0,3166,543.5986367109364
2022-05-02,5,5114,SK Krefeld,62495,270,66,0,1028,453.1748690730193
2022-05-02,5,5116,SK Mönchengladbach,63685,329,66,0,1445,556.4862418885873
2022-05-02,5,5117,SK Mülheim a.d.Ruhr,41295,344,0,0,862,504.32656022372913
2022-05-02,5,5119,SK Oberhausen,49216,462,103,0,707,337.3638853630837
2022-05-02,5,5120,SK Remscheid,32577,269,0,0,677,607.0877721582553
2022-05-02,5,5122,SK Solingen,51821,298,0,0,1009,633.8218388999517
2022-05-02,5,5124,SK Wuppertal,106984,642,0,0,1868,526.1912541830515
2022-05-02,5,5154,LK Kleve,75884,343,28,0,1815,578.7885938785532
2022-05-02,5,5158,LK Mettmann,137632,990,101,0,2076,428.64044994858796
2022-05-02,5,5162,LK Rhein-Kreis Neuss,118614,538,0,0,2597,574.5562509817456
2022-05-02,5,5166,LK Viersen,76737,378,136,0,1739,582.5093121097623
2022-05-02,5,5170,LK Wesel,117399,404,89,0,2547,553.5596690378234
2022-05-02,5,5314,SK Bonn,90986,388,0,0,1631,493.3767722692609
2022-05-02,5,5315,SK Köln,336604,1047,250,0,5075,468.39034312938276
2022-05-02,5,5316,SK Leverkusen,47578,173,31,0,869,530.1851682376986
2022-05-02,5,5334,StadtRegion Aachen,155826,829,0,0,4128,741.6044021982246
2022-05-02,5,5358,LK Düren,80399,419,0,0,1743,657.3885494455759
2022-05-02,5,5362,LK Rhein-Erft-Kreis,136344,551,0,0,2437,518.9401440766932
2022-05-02,5,5366,LK Euskirchen,55394,309,0,0,1180,607.1239304585844
2022-05-02,5,5370,LK Heinsberg,58311,487,0,0,2087,813.7784744480579
2022-05-02,5,5374,LK Oberbergischer Kreis,83194,429,0,0,1294,476.26233442154734
2022-05-02,5,5378,LK Rheinisch-Bergischer Kreis,74470,243,0,0,1176,415.1442944135557
2022-05-02,5,5382,LK Rhein-Sieg-Kreis,141864,761,0,0,2238,372.7670206121174
2022-05-02,5,5512,SK Bottrop,30202,172,0,0,499,425.0860394588885
2022-05-02,5,5513,SK Gelsenkirchen,68476,564,0,0,1114,429.94152949576426
2022-05-02,5,5515,SK Münster,88145,200,238,0,3123,987.0323606286919
2022-05-02,5,5554,LK Borken,130132,436,0,0,3121,839.2086002075838
2022-05-02,5,5558,LK Coesfeld,63354,133,0,0,2142,970.4954873319077
2022-05-02,5,5562,LK Recklinghausen,154849,1279,0,0,2788,454.3684067281726
2022-05-02,5,5566,LK Steinfurt,137650,465,0,0,3970,885.771212212487
2022-05-02,5,5570,LK Warendorf,82631,340,0,0,2478,893.2401402942141
2022-05-02,5,5711,SK Bielefeld,95474,546,364,0,3328,997.8741203385816
2022-05-02,5,5754,LK Gütersloh,119469,460,151,0,2030,556.4418422336616
2022-05-02,5,5758,LK Herford,82911,325,0,0,1550,618.6464016731392
2022-05-02,5,5762,LK Höxter,35918,201,0,0,917,656.2703518954547
2022-05-02,5,5766,LK Lippe,96949,576,0,0,2029,584.776781854339
2022-05-02,5,5770,LK Minden-Lübbecke,107770,455,0,0,2746,885.035614142521
2022-05-02,5,5774,LK Paderborn,75094,216,0,0,2642,856.8602331879288
2022-05-02,5,5911,SK Bochum,87923,419,0,0,1515,415.69032031477224
2022-05-02,5,5913,SK Dortmund,161680,534,331,0,4124,701.7233399580736
2022-05-02,5,5914,SK Hagen,54481,473,0,0,1048,555.4171723542162
2022-05-02,5,5915,SK Hamm,53403,281,0,0,1155,645.3703755440947
2022-05-02,5,5916,SK Herne,44343,359,0,0,834,531.4132789601122
2022-05-02,5,5954,LK Ennepe-Ruhr-Kreis,79127,540,0,0,1106,342.27710209513197
