Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-04-19,1,1001,22461,69,0,0,771,2022-04-19,2022-04-17,89934,857.2953499232771
2022-04-19,1,1002,52561,202,346,0,2098,2022-04-19,2022-04-18,246601,850.7670285197546
2022-04-19,1,1003,46698,132,0,0,1378,2022-04-19,2022-04-14,215846,638.4181314455677
2022-04-19,1,1004,17536,76,0,0,468,2022-04-19,2022-04-14,79905,585.6955134221888
2022-04-19,1,1051,28829,95,211,0,1772,2022-04-19,2022-04-18,133251,1329.8211645691215
2022-04-19,1,1053,41103,149,0,0,1225,2022-04-19,2022-04-14,199152,615.1080581666265
2022-04-19,1,1054,36188,131,0,0,1236,2022-04-19,2022-04-15,167147,739.4688507720749
2022-04-19,1,1055,33106,112,0,0,1689,2022-04-19,2022-04-14,201487,838.2674812767077
2022-04-19,1,1056,66816,458,0,0,1501,2022-04-19,2022-04-14,317085,473.37464717662453
2022-04-19,1,1057,20530,51,0,0,807,2022-04-19,2022-04-16,129353,623.8742046956777
2022-04-19,1,1058,52911,96,0,0,1779,2022-04-19,2022-04-14,274765,647.4623769402945
2022-04-19,1,1059,40707,112,182,0,2259,2022-04-19,2022-04-18,202647,1114.746332292114
2022-04-19,1,1060,58959,262,0,0,1732,2022-04-19,2022-04-16,278007,623.0058955350045
2022-04-19,1,1061,20563,63,0,0,979,2022-04-19,2022-04-14,130706,749.0092268143773
2022-04-19,1,1062,50223,365,0,0,1493,2022-04-19,2022-04-14,244989,609.4151165970717
2022-04-19,2,2000,507772,2479,1645,0,16001,2022-04-19,2022-04-18,1852478,863.7619448112205
2022-04-19,3,3101,56430,264,0,0,1694,2022-04-19,2022-04-14,248561,681.5228454986905
2022-04-19,3,3102,31286,160,0,0,951,2022-04-19,2022-04-14,103866,915.602795910115
2022-04-19,3,3103,33964,174,0,0,900,2022-04-19,2022-04-14,123840,726.7441860465116
2022-04-19,3,3151,44843,294,0,0,1123,2022-04-19,2022-04-14,177227,633.6506288545199
2022-04-19,3,3153,29067,183,0,0,779,2022-04-19,2022-04-14,134688,578.3737229745783
2022-04-19,3,3154,22066,134,0,0,483,2022-04-19,2022-04-14,91518,527.7650298301974
2022-04-19,3,3155,29550,129,0,0,925,2022-04-19,2022-04-14,131772,701.9700695140091
2022-04-19,3,3157,35532,144,0,0,812,2022-04-19,2022-04-14,135844,597.7444715997763
2022-04-19,3,3158,26709,122,0,0,799,2022-04-19,2022-04-14,119361,669.3978770285102
2022-04-19,3,3159,62429,369,0,0,2343,2022-04-19,2022-04-14,323900,723.3714109292991
2022-04-19,3,3241,303556,1499,0,0,5210,2022-04-19,2022-04-14,1155330,450.9534072516077
2022-04-19,3,3251,51572,133,0,0,2071,2022-04-19,2022-04-14,218072,949.6863421255365
2022-04-19,3,3252,35718,121,0,0,1018,2022-04-19,2022-04-14,148580,685.152779647328
2022-04-19,3,3254,65419,410,0,0,1703,2022-04-19,2022-04-14,275464,618.2296053204774
2022-04-19,3,3255,15752,118,0,0,553,2022-04-19,2022-04-14,70207,787.6707450823991
2022-04-19,3,3256,28449,183,0,0,1490,2022-04-19,2022-04-14,121645,1224.8756627892637
2022-04-19,3,3257,38157,168,0,0,1478,2022-04-19,2022-04-14,158406,933.0454654495411
2022-04-19,3,3351,42305,137,0,0,1224,2022-04-19,2022-04-14,179386,682.3274948992675
2022-04-19,3,3352,43573,216,0,0,2011,2022-04-19,2022-04-14,198826,1011.4371359882509
2022-04-19,3,3353,56351,186,0,0,2038,2022-04-19,2022-04-14,256016,796.043997250172
2022-04-19,3,3354,9581,32,0,0,429,2022-04-19,2022-04-14,48503,884.4813722862505
2022-04-19,3,3355,40404,102,0,0,1361,2022-04-19,2022-04-14,184235,738.7304258148561
2022-04-19,3,3356,23834,80,0,0,925,2022-04-19,2022-04-14,114640,806.8736915561758
2022-04-19,3,3357,35782,141,0,0,1374,2022-04-19,2022-04-14,164486,835.3294505307442
2022-04-19,3,3358,30292,160,0,0,943,2022-04-19,2022-04-14,140885,669.3402420413812
2022-04-19,3,3359,43369,190,0,0,1486,2022-04-19,2022-04-14,205357,723.6178946907094
2022-04-19,3,3360,18979,150,0,0,1150,2022-04-19,2022-04-14,92566,1242.3568048743598
2022-04-19,3,3361,32089,139,0,0,1192,2022-04-19,2022-04-14,137574,866.4427871545496
2022-04-19,3,3401,19346,88,0,0,722,2022-04-19,2022-04-14,77503,931.5768421867541
2022-04-19,3,3402,13200,39,0,0,363,2022-04-19,2022-04-14,49874,727.8341420379356
2022-04-19,3,3403,36970,59,0,0,1399,2022-04-19,2022-04-14,169605,824.857757731199
2022-04-19,3,3404,44319,147,0,0,833,2022-04-19,2022-04-14,164223,507.2371105143616
2022-04-19,3,3405,16236,94,0,0,205,2022-04-19,2022-04-13,75189,272.64626474617296
2022-04-19,3,3451,24132,88,0,0,787,2022-04-19,2022-04-14,125643,626.3779120205662
2022-04-19,3,3452,44292,129,0,0,1303,2022-04-19,2022-04-14,190178,685.1475985655543
2022-04-19,3,3453,53505,212,0,0,2331,2022-04-19,2022-04-14,172632,1350.2710968997637
2022-04-19,3,3454,105473,283,0,0,3099,2022-04-19,2022-04-14,328930,942.1457452953516
2022-04-19,3,3455,18549,57,0,0,636,2022-04-19,2022-04-14,98971,642.6124824443524
2022-04-19,3,3456,43214,165,0,0,1338,2022-04-19,2022-04-14,137891,970.3316387581494
2022-04-19,3,3457,40748,107,0,0,1351,2022-04-19,2022-04-14,171483,787.8331962935102
2022-04-19,3,3458,31162,145,0,0,1348,2022-04-19,2022-04-14,131467,1025.3523697962228
2022-04-19,3,3459,100984,408,0,0,1985,2022-04-19,2022-04-14,359471,552.2003165763024
2022-04-19,3,3460,50100,101,0,0,1066,2022-04-19,2022-04-14,143698,741.8335676209829
2022-04-19,3,3461,19452,148,0,0,715,2022-04-19,2022-04-14,88524,807.6905697889838
2022-04-19,3,3462,12865,53,0,0,732,2022-04-19,2022-04-14,57384,1275.616896695943
2022-04-19,4,4011,141645,563,0,0,4613,2022-04-19,2022-04-16,566573,814.1934049098704
2022-04-19,4,4012,32298,172,0,0,888,2022-04-19,2022-04-16,113557,781.9861391195611
2022-04-19,5,5111,171108,818,346,0,4486,2022-04-19,2022-04-18,620523,722.9385534460447
2022-04-19,5,5112,107352,887,40,0,2076,2022-04-19,2022-04-18,495885,418.6454520705406
2022-04-19,5,5113,131271,753,0,0,2217,2022-04-19,2022-04-14,582415,380.65640479726653
2022-04-19,5,5114,60081,263,171,0,1547,2022-04-19,2022-04-18,226844,681.966461533036
2022-04-19,5,5116,59432,326,236,0,1494,2022-04-19,2022-04-18,259665,575.3567096066085
2022-04-19,5,5117,38799,329,0,0,696,2022-04-19,2022-04-14,170921,407.20566811567915
2022-04-19,5,5119,47022,455,136,0,1004,2022-04-19,2022-04-18,209566,479.08534781405376
2022-04-19,5,5120,31027,263,0,0,514,2022-04-19,2022-04-14,111516,460.9204060403888
2022-04-19,5,5122,49521,295,0,0,751,2022-04-19,2022-04-14,159193,471.7544113120552
2022-04-19,5,5124,103190,637,482,0,2543,2022-04-19,2022-04-18,355004,716.3299568455567
2022-04-19,5,5154,71475,333,318,0,2407,2022-04-19,2022-04-18,313586,767.5725319370124
2022-04-19,5,5158,131326,984,252,0,2794,2022-04-19,2022-04-18,484322,576.8889292660667
2022-04-19,5,5162,112614,519,196,0,3664,2022-04-19,2022-04-18,452001,810.6176756246114
2022-04-19,5,5166,72665,380,115,0,2578,2022-04-19,2022-04-18,298536,863.547444864271
2022-04-19,5,5170,109546,397,0,0,1774,2022-04-19,2022-04-14,460113,385.55746088460876
2022-04-19,5,5314,87464,376,408,0,1903,2022-04-19,2022-04-18,330579,575.65665090644
2022-04-19,5,5315,326193,1037,204,0,6407,2022-04-19,2022-04-18,1083498,591.3255031389075
2022-04-19,5,5316,45754,169,60,0,937,2022-04-19,2022-04-18,163905,571.6726152344346
2022-04-19,5,5334,146443,802,0,0,3510,2022-04-19,2022-04-14,556631,630.5793245435486
2022-04-19,5,5358,76875,413,0,0,1807,2022-04-19,2022-04-16,265140,681.526740589877
2022-04-19,5,5362,129995,548,0,0,2856,2022-04-19,2022-04-16,469611,608.1629263369043
2022-04-19,5,5366,52617,304,0,0,1305,2022-04-19,2022-04-16,194359,671.4379061427564
2022-04-19,5,5370,54595,474,0,0,1565,2022-04-19,2022-04-14,256458,610.2363739871636
2022-04-19,5,5374,79164,418,0,0,1276,2022-04-19,2022-04-14,271699,469.63735604474067
2022-04-19,5,5378,70756,243,0,0,1667,2022-04-19,2022-04-16,283275,588.4740976083311
2022-04-19,5,5382,134523,744,0,0,1840,2022-04-19,2022-04-14,600375,306.4751197168436
2022-04-19,5,5512,28576,170,0,0,446,2022-04-19,2022-04-16,117388,379.9366204382049
2022-04-19,5,5513,65064,557,0,0,981,2022-04-19,2022-04-14,259105,378.61098782346926
2022-04-19,5,5515,79333,195,260,0,2778,2022-04-19,2022-04-18,316403,877.9942035947826
2022-04-19,5,5554,120819,418,30,0,4018,2022-04-19,2022-04-15,371898,1080.403766624182
2022-04-19,5,5558,58535,129,673,0,3452,2022-04-19,2022-04-18,220712,1564.0291420493675
2022-04-19,5,5562,147652,1269,0,0,4096,2022-04-19,2022-04-16,613599,667.5369418789796
2022-04-19,5,5566,128782,454,1482,0,5362,2022-04-19,2022-04-18,448197,1196.3489269227593
2022-04-19,5,5570,75957,338,0,0,2254,2022-04-19,2022-04-14,277417,812.495268855189
2022-04-19,5,5711,88483,533,733,0,4407,2022-04-19,2022-04-18,333509,1321.403620292106
2022-04-19,5,5754,113445,452,288,0,3482,2022-04-19,2022-04-18,364818,954.4485195357685
2022-04-19,5,5758,76713,311,0,0,2037,2022-04-19,2022-04-16,250547,813.021109811732
2022-04-19,5,5762,33704,197,0,0,867,2022-04-19,2022-04-16,139729,620.486799447502
2022-04-19,5,5766,90232,567,0,0,1865,2022-04-19,2022-04-14,346970,537.5104475891287
2022-04-19,5,5770,100557,444,0,0,2678,2022-04-19,2022-04-14,310270,863.119218744964
