Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2022-04-15,1,1001,22157,69,172,0,929,2022-04-15,2022-04-14
2022-04-15,1,1002,51770,202,371,1,2877,2022-04-15,2022-04-14
2022-04-15,1,1003,46466,132,470,1,2542,2022-04-15,2022-04-14
2022-04-15,1,1004,17536,76,132,0,856,2022-04-15,2022-04-14
2022-04-15,1,1051,28010,95,326,0,1909,2022-04-15,2022-04-14
2022-04-15,1,1053,41103,149,399,0,2276,2022-04-15,2022-04-14
2022-04-15,1,1054,36188,131,444,0,2213,2022-04-15,2022-04-14
2022-04-15,1,1055,33106,112,849,0,2575,2022-04-15,2022-04-14
2022-04-15,1,1056,66814,458,681,1,2900,2022-04-15,2022-04-14
2022-04-15,1,1057,20507,51,251,1,1423,2022-04-15,2022-04-14
2022-04-15,1,1058,52911,96,562,2,3508,2022-04-15,2022-04-14
2022-04-15,1,1059,39848,112,599,1,2624,2022-04-15,2022-04-14
2022-04-15,1,1060,58958,262,980,0,3030,2022-04-15,2022-04-14
2022-04-15,1,1061,20563,63,287,0,1413,2022-04-15,2022-04-14
2022-04-15,1,1062,50223,365,498,2,2540,2022-04-15,2022-04-14
2022-04-15,2,2000,497882,2476,4108,7,17601,2022-04-15,2022-04-14
2022-04-15,3,3101,56430,264,457,1,2857,2022-04-15,2022-04-14
2022-04-15,3,3102,31286,160,111,2,1731,2022-04-15,2022-04-14
2022-04-15,3,3103,33964,174,229,0,1177,2022-04-15,2022-04-14
2022-04-15,3,3151,44843,294,494,0,2008,2022-04-15,2022-04-14
2022-04-15,3,3153,29067,183,230,1,1283,2022-04-15,2022-04-14
2022-04-15,3,3154,22066,134,175,2,908,2022-04-15,2022-04-14
2022-04-15,3,3155,29550,129,214,2,1691,2022-04-15,2022-04-14
2022-04-15,3,3157,35532,144,275,1,1773,2022-04-15,2022-04-14
2022-04-15,3,3158,26709,122,206,0,1437,2022-04-15,2022-04-14
2022-04-15,3,3159,62429,369,831,1,3395,2022-04-15,2022-04-14
2022-04-15,3,3241,303556,1499,1719,0,10419,2022-04-15,2022-04-14
2022-04-15,3,3251,51572,133,594,0,3499,2022-04-15,2022-04-14
2022-04-15,3,3252,35718,121,240,0,1637,2022-04-15,2022-04-14
2022-04-15,3,3254,65419,410,529,3,3029,2022-04-15,2022-04-14
2022-04-15,3,3255,15752,118,244,1,922,2022-04-15,2022-04-14
2022-04-15,3,3256,28449,183,517,0,2405,2022-04-15,2022-04-14
2022-04-15,3,3257,38157,168,491,3,2726,2022-04-15,2022-04-14
2022-04-15,3,3351,42305,137,382,1,1954,2022-04-15,2022-04-14
2022-04-15,3,3352,43573,216,533,-1,2977,2022-04-15,2022-04-14
2022-04-15,3,3353,56351,186,616,0,3458,2022-04-15,2022-04-14
2022-04-15,3,3354,9581,32,216,0,970,2022-04-15,2022-04-14
2022-04-15,3,3355,40404,102,454,0,2424,2022-04-15,2022-04-14
2022-04-15,3,3356,23834,80,307,0,1650,2022-04-15,2022-04-14
2022-04-15,3,3357,35782,141,395,2,2433,2022-04-15,2022-04-14
2022-04-15,3,3358,30292,160,329,0,1678,2022-04-15,2022-04-14
2022-04-15,3,3359,43369,190,577,0,2829,2022-04-15,2022-04-14
2022-04-15,3,3360,18979,150,192,0,1695,2022-04-15,2022-04-14
2022-04-15,3,3361,32089,139,325,0,1994,2022-04-15,2022-04-14
2022-04-15,3,3401,19346,88,199,0,977,2022-04-15,2022-04-14
2022-04-15,3,3402,13200,39,170,0,688,2022-04-15,2022-04-14
2022-04-15,3,3403,36970,59,451,0,2524,2022-04-15,2022-04-14
2022-04-15,3,3404,44319,147,363,0,1658,2022-04-15,2022-04-14
2022-04-15,3,3405,16236,94,0,0,644,2022-04-15,2022-04-13
2022-04-15,3,3451,24132,88,288,1,1675,2022-04-15,2022-04-14
2022-04-15,3,3452,44292,129,516,2,2437,2022-04-15,2022-04-14
2022-04-15,3,3453,53505,212,1253,0,3968,2022-04-15,2022-04-14
2022-04-15,3,3454,105473,283,1284,0,6414,2022-04-15,2022-04-14
2022-04-15,3,3455,18549,57,196,0,1261,2022-04-15,2022-04-14
2022-04-15,3,3456,43214,165,433,0,3003,2022-04-15,2022-04-14
2022-04-15,3,3457,40748,107,629,0,2425,2022-04-15,2022-04-14
2022-04-15,3,3458,31162,145,325,0,2343,2022-04-15,2022-04-14
2022-04-15,3,3459,100984,408,882,2,4098,2022-04-15,2022-04-14
2022-04-15,3,3460,50100,101,431,0,2550,2022-04-15,2022-04-14
2022-04-15,3,3461,19452,148,272,0,1456,2022-04-15,2022-04-14
2022-04-15,3,3462,12865,53,175,0,1149,2022-04-15,2022-04-14
2022-04-15,4,4011,140324,563,1037,0,6326,2022-04-15,2022-04-14
2022-04-15,4,4012,32132,172,205,1,1225,2022-04-15,2022-04-14
2022-04-15,5,5111,169247,818,907,0,4966,2022-04-15,2022-04-14
2022-04-15,5,5112,106576,886,412,0,2512,2022-04-15,2022-04-14
2022-04-15,5,5113,130092,753,0,0,3540,2022-04-15,2022-04-13
2022-04-15,5,5114,59312,260,192,0,1792,2022-04-15,2022-04-14
2022-04-15,5,5116,58748,326,379,0,1685,2022-04-15,2022-04-14
2022-04-15,5,5117,38799,329,272,0,1240,2022-04-15,2022-04-14
2022-04-15,5,5119,46479,455,186,0,1163,2022-04-15,2022-04-14
2022-04-15,5,5120,31027,263,156,0,876,2022-04-15,2022-04-14
2022-04-15,5,5122,49521,295,220,0,1534,2022-04-15,2022-04-14
2022-04-15,5,5124,102123,637,593,0,3037,2022-04-15,2022-04-14
2022-04-15,5,5154,70655,333,579,0,2903,2022-04-15,2022-04-14
2022-04-15,5,5158,130109,984,538,1,3803,2022-04-15,2022-04-14
2022-04-15,5,5162,110812,519,735,3,3704,2022-04-15,2022-04-14
2022-04-15,5,5166,71710,379,468,0,3025,2022-04-15,2022-04-14
2022-04-15,5,5170,109546,397,763,0,3845,2022-04-15,2022-04-14
2022-04-15,5,5314,86796,376,433,0,2336,2022-04-15,2022-04-14
2022-04-15,5,5315,324047,1037,1101,4,6961,2022-04-15,2022-04-14
2022-04-15,5,5316,45437,167,413,0,1202,2022-04-15,2022-04-14
2022-04-15,5,5334,146419,802,1007,0,6215,2022-04-15,2022-04-14
2022-04-15,5,5358,76299,412,396,2,2447,2022-04-15,2022-04-14
2022-04-15,5,5362,128971,547,699,0,3820,2022-04-15,2022-04-14
2022-04-15,5,5366,52115,303,285,0,1617,2022-04-15,2022-04-14
2022-04-15,5,5370,54594,474,541,0,2510,2022-04-15,2022-04-14
2022-04-15,5,5374,79164,418,947,1,2434,2022-04-15,2022-04-14
2022-04-15,5,5378,70238,243,460,0,2175,2022-04-15,2022-04-14
2022-04-15,5,5382,134523,744,822,0,3744,2022-04-15,2022-04-14
2022-04-15,5,5512,28534,170,192,0,885,2022-04-15,2022-04-14
2022-04-15,5,5513,65064,557,391,2,1837,2022-04-15,2022-04-14
2022-04-15,5,5515,77950,193,716,0,3802,2022-04-15,2022-04-14
2022-04-15,5,5554,120005,418,1129,0,6216,2022-04-15,2022-04-14
2022-04-15,5,5558,57173,129,722,0,3926,2022-04-15,2022-04-14
2022-04-15,5,5562,146256,1269,876,0,5269,2022-04-15,2022-04-14
2022-04-15,5,5566,126544,454,1830,2,6198,2022-04-15,2022-04-14
2022-04-15,5,5570,75957,338,944,0,4228,2022-04-15,2022-04-14
2022-04-15,5,5711,85858,532,558,-1,3530,2022-04-15,2022-04-14
2022-04-15,5,5754,112057,452,785,1,3984,2022-04-15,2022-04-14
2022-04-15,5,5758,76100,311,618,0,3101,2022-04-15,2022-04-14
2022-04-15,5,5762,33603,197,218,0,1285,2022-04-15,2022-04-14
2022-04-15,5,5766,90232,567,609,2,3280,2022-04-15,2022-04-14
2022-04-15,5,5770,100557,444,917,1,5059,2022-04-15,2022-04-14
2022-04-15,5,5774,68766,216,474,0,3092,2022-04-15,2022-04-14
2022-04-15,5,5911,83350,411,784,6,2560,2022-04-15,2022-04-14
2022-04-15,5,5913,151575,524,1289,0,5929,2022-04-15,2022-04-14
2022-04-15,5,5914,51728,459,286,2,1909,2022-04-15,2022-04-14
2022-04-15,5,5915,50057,280,347,1,1772,2022-04-15,2022-04-14
2022-04-15,5,5916,42228,351,208,0,1289,2022-04-15,2022-04-14
2022-04-15,5,5954,73361,517,603,0,3422,2022-04-15,2022-04-14
2022-04-15,5,5958,66923,265,476,0,2799,2022-04-15,2022-04-14
2022-04-15,5,5962,113337,608,758,3,4534,2022-04-15,2022-04-14
2022-04-15,5,5966,32622,201,268,0,1518,2022-04-15,2022-04-14
2022-04-15,5,5970,74229,262,620,0,3085,2022-04-15,2022-04-14
2022-04-15,5,5974,72944,344,514,4,2563,2022-04-15,2022-04-14
2022-04-15,5,5978,90180,644,1319,2,3233,2022-04-15,2022-04-14
2022-04-15,6,6411,38122,200,243,0,1547,2022-04-15,2022-04-14
2022-04-15,6,6412,209908,1197,786,0,6183,2022-04-15,2022-04-14
2022-04-15,6,6413,40286,263,174,0,941,2022-04-15,2022-04-14
2022-04-15,6,6414,76462,387,453,1,2690,2022-04-15,2022-04-14
2022-04-15,6,6431,71846,446,656,0,2484,2022-04-15,2022-04-14
2022-04-15,6,6432,69982,414,456,0,3278,2022-04-15,2022-04-14
2022-04-15,6,6433,69635,373,435,1,2530,2022-04-15,2022-04-14
2022-04-15,6,6434,53572,263,385,0,2525,2022-04-15,2022-04-14
2022-04-15,6,6435,114999,838,856,1,4587,2022-04-15,2022-04-14
2022-04-15,6,6436,57806,292,880,0,2489,2022-04-15,2022-04-14
2022-04-15,6,6437,26240,221,180,0,1530,2022-04-15,2022-04-14
2022-04-15,6,6438,95696,747,523,1,3339,2022-04-15,2022-04-14
2022-04-15,6,6439,45262,215,317,0,1892,2022-04-15,2022-04-14
2022-04-15,6,6440,75068,628,604,0,3058,2022-04-15,2022-04-14
2022-04-15,6,6531,71161,406,584,0,3882,2022-04-15,2022-04-14
