Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-05-04,1,1001,24405,71,114,0,750,2022-05-04,2022-05-03,89934,833.9448929214758
2022-05-04,1,1002,58163,216,532,0,2025,2022-05-04,2022-05-03,246601,821.1645532662075
2022-05-04,1,1003,53017,136,388,0,1880,2022-05-04,2022-05-03,215846,870.9913549475089
2022-05-04,1,1004,19508,81,120,0,708,2022-05-04,2022-05-03,79905,886.0521869720292
2022-05-04,1,1051,32239,98,283,0,1376,2022-05-04,2022-05-03,133251,1032.6376537511912
2022-05-04,1,1053,46076,153,569,0,1474,2022-05-04,2022-05-03,199152,740.138185908251
2022-05-04,1,1054,41640,137,427,0,1690,2022-05-04,2022-05-03,167147,1011.0860500038888
2022-05-04,1,1055,39813,116,434,0,1964,2022-05-04,2022-05-03,201487,974.7527135745731
2022-05-04,1,1056,74315,470,444,0,1923,2022-05-04,2022-05-03,317085,606.4619896873078
2022-05-04,1,1057,23741,51,0,0,797,2022-05-04,2022-05-02,129353,616.1434214900312
2022-05-04,1,1058,61016,99,596,0,2742,2022-05-04,2022-05-03,274765,997.9436973413644
2022-05-04,1,1059,45439,119,334,2,1631,2022-05-04,2022-05-03,202647,804.8478388527834
2022-05-04,1,1060,68929,275,616,0,2300,2022-05-04,2022-05-03,278007,827.3172977658836
2022-05-04,1,1061,23874,65,464,0,1561,2022-05-04,2022-05-03,130706,1194.2833534803299
2022-05-04,1,1062,56183,365,344,0,1995,2022-05-04,2022-05-03,244989,814.3222756940108
2022-05-04,2,2000,549276,2540,1075,5,10098,2022-05-04,2022-05-03,1852478,545.1076881884698
2022-05-04,3,3101,62572,275,468,1,1969,2022-05-04,2022-05-03,248561,792.1596710666596
2022-05-04,3,3102,33196,163,114,0,597,2022-05-04,2022-05-03,103866,574.7790422274854
2022-05-04,3,3103,36771,186,311,0,1024,2022-05-04,2022-05-03,123840,826.8733850129198
2022-05-04,3,3151,49232,300,334,0,1389,2022-05-04,2022-05-03,177227,783.740626428253
2022-05-04,3,3153,32001,187,207,0,1055,2022-05-04,2022-05-03,134688,783.2917557614635
2022-05-04,3,3154,24192,139,154,2,647,2022-05-04,2022-05-03,91518,706.9647501038047
2022-05-04,3,3155,33562,135,340,0,1334,2022-05-04,2022-05-03,131772,1012.3546732234466
2022-05-04,3,3157,38956,145,275,0,939,2022-05-04,2022-05-03,135844,691.2340626012191
2022-05-04,3,3158,29456,124,179,0,849,2022-05-04,2022-05-03,119361,711.2876065046372
2022-05-04,3,3159,68656,381,493,0,2461,2022-05-04,2022-05-03,323900,759.8024081506637
2022-05-04,3,3241,325886,1610,1523,14,6583,2022-05-04,2022-05-03,1155330,569.7939116962253
2022-05-04,3,3251,59128,136,532,0,2427,2022-05-04,2022-05-03,218072,1112.9351773726107
2022-05-04,3,3252,38982,121,334,0,1064,2022-05-04,2022-05-03,148580,716.1125319693095
2022-05-04,3,3254,71835,445,453,10,2081,2022-05-04,2022-05-03,275464,755.4526181279587
2022-05-04,3,3255,17661,129,202,1,639,2022-05-04,2022-05-03,70207,910.1656529975643
2022-05-04,3,3256,32884,183,284,0,1489,2022-05-04,2022-05-03,121645,1224.0535985860497
2022-05-04,3,3257,42580,180,373,2,1598,2022-05-04,2022-05-03,158406,1008.8001717106675
2022-05-04,3,3351,46005,146,281,1,1204,2022-05-04,2022-05-03,179386,671.17835282575
2022-05-04,3,3352,50407,223,488,0,2021,2022-05-04,2022-05-03,198826,1016.4666592900326
2022-05-04,3,3353,63188,193,350,4,1775,2022-05-04,2022-05-03,256016,693.3160427473283
2022-05-04,3,3354,11054,33,84,0,451,2022-05-04,2022-05-03,48503,929.8393913778528
2022-05-04,3,3355,45732,102,435,0,1467,2022-05-04,2022-05-03,184235,796.2656389936766
2022-05-04,3,3356,27482,83,265,0,986,2022-05-04,2022-05-03,114640,860.0837404047453
2022-05-04,3,3357,41895,149,392,7,1629,2022-05-04,2022-05-03,164486,990.3578420047908
