Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-05-05,1,1001,24516,71,111,0,710,2022-05-05,2022-05-04,89934,789.4678319656637
2022-05-05,1,1002,58504,217,341,1,2017,2022-05-05,2022-05-04,246601,817.9204463891064
2022-05-05,1,1003,53409,136,392,0,2039,2022-05-05,2022-05-04,215846,944.6549854989205
2022-05-05,1,1004,19597,81,89,0,628,2022-05-05,2022-05-04,79905,785.9332957887492
2022-05-05,1,1051,32450,98,211,0,1321,2022-05-05,2022-05-04,133251,991.36216613759
2022-05-05,1,1053,46446,153,370,0,1427,2022-05-05,2022-05-04,199152,716.5381216357355
2022-05-05,1,1054,41850,137,210,0,1568,2022-05-05,2022-05-04,167147,938.0964061574542
2022-05-05,1,1055,40140,116,327,0,1801,2022-05-05,2022-05-04,201487,893.8541940671109
2022-05-05,1,1056,74747,470,432,0,1782,2022-05-05,2022-05-04,317085,561.994417900563
2022-05-05,1,1057,24151,51,410,0,1033,2022-05-05,2022-05-04,129353,798.58990514329
2022-05-05,1,1058,61377,99,361,0,2577,2022-05-05,2022-05-04,274765,937.8923807617418
2022-05-05,1,1059,45757,119,318,0,1681,2022-05-05,2022-05-04,202647,829.5212857826664
2022-05-05,1,1060,69469,275,540,0,2285,2022-05-05,2022-05-04,278007,821.9217501717583
2022-05-05,1,1061,24315,66,441,1,1692,2022-05-05,2022-05-04,130706,1294.50828577112
2022-05-05,1,1062,56464,365,281,0,1960,2022-05-05,2022-05-04,244989,800.0359199800808
2022-05-05,2,2000,551360,2556,2084,16,9355,2022-05-05,2022-05-04,1852478,504.99924965370707
2022-05-05,3,3101,62903,275,331,0,1971,2022-05-05,2022-05-04,248561,792.9643025253358
2022-05-05,3,3102,33315,163,119,0,629,2022-05-05,2022-05-04,103866,605.5879691140508
2022-05-05,3,3103,36929,186,158,0,931,2022-05-05,2022-05-04,123840,751.7764857881137
2022-05-05,3,3151,49484,300,252,0,1301,2022-05-05,2022-05-04,177227,734.0867926444616
2022-05-05,3,3153,32166,187,165,0,1013,2022-05-05,2022-05-04,134688,752.1085768591115
2022-05-05,3,3154,24327,140,135,1,643,2022-05-05,2022-05-04,91518,702.5940252190826
2022-05-05,3,3155,33773,135,211,0,1254,2022-05-05,2022-05-04,131772,951.6437482925052
2022-05-05,3,3157,39092,145,136,0,915,2022-05-05,2022-05-04,135844,673.5667383174818
2022-05-05,3,3158,29620,124,164,0,841,2022-05-05,2022-05-04,119361,704.5852497884568
2022-05-05,3,3159,69255,382,599,1,2430,2022-05-05,2022-05-04,323900,750.2315529484408
2022-05-05,3,3241,327157,1616,1271,6,6215,2022-05-05,2022-05-04,1155330,537.9415405122346
2022-05-05,3,3251,59559,136,431,0,2275,2022-05-05,2022-05-04,218072,1043.2334274918376
2022-05-05,3,3252,39172,121,189,0,1063,2022-05-05,2022-05-04,148580,715.4394938753534
2022-05-05,3,3254,72201,446,366,1,2236,2022-05-05,2022-05-04,275464,811.721313855894
2022-05-05,3,3255,17778,130,117,1,619,2022-05-05,2022-05-04,70207,881.6784651103166
2022-05-05,3,3256,33089,183,205,0,1366,2022-05-05,2022-05-04,121645,1122.9397015906943
2022-05-05,3,3257,42827,180,247,0,1565,2022-05-05,2022-05-04,158406,987.9676274888577
2022-05-05,3,3351,46233,146,228,0,1106,2022-05-05,2022-05-04,179386,616.5475566655145
2022-05-05,3,3352,50682,223,275,0,1834,2022-05-05,2022-05-04,198826,922.4145735467192
2022-05-05,3,3353,63581,193,393,0,1778,2022-05-05,2022-05-04,256016,694.4878445097181
2022-05-05,3,3354,11185,33,131,0,504,2022-05-05,2022-05-04,48503,1039.1109828258047
2022-05-05,3,3355,46066,102,334,0,1481,2022-05-05,2022-05-04,184235,803.8646294135208
2022-05-05,3,3356,27691,83,209,0,979,2022-05-05,2022-05-04,114640,853.9776692254012
2022-05-05,3,3357,42265,150,370,1,1585,2022-05-05,2022-05-04,164486,963.6078450445632
2022-05-05,3,3358,33880,173,223,0,853,2022-05-05,2022-05-04,140885,605.45835255705
2022-05-05,3,3359,50744,197,350,0,1830,2022-05-05,2022-05-04,205357,891.1310546998641
2022-05-05,3,3360,22233,172,184,7,965,2022-05-05,2022-05-04,92566,1042.4994058293541
2022-05-05,3,3361,36499,145,308,0,1295,2022-05-05,2022-05-04,137574,941.3115850378705
2022-05-05,3,3401,21632,92,100,0,663,2022-05-05,2022-05-04,77503,855.4507567449002
2022-05-05,3,3402,14612,41,53,0,218,2022-05-05,2022-05-04,49874,437.1014957693388
2022-05-05,3,3403,43046,61,345,0,1542,2022-05-05,2022-05-04,169605,909.1713098080835
2022-05-05,3,3404,48953,149,222,0,973,2022-05-05,2022-05-04,164223,592.4870450545905
2022-05-05,3,3405,18786,105,199,0,519,2022-05-05,2022-05-04,75189,690.260543430555
2022-05-05,3,3451,29244,89,229,-1,1606,2022-05-05,2022-05-04,125643,1278.2248115692876
2022-05-05,3,3452,52736,142,504,0,1464,2022-05-05,2022-05-04,190178,769.8051299309068
2022-05-05,3,3453,64275,217,479,0,2457,2022-05-05,2022-05-04,172632,1423.2587237592104
2022-05-05,3,3454,119882,287,630,0,2922,2022-05-05,2022-05-04,328930,888.3349040829356
2022-05-05,3,3455,21950,60,233,0,779,2022-05-05,2022-05-04,98971,787.099251295834
2022-05-05,3,3456,48539,170,284,1,1280,2022-05-05,2022-05-04,137891,928.269430202116
2022-05-05,3,3457,46721,111,337,1,1510,2022-05-05,2022-05-04,171483,880.5537575153222
2022-05-05,3,3458,36723,145,281,0,1435,2022-05-05,2022-05-04,131467,1091.5286725946435
2022-05-05,3,3459,111634,418,666,0,2475,2022-05-05,2022-05-04,359471,688.5117297361957
2022-05-05,3,3460,55940,102,296,0,1194,2022-05-05,2022-05-04,143698,830.9092680482679
2022-05-05,3,3461,22563,150,173,0,811,2022-05-05,2022-05-04,88524,916.1357372012111
2022-05-05,3,3462,15595,58,101,2,630,2022-05-05,2022-05-04,57384,1097.8670012547052
2022-05-05,4,4011,153994,582,754,2,3694,2022-05-05,2022-05-04,566573,651.9901230732845
2022-05-05,4,4012,35296,180,146,0,831,2022-05-05,2022-05-04,113557,731.7910828922919
2022-05-05,5,5111,179884,853,465,1,2675,2022-05-05,2022-05-04,620523,431.0879693419906
2022-05-05,5,5112,111613,897,237,0,1323,2022-05-05,2022-05-04,495885,266.7957288484225
2022-05-05,5,5113,141588,760,927,1,2519,2022-05-05,2022-05-04,582415,432.50946490045754
2022-05-05,5,5114,62937,273,177,3,851,2022-05-05,2022-05-04,226844,375.147678580875
2022-05-05,5,5116,64714,330,373,0,1227,2022-05-05,2022-05-04,259665,472.53191612269654
2022-05-05,5,5117,41732,347,132,1,791,2022-05-05,2022-05-04,170921,462.78690155100895
2022-05-05,5,5119,49706,465,135,1,648,2022-05-05,2022-05-04,209566,309.2104635293893
2022-05-05,5,5120,32929,272,99,3,528,2022-05-05,2022-05-04,111516,473.47465834499087
2022-05-05,5,5122,52382,298,129,0,797,2022-05-05,2022-05-04,159193,500.65015421532354
2022-05-05,5,5124,108055,643,277,1,1593,2022-05-05,2022-05-04,355004,448.72733828351227
2022-05-05,5,5154,76683,343,481,0,1491,2022-05-05,2022-05-04,313586,475.4676548060182
2022-05-05,5,5158,139110,995,401,0,1962,2022-05-05,2022-05-04,484322,405.1023905583475
2022-05-05,5,5162,119814,545,363,1,2176,2022-05-05,2022-05-04,452001,481.41486412640677
2022-05-05,5,5166,77609,379,319,0,1463,2022-05-05,2022-05-04,298536,490.0581504408179
2022-05-05,5,5170,118541,407,962,3,2052,2022-05-05,2022-05-04,460113,445.9774012036174
2022-05-05,5,5314,91677,389,165,0,1278,2022-05-05,2022-05-04,330579,386.5944297732161
2022-05-05,5,5315,338682,1048,822,1,4267,2022-05-05,2022-05-04,1083498,393.81706288336477
2022-05-05,5,5316,47875,173,125,0,662,2022-05-05,2022-05-04,163905,403.8924987035173
2022-05-05,5,5334,158034,839,581,5,3433,2022-05-05,2022-05-04,556631,616.7461028940178
2022-05-05,5,5358,81448,419,299,0,1545,2022-05-05,2022-05-04,265140,582.7110205928943
2022-05-05,5,5362,137430,557,336,0,1934,2022-05-05,2022-05-04,469611,411.8302169242203
2022-05-05,5,5366,56168,309,157,0,1129,2022-05-05,2022-05-04,194359,580.8838283794421
2022-05-05,5,5370,59840,496,474,4,2191,2022-05-05,2022-05-04,256458,854.3309235820291
2022-05-05,5,5374,84004,432,193,0,1179,2022-05-05,2022-05-04,271699,433.936083680838
2022-05-05,5,5378,75496,243,332,0,1104,2022-05-05,2022-05-04,283275,389.7272967963993
2022-05-05,5,5382,144393,761,741,0,2318,2022-05-05,2022-05-04,600375,386.09202581719757
2022-05-05,5,5512,30522,172,90,0,450,2022-05-05,2022-05-04,117388,383.3441237605207
2022-05-05,5,5513,69202,565,198,0,1003,2022-05-05,2022-05-04,259105,387.10175411512705
2022-05-05,5,5515,89064,202,474,0,2137,2022-05-05,2022-05-04,316403,675.40446835207
2022-05-05,5,5554,131644,436,460,0,2799,2022-05-05,2022-05-04,371898,752.6257199554716
2022-05-05,5,5558,64393,134,310,0,1836,2022-05-05,2022-05-04,220712,831.8532748559207
2022-05-05,5,5562,156609,1289,548,0,2794,2022-05-05,2022-05-04,613599,455.3462440453781
2022-05-05,5,5566,139319,475,641,7,3867,2022-05-05,2022-05-04,448197,862.7902462533216
2022-05-05,5,5570,83766,340,386,0,2105,2022-05-05,2022-05-04,277417,758.7855106211948
2022-05-05,5,5711,96980,548,430,1,3094,2022-05-05,2022-05-04,333509,927.7110962522751
2022-05-05,5,5754,120421,465,408,0,1729,2022-05-05,2022-05-04,364818,473.93494838522224
2022-05-05,5,5758,83646,325,233,0,1268,2022-05-05,2022-05-04,250547,506.0926692397035
2022-05-05,5,5762,36406,201,192,0,787,2022-05-05,2022-05-04,139729,563.2331155307775
2022-05-05,5,5766,98336,584,466,0,1776,2022-05-05,2022-05-04,346970,511.8598149695939
2022-05-05,5,5770,109292,453,347,0,2272,2022-05-05,2022-05-04,310270,732.2654462242564
2022-05-05,5,5774,76058,216,266,0,1806,2022-05-05,2022-05-04,308335,585.7265636401966
2022-05-05,5,5911,89147,423,327,2,1682,2022-05-05,2022-05-04,364454,461.51228961679664
2022-05-05,5,5913,163187,537,639,1,3174,2022-05-05,2022-05-04,587696,540.0751408891672
2022-05-05,5,5914,55232,476,226,1,1061,2022-05-05,2022-05-04,188687,562.3068891868544
2022-05-05,5,5915,53936,281,198,0,1010,2022-05-05,2022-05-04,178967,564.3498522073902
2022-05-05,5,5916,44840,361,146,0,700,2022-05-05,2022-05-04,156940,446.03033006244425
2022-05-05,5,5954,80427,542,332,0,1195,2022-05-05,2022-05-03,323130,369.8201962058614
2022-05-05,5,5958,73244,270,300,0,1935,2022-05-05,2022-05-04,259030,747.0177199552176
2022-05-05,5,5962,122396,626,437,0,2619,2022-05-05,2022-05-04,408662,640.8719186026594
2022-05-05,5,5966,35181,202,187,0,696,2022-05-05,2022-05-04,133362,521.8877941242632
2022-05-05,5,5970,81167,267,519,0,1977,2022-05-05,2022-05-04,275491,717.6277990932552
2022-05-05,5,5974,79252,359,355,4,1688,2022-05-05,2022-05-04,301016,560.7675339516836
2022-05-05,5,5978,99328,656,571,1,2479,2022-05-05,2022-05-04,393618,629.7984340147046
2022-05-05,6,6411,41770,206,252,0,1087,2022-05-05,2022-05-04,159174,682.9004736954528
2022-05-05,6,6412,224079,1209,287,0,3155,2022-05-05,2022-05-04,764104,412.9019086407086
2022-05-05,6,6413,42302,267,97,0,547,2022-05-05,2022-05-04,130892,417.9017816214894
2022-05-05,6,6414,82224,399,334,0,1559,2022-05-05,2022-05-04,278609,559.5655560301354
2022-05-05,6,6431,79162,456,442,3,1997,2022-05-05,2022-05-04,271015,736.8595834178919
2022-05-05,6,6432,76584,431,337,2,1810,2022-05-05,2022-05-04,297701,607.9925831623004
2022-05-05,6,6433,75218,374,245,0,1294,2022-05-05,2022-05-04,275807,469.16865779331204
2022-05-05,6,6434,59759,267,271,0,1663,2022-05-05,2022-05-04,237281,700.8567900506151
2022-05-05,6,6435,124841,869,495,0,2662,2022-05-05,2022-05-04,421689,631.2709129239796
2022-05-05,6,6436,63653,298,276,0,1388,2022-05-05,2022-05-04,239264,580.1123445232045
2022-05-05,6,6437,28603,224,114,0,662,2022-05-05,2022-05-04,96754,684.2094383694731
