Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2022-04-29,1,1001,23934,71,128,1,835,2022-04-29,2022-04-28
2022-04-29,1,1002,56807,215,328,0,2275,2022-04-29,2022-04-28
2022-04-29,1,1003,51821,135,375,1,2341,2022-04-29,2022-04-28
2022-04-29,1,1004,19135,81,157,0,822,2022-04-29,2022-04-28
2022-04-29,1,1051,31362,98,232,0,1641,2022-04-29,2022-04-28
2022-04-29,1,1053,44636,151,464,0,1347,2022-04-29,2022-04-28
2022-04-29,1,1054,40556,137,275,0,2208,2022-04-29,2022-04-28
2022-04-29,1,1055,38730,116,409,0,3093,2022-04-29,2022-04-28
2022-04-29,1,1056,72999,470,582,1,2432,2022-04-29,2022-04-28
2022-04-29,1,1057,23118,51,0,0,972,2022-04-29,2022-04-27
2022-04-29,1,1058,59235,98,435,0,2955,2022-04-29,2022-04-28
2022-04-29,1,1059,44329,116,264,0,2345,2022-04-29,2022-04-28
2022-04-29,1,1060,66872,272,936,1,2866,2022-04-29,2022-04-28
2022-04-29,1,1061,22812,65,188,0,1471,2022-04-29,2022-04-28
2022-04-29,1,1062,55017,365,516,0,2407,2022-04-29,2022-04-28
2022-04-29,2,2000,540800,2524,3374,3,16003,2022-04-29,2022-04-28
2022-04-29,3,3101,61315,273,376,2,2357,2022-04-29,2022-04-28
2022-04-29,3,3102,32790,163,103,0,662,2022-04-29,2022-04-28
2022-04-29,3,3103,36265,186,269,1,1627,2022-04-29,2022-04-28
2022-04-29,3,3151,48400,300,282,0,2005,2022-04-29,2022-04-28
2022-04-29,3,3153,31358,187,205,0,1204,2022-04-29,2022-04-28
2022-04-29,3,3154,23780,137,161,0,854,2022-04-29,2022-04-28
2022-04-29,3,3155,32717,135,193,0,1607,2022-04-29,2022-04-28
2022-04-29,3,3157,38290,144,157,0,1142,2022-04-29,2022-04-28
2022-04-29,3,3158,28935,123,152,0,1023,2022-04-29,2022-04-28
2022-04-29,3,3159,67168,379,367,0,2494,2022-04-29,2022-04-28
2022-04-29,3,3241,321329,1563,1086,0,8127,2022-04-29,2022-04-28
2022-04-29,3,3251,57644,136,379,0,3193,2022-04-29,2022-04-28
2022-04-29,3,3252,38274,121,158,0,1152,2022-04-29,2022-04-28
2022-04-29,3,3254,70142,430,184,0,2096,2022-04-29,2022-04-28
2022-04-29,3,3255,17257,124,96,0,787,2022-04-29,2022-04-28
2022-04-29,3,3256,32019,183,320,0,2168,2022-04-29,2022-04-28
2022-04-29,3,3257,41567,175,287,1,2042,2022-04-29,2022-04-28
2022-04-29,3,3351,45327,145,200,2,1484,2022-04-29,2022-04-28
2022-04-29,3,3352,49238,223,373,0,3523,2022-04-29,2022-04-28
2022-04-29,3,3353,61774,187,421,0,2257,2022-04-29,2022-04-28
2022-04-29,3,3354,10802,32,121,0,622,2022-04-29,2022-04-28
2022-04-29,3,3355,44689,102,272,0,1936,2022-04-29,2022-04-28
2022-04-29,3,3356,26809,83,172,1,1292,2022-04-29,2022-04-28
2022-04-29,3,3357,40773,142,256,0,2191,2022-04-29,2022-04-28
2022-04-29,3,3358,33098,172,241,2,1175,2022-04-29,2022-04-28
2022-04-29,3,3359,49050,194,371,0,2389,2022-04-29,2022-04-28
2022-04-29,3,3360,21524,161,254,0,1477,2022-04-29,2022-04-28
2022-04-29,3,3361,35414,145,209,0,1940,2022-04-29,2022-04-28
2022-04-29,3,3401,21113,90,141,0,804,2022-04-29,2022-04-28
2022-04-29,3,3402,14406,40,142,0,509,2022-04-29,2022-04-28
2022-04-29,3,3403,41686,60,294,0,1956,2022-04-29,2022-04-28
2022-04-29,3,3404,47995,149,186,0,1284,2022-04-29,2022-04-28
2022-04-29,3,3405,18301,104,235,0,763,2022-04-29,2022-04-28
2022-04-29,3,3451,28033,88,409,0,2182,2022-04-29,2022-04-28
2022-04-29,3,3452,50817,143,552,6,2552,2022-04-29,2022-04-28
2022-04-29,3,3453,59479,217,921,1,3485,2022-04-29,2022-04-28
2022-04-29,3,3454,117070,284,746,0,4900,2022-04-29,2022-04-28
2022-04-29,3,3455,21184,60,166,0,983,2022-04-29,2022-04-28
2022-04-29,3,3456,47498,168,240,0,2027,2022-04-29,2022-04-28
2022-04-29,3,3457,45417,108,388,0,1997,2022-04-29,2022-04-28
2022-04-29,3,3458,35549,145,268,0,1953,2022-04-29,2022-04-28
2022-04-29,3,3459,109025,417,538,0,3096,2022-04-29,2022-04-28
2022-04-29,3,3460,54419,102,0,0,1353,2022-04-29,2022-04-27
2022-04-29,3,3461,21831,150,146,0,1075,2022-04-29,2022-04-28
2022-04-29,3,3462,15110,54,145,0,1379,2022-04-29,2022-04-28
2022-04-29,4,4011,150835,575,770,3,4708,2022-04-29,2022-04-28
2022-04-29,4,4012,34617,174,153,0,1290,2022-04-29,2022-04-28
2022-04-29,5,5111,177394,845,339,7,3964,2022-04-29,2022-04-28
2022-04-29,5,5112,110551,895,273,0,1807,2022-04-29,2022-04-28
2022-04-29,5,5113,139199,759,562,1,3507,2022-04-29,2022-04-28
2022-04-29,5,5114,62177,270,266,1,1161,2022-04-29,2022-04-28
2022-04-29,5,5116,63229,329,407,0,1700,2022-04-29,2022-04-28
2022-04-29,5,5117,41048,344,186,9,1015,2022-04-29,2022-04-28
2022-04-29,5,5119,48838,462,245,5,717,2022-04-29,2022-04-28
2022-04-29,5,5120,32476,268,69,0,698,2022-04-29,2022-04-28
2022-04-29,5,5122,51684,297,105,0,1049,2022-04-29,2022-04-28
2022-04-29,5,5124,106670,642,201,0,2102,2022-04-29,2022-04-28
2022-04-29,5,5154,75418,343,364,0,2005,2022-04-29,2022-04-28
2022-04-29,5,5158,136891,987,339,1,2595,2022-04-29,2022-04-28
2022-04-29,5,5162,117948,537,742,2,3430,2022-04-29,2022-04-28
2022-04-29,5,5166,76115,376,283,0,2017,2022-04-29,2022-04-28
2022-04-29,5,5170,116541,404,535,4,2838,2022-04-29,2022-04-28
2022-04-29,5,5314,90657,388,249,5,1851,2022-04-29,2022-04-28
2022-04-29,5,5315,334913,1045,796,1,5376,2022-04-29,2022-04-28
2022-04-29,5,5316,47347,173,134,0,979,2022-04-29,2022-04-28
2022-04-29,5,5334,155130,829,837,0,3962,2022-04-29,2022-04-28
2022-04-29,5,5358,80158,419,286,1,1848,2022-04-29,2022-04-28
2022-04-29,5,5362,135592,551,370,1,2842,2022-04-29,2022-04-28
2022-04-29,5,5366,55207,309,171,0,1505,2022-04-29,2022-04-28
2022-04-29,5,5370,58000,487,343,3,2151,2022-04-29,2022-04-28
2022-04-29,5,5374,82990,427,220,0,1686,2022-04-29,2022-04-28
2022-04-29,5,5378,74105,243,578,0,1666,2022-04-29,2022-04-28
