Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-04-17,1,1001,22252,69,0,0,751,2022-04-17,2022-04-15,89934,835.056819445371
2022-04-17,1,1002,52215,202,127,0,2411,2022-04-17,2022-04-16,246601,977.6927100863338
2022-04-17,1,1003,46698,132,0,0,2259,2022-04-17,2022-04-14,215846,1046.5795057587354
2022-04-17,1,1004,17536,76,0,0,601,2022-04-17,2022-04-14,79905,752.143170014392
2022-04-17,1,1051,28452,95,227,0,1778,2022-04-17,2022-04-16,133251,1334.3239450360597
2022-04-17,1,1053,41103,149,0,0,1680,2022-04-17,2022-04-14,199152,843.5767654856592
2022-04-17,1,1054,36189,131,0,0,1876,2022-04-17,2022-04-15,167147,1122.3653430812399
2022-04-17,1,1055,33106,112,0,0,2137,2022-04-17,2022-04-14,201487,1060.614332438321
2022-04-17,1,1056,66816,458,0,0,2090,2022-04-17,2022-04-14,317085,659.1292555623886
2022-04-17,1,1057,20530,51,23,0,1284,2022-04-17,2022-04-16,129353,992.6325636050188
2022-04-17,1,1058,52911,96,0,0,2605,2022-04-17,2022-04-14,274765,948.0829072116172
2022-04-17,1,1059,40346,112,195,0,2459,2022-04-17,2022-04-16,202647,1213.4401200116458
2022-04-17,1,1060,58959,262,1,0,2466,2022-04-17,2022-04-16,278007,887.0280244742039
2022-04-17,1,1061,20563,63,0,0,1234,2022-04-17,2022-04-14,130706,944.1035606628618
2022-04-17,1,1062,50223,365,0,0,2120,2022-04-17,2022-04-14,244989,865.3449746723322
2022-04-17,2,2000,504753,2479,2813,1,18687,2022-04-17,2022-04-15,1852478,1008.7569191105104
2022-04-17,3,3101,56430,264,0,0,2427,2022-04-17,2022-04-14,248561,976.4202751034958
2022-04-17,3,3102,31286,160,0,0,1354,2022-04-17,2022-04-14,103866,1303.602718887798
2022-04-17,3,3103,33964,174,0,0,1095,2022-04-17,2022-04-14,123840,884.2054263565891
2022-04-17,3,3151,44843,294,0,0,1478,2022-04-17,2022-04-14,177227,833.958708323224
2022-04-17,3,3153,29067,183,0,0,1070,2022-04-17,2022-04-14,134688,794.4286053694464
2022-04-17,3,3154,22066,134,0,0,641,2022-04-17,2022-04-14,91518,700.4086627767216
2022-04-17,3,3155,29550,129,0,0,1433,2022-04-17,2022-04-14,131772,1087.4844428254864
2022-04-17,3,3157,35532,144,0,0,1333,2022-04-17,2022-04-14,135844,981.2726362592385
2022-04-17,3,3158,26709,122,0,0,1227,2022-04-17,2022-04-14,119361,1027.9739613441577
2022-04-17,3,3159,62429,369,0,0,2888,2022-04-17,2022-04-14,323900,891.6332201296697
2022-04-17,3,3241,303556,1499,0,0,7266,2022-04-17,2022-04-14,1155330,628.9112201708602
2022-04-17,3,3251,51572,133,0,0,3026,2022-04-17,2022-04-14,218072,1387.615099600132
2022-04-17,3,3252,35718,121,0,0,1637,2022-04-17,2022-04-14,148580,1101.763359806165
2022-04-17,3,3254,65419,410,0,0,2576,2022-04-17,2022-04-14,275464,935.149420613946
2022-04-17,3,3255,15752,118,0,0,600,2022-04-17,2022-04-14,70207,854.6156366174313
2022-04-17,3,3256,28449,183,0,0,2069,2022-04-17,2022-04-14,121645,1700.8508364503266
2022-04-17,3,3257,38157,168,0,0,2329,2022-04-17,2022-04-14,158406,1470.2725906846963
2022-04-17,3,3351,42305,137,0,0,1606,2022-04-17,2022-04-14,179386,895.2761085034507
2022-04-17,3,3352,43573,216,0,0,2640,2022-04-17,2022-04-14,198826,1327.7941516703047
2022-04-17,3,3353,56351,186,0,0,2468,2022-04-17,2022-04-14,256016,964.0022498593838
2022-04-17,3,3354,9581,32,0,0,713,2022-04-17,2022-04-14,48503,1470.012164196029
2022-04-17,3,3355,40404,102,0,0,1699,2022-04-17,2022-04-14,184235,922.191765951095
