Datenstand,IdBundesland,IdLandkreis,Landkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-27,1,1001,SK Flensburg,26133,73,0,0,343,381.39079769608827
2022-05-27,1,1002,SK Kiel,62648,221,0,0,869,352.3911095251033
2022-05-27,1,1003,SK Lübeck,57279,137,0,0,767,355.3459410876273
2022-05-27,1,1004,SK Neumünster,20695,86,0,0,239,299.10518741004944
2022-05-27,1,1051,LK Dithmarschen,34613,104,0,0,334,250.65477932623395
2022-05-27,1,1053,LK Herzogtum Lauenburg,49892,154,0,0,538,270.14541656624084
2022-05-27,1,1054,LK Nordfriesland,45304,147,0,0,574,343.41029153978235
2022-05-27,1,1055,LK Ostholstein,43643,118,0,0,541,268.50367517507334
2022-05-27,1,1056,LK Pinneberg,80428,477,0,0,1100,346.91013450652036
2022-05-27,1,1057,LK Plön,26576,65,0,0,513,396.58917844966874
2022-05-27,1,1058,LK Rendsburg-Eckernförde,66961,101,0,0,1013,368.67868906156167
2022-05-27,1,1059,LK Schleswig-Flensburg,49411,124,0,0,761,375.52986227281923
2022-05-27,1,1060,LK Segeberg,74643,291,0,0,955,343.51653015931254
2022-05-27,1,1061,LK Steinburg,30607,66,0,0,494,377.94745459275015
2022-05-27,1,1062,LK Stormarn,60555,373,0,0,801,326.95345505308404
2022-05-27,2,2000,SK Hamburg,579767,2646,0,0,3580,193.2546567354646
2022-05-27,3,3101,SK Braunschweig,66735,292,0,0,723,290.8742723114246
2022-05-27,3,3102,SK Salzgitter,34383,165,0,0,237,228.17861475362486
2022-05-27,3,3103,SK Wolfsburg,38398,192,0,0,223,180.07105943152456
2022-05-27,3,3151,LK Gifhorn,51696,333,0,0,362,204.25781624696015
2022-05-27,3,3153,LK Goslar,33693,207,0,0,281,208.6303159895462
2022-05-27,3,3154,LK Helmstedt,25552,142,0,0,174,190.1265324854127
2022-05-27,3,3155,LK Northeim,35680,139,0,0,320,242.8436997237653
2022-05-27,3,3157,LK Peine,41161,156,0,0,319,234.82818527134066
2022-05-27,3,3158,LK Wolfenbüttel,31389,128,0,0,331,277.31000913196107
2022-05-27,3,3159,LK Göttingen,75441,388,0,0,798,246.37233714109294
2022-05-27,3,3241,Region Hannover,342018,1669,0,0,2306,199.5966520388114
2022-05-27,3,3251,LK Diepholz,63754,140,0,0,524,240.287611431087
2022-05-27,3,3252,LK Hameln-Pyrmont,41412,120,0,0,425,286.0411899313501
2022-05-27,3,3254,LK Hildesheim,76241,471,0,0,671,243.58899892544943
2022-05-27,3,3255,LK Holzminden,18845,138,0,0,170,242.14109704160555
2022-05-27,3,3256,LK Nienburg (Weser),35227,200,0,0,343,281.968021702495
2022-05-27,3,3257,LK Schaumburg,45343,184,0,0,424,267.66662878931356
2022-05-27,3,3351,LK Celle,48668,151,0,0,418,233.01706933651457
2022-05-27,3,3352,LK Cuxhaven,54244,238,0,0,579,291.2093991731464
2022-05-27,3,3353,LK Harburg,68639,205,0,0,817,319.12067995750266
2022-05-27,3,3354,LK Lüchow-Dannenberg,12268,34,0,0,120,247.4073768632868
2022-05-27,3,3355,LK Lüneburg,49338,130,0,0,352,191.06033055608324
2022-05-27,3,3356,LK Osterholz,29828,84,0,0,411,358.51360781577114
2022-05-27,3,3357,LK Rotenburg (Wümme),45726,171,0,0,570,346.5340515302214
2022-05-27,3,3358,LK Heidekreis,36196,179,0,0,342,242.75118004045854
2022-05-27,3,3359,LK Stade,54914,204,0,0,711,346.22632780961936
2022-05-27,3,3360,LK Uelzen,24091,186,0,0,397,428.8831752479312
2022-05-27,3,3361,LK Verden,39161,147,0,0,561,407.7805399276026
2022-05-27,3,3401,SK Delmenhorst,23014,96,0,0,286,369.0179734978001
2022-05-27,3,3402,SK Emden,15315,41,0,0,106,212.53558968600873
2022-05-27,3,3403,SK Oldenburg,47232,62,0,0,707,416.8509183101913
2022-05-27,3,3404,SK Osnabrück,51320,152,0,0,382,232.61053567405295
2022-05-27,3,3405,SK Wilhelmshaven,19973,117,0,0,166,220.77697535543766
2022-05-27,3,3451,LK Ammerland,33091,92,0,0,649,516.542903305397
2022-05-27,3,3452,LK Aurich,56311,145,0,0,482,253.4467709198751
2022-05-27,3,3453,LK Cloppenburg,68995,232,0,0,502,290.791973678113
2022-05-27,3,3454,LK Emsland,128564,289,0,0,1108,336.84978566868335
2022-05-27,3,3455,LK Friesland,23919,62,0,0,257,259.672025138677
2022-05-27,3,3456,LK Grafschaft Bentheim,51355,176,0,0,506,366.95650912677405
2022-05-27,3,3457,LK Leer,49882,119,0,0,506,295.0729809952007
2022-05-27,3,3458,LK Oldenburg,40050,153,0,0,552,419.87723154860157
2022-05-27,3,3459,LK Osnabrück,118580,421,0,0,925,257.3225656589822
2022-05-27,3,3460,LK Vechta,59055,102,0,0,389,270.7066208297958
2022-05-27,3,3461,LK Wesermarsch,24251,159,0,0,258,291.44638742036057
2022-05-27,3,3462,LK Wittmund,16654,59,0,0,153,266.624843161857
2022-05-27,4,4011,SK Bremen,162548,590,0,0,1814,320.1705693705842
2022-05-27,4,4012,SK Bremerhaven,37070,184,0,0,301,265.0651214808422
2022-05-27,5,5111,SK Düsseldorf,186798,894,314,0,1644,264.93780246662897
2022-05-27,5,5112,SK Duisburg,114824,906,72,2,649,130.8771186867923
2022-05-27,5,5113,SK Essen,148378,762,0,0,1143,196.25181356936207
2022-05-27,5,5114,SK Krefeld,65097,275,48,0,391,172.36514961823985
2022-05-27,5,5116,SK Mönchengladbach,70470,333,317,0,591,227.60094737450174
2022-05-27,5,5117,SK Mülheim a.d.Ruhr,43529,350,0,0,380,222.3249337413191
2022-05-27,5,5119,SK Oberhausen,51289,468,0,0,287,136.94969603847954
2022-05-27,5,5120,SK Remscheid,34039,275,0,0,237,212.52555687076295
2022-05-27,5,5122,SK Solingen,54334,305,0,0,424,266.3433693692562
2022-05-27,5,5124,SK Wuppertal,112236,646,0,0,812,228.72981712882108
