Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-06-03,0,Bundesgebiet,26452148,139313,42693,91,217299,261.3179231452635
2022-06-03,1,Schleswig-Holstein,744882,2547,2924,1,13323,457.69742774938805
2022-06-03,2,Hamburg,586966,2659,1223,3,5197,280.5431427525725
2022-06-03,3,Niedersachsen,2384059,9368,5743,16,27307,341.19159794292966
2022-06-03,4,Bremen,201743,776,378,1,1979,290.9737844235661
2022-06-03,5,Nordrhein-Westfalen,5311193,25460,10210,9,49754,277.5588168186563
2022-06-03,6,Hessen,1871852,10168,3947,12,22942,364.5548797947738
2022-06-03,7,Rheinland-Pfalz,1157767,5686,2161,2,10309,251.5377376145907
2022-06-03,8,Baden-Württemberg,3685270,16138,4761,8,23434,211.05925645789176
2022-06-03,9,Bayern,4914855,24101,6773,12,34631,263.5503630352789
2022-06-03,10,Saarland,316676,1696,443,8,2548,258.94545783447205
2022-06-03,11,Berlin,1053609,4617,1060,1,7974,217.62577754682746
2022-06-03,12,Brandenburg,792488,5673,819,0,4080,161.19658437080588
2022-06-03,13,Mecklenburg-Vorpommern,489095,2231,508,2,3477,215.85895972991864
2022-06-03,14,Sachsen,1512265,15534,997,6,5514,135.91521296464504
2022-06-03,15,Sachsen-Anhalt,718425,5363,477,5,2882,132.16036803131496
2022-06-03,16,Thüringen,711003,7296,269,5,1948,91.87652135115084
