Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-04-26,1,1001,23499,69,156,0,1040,2022-04-26,2022-04-25,89934,1156.403584851113
2022-04-26,1,1002,55759,214,593,2,3184,2022-04-26,2022-04-25,246601,1291.1545370862243
2022-04-26,1,1003,50656,133,639,1,3963,2022-04-26,2022-04-25,215846,1836.0312444983924
2022-04-26,1,1004,18652,80,225,1,1118,2022-04-26,2022-04-25,79905,1399.16150428634
2022-04-26,1,1051,30572,96,175,0,1743,2022-04-26,2022-04-25,133251,1308.057725645586
2022-04-26,1,1053,43100,151,442,0,1197,2022-04-26,2022-04-25,199152,601.0484454085322
2022-04-26,1,1054,39287,135,620,2,2997,2022-04-26,2022-04-25,167147,1793.0324803915116
2022-04-26,1,1055,36814,116,744,1,3685,2022-04-26,2022-04-25,201487,1828.902112791396
2022-04-26,1,1056,71487,466,763,0,3077,2022-04-26,2022-04-25,317085,970.4022580696027
2022-04-26,1,1057,22629,51,283,0,2092,2022-04-26,2022-04-25,129353,1617.2798466212612
2022-04-26,1,1058,57673,98,977,0,4747,2022-04-26,2022-04-25,274765,1727.6581806270813
2022-04-26,1,1059,43414,115,292,3,2661,2022-04-26,2022-04-25,202647,1313.1208456083732
2022-04-26,1,1060,64170,270,1166,0,2930,2022-04-26,2022-04-25,278007,1053.9302967191472
2022-04-26,1,1061,21954,65,371,1,1391,2022-04-26,2022-04-25,130706,1064.220464248007
2022-04-26,1,1062,53727,365,687,0,3387,2022-04-26,2022-04-25,244989,1382.5110515165989
2022-04-26,2,2000,528813,2503,1156,0,16775,2022-04-26,2022-04-25,1852478,905.5438175244186
2022-04-26,3,3101,60024,271,628,4,3586,2022-04-26,2022-04-25,248561,1442.7042054063188
2022-04-26,3,3102,32456,162,218,1,1180,2022-04-26,2022-04-25,103866,1136.0791789420985
2022-04-26,3,3103,34839,178,0,0,876,2022-04-26,2022-04-22,123840,707.3643410852713
2022-04-26,3,3151,47406,297,668,3,1818,2022-04-26,2022-04-25,177227,1025.803066124236
2022-04-26,3,3153,30663,187,310,0,1589,2022-04-26,2022-04-25,134688,1179.7636018056546
2022-04-26,3,3154,23279,136,233,0,890,2022-04-26,2022-04-25,91518,972.4862868506741
2022-04-26,3,3155,31826,134,424,2,2283,2022-04-26,2022-04-25,131772,1732.5380202167382
2022-04-26,3,3157,37644,144,389,0,1484,2022-04-26,2022-04-25,135844,1092.4295515444187
2022-04-26,3,3158,28399,123,284,0,1690,2022-04-26,2022-04-25,119361,1415.872856293094
2022-04-26,3,3159,65731,376,513,2,2999,2022-04-26,2022-04-25,323900,925.9030564989195
2022-04-26,3,3241,316648,1549,2333,20,9419,2022-04-26,2022-04-25,1155330,815.2649026685017
2022-04-26,3,3251,56089,134,915,0,4519,2022-04-26,2022-04-25,218072,2072.251366521149
2022-04-26,3,3252,37601,121,259,0,1776,2022-04-26,2022-04-25,148580,1195.3156548660654
2022-04-26,3,3254,69234,422,732,11,3822,2022-04-26,2022-04-25,275464,1387.4771294978655
