Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-04-18,1,1001,22461,69,209,0,960,2022-04-18,2022-04-17,89934,1067.449462939489
2022-04-18,1,1002,52215,202,0,0,2411,2022-04-18,2022-04-16,246601,977.6927100863338
2022-04-18,1,1003,46698,132,0,0,2259,2022-04-18,2022-04-14,215846,1046.5795057587354
2022-04-18,1,1004,17536,76,0,0,567,2022-04-18,2022-04-14,79905,709.592641261498
2022-04-18,1,1051,28618,95,166,0,1760,2022-04-18,2022-04-17,133251,1320.8156036352448
2022-04-18,1,1053,41103,149,0,0,1611,2022-04-18,2022-04-14,199152,808.9298626174982
2022-04-18,1,1054,36189,131,0,0,1875,2022-04-18,2022-04-15,167147,1121.7670673120067
2022-04-18,1,1055,33106,112,0,0,2137,2022-04-18,2022-04-14,201487,1060.614332438321
2022-04-18,1,1056,66816,458,0,0,1921,2022-04-18,2022-04-14,317085,605.8312439882051
2022-04-18,1,1057,20530,51,0,0,1284,2022-04-18,2022-04-16,129353,992.6325636050188
2022-04-18,1,1058,52911,96,0,0,2314,2022-04-18,2022-04-14,274765,842.1742216075556
2022-04-18,1,1059,40525,112,179,0,2481,2022-04-18,2022-04-17,202647,1224.2964366607944
2022-04-18,1,1060,58959,262,0,0,2309,2022-04-18,2022-04-16,278007,830.5546263223588
2022-04-18,1,1061,20563,63,0,0,1234,2022-04-18,2022-04-14,130706,944.1035606628618
2022-04-18,1,1062,50223,365,0,0,2120,2022-04-18,2022-04-14,244989,865.3449746723322
2022-04-18,2,2000,506126,2479,1373,0,18012,2022-04-18,2022-04-17,1852478,972.3192394187678
2022-04-18,3,3101,56430,264,0,0,2427,2022-04-18,2022-04-14,248561,976.4202751034958
2022-04-18,3,3102,31286,160,0,0,1354,2022-04-18,2022-04-14,103866,1303.602718887798
2022-04-18,3,3103,33964,174,0,0,1095,2022-04-18,2022-04-14,123840,884.2054263565891
2022-04-18,3,3151,44843,294,0,0,1247,2022-04-18,2022-04-14,177227,703.6173946407714
2022-04-18,3,3153,29067,183,0,0,1070,2022-04-18,2022-04-14,134688,794.4286053694464
2022-04-18,3,3154,22066,134,0,0,569,2022-04-18,2022-04-14,91518,621.7356148517232
2022-04-18,3,3155,29550,129,0,0,1433,2022-04-18,2022-04-14,131772,1087.4844428254864
2022-04-18,3,3157,35532,144,0,0,1249,2022-04-18,2022-04-14,135844,919.4370012661582
2022-04-18,3,3158,26709,122,0,0,1227,2022-04-18,2022-04-14,119361,1027.9739613441577
