Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max
2022-03-29,1,1001,19725,62,123,0,1288,2022-03-29,2022-03-28
2022-03-29,1,1002,42339,180,806,0,4108,2022-03-29,2022-03-28
2022-03-29,1,1003,39415,130,914,0,3853,2022-03-29,2022-03-28
2022-03-29,1,1004,14824,68,380,1,1365,2022-03-29,2022-03-28
2022-03-29,1,1051,23070,88,196,0,2591,2022-03-29,2022-03-28
2022-03-29,1,1053,33894,148,407,0,2658,2022-03-29,2022-03-28
2022-03-29,1,1054,30313,125,216,0,3339,2022-03-29,2022-03-28
2022-03-29,1,1055,26217,111,574,1,2683,2022-03-29,2022-03-28
2022-03-29,1,1056,55562,446,1123,0,3149,2022-03-29,2022-03-28
2022-03-29,1,1057,16525,49,625,0,2239,2022-03-29,2022-03-28
2022-03-29,1,1058,43561,89,557,2,5160,2022-03-29,2022-03-28
2022-03-29,1,1059,33158,103,424,2,3328,2022-03-29,2022-03-28
2022-03-29,1,1060,47515,251,964,1,3346,2022-03-29,2022-03-28
2022-03-29,1,1061,16875,63,330,0,1193,2022-03-29,2022-03-28
2022-03-29,1,1062,43058,357,721,0,3083,2022-03-29,2022-03-28
2022-03-29,2,2000,431875,2375,1649,2,20524,2022-03-29,2022-03-28
2022-03-29,3,3101,47650,242,905,1,8528,2022-03-29,2022-03-28
2022-03-29,3,3102,26604,146,413,3,1738,2022-03-29,2022-03-28
2022-03-29,3,3103,29293,156,423,2,2891,2022-03-29,2022-03-28
2022-03-29,3,3151,38838,282,355,0,3578,2022-03-29,2022-03-28
2022-03-29,3,3153,24929,173,293,0,2582,2022-03-29,2022-03-28
2022-03-29,3,3154,18489,124,582,0,1346,2022-03-29,2022-03-28
2022-03-29,3,3155,24353,114,404,3,2889,2022-03-29,2022-03-28
2022-03-29,3,3157,30332,129,799,0,2964,2022-03-29,2022-03-28
2022-03-29,3,3158,22201,115,826,2,4410,2022-03-29,2022-03-28
2022-03-29,3,3159,53505,350,614,0,3997,2022-03-29,2022-03-28
2022-03-29,3,3241,269029,1436,1168,12,20972,2022-03-29,2022-03-28
2022-03-29,3,3251,42041,128,1162,0,4316,2022-03-29,2022-03-28
2022-03-29,3,3252,30955,121,150,1,2996,2022-03-29,2022-03-28
2022-03-29,3,3254,55326,379,303,1,5463,2022-03-29,2022-03-28
2022-03-29,3,3255,13100,110,106,2,1521,2022-03-29,2022-03-28
2022-03-29,3,3256,23082,181,506,0,2434,2022-03-29,2022-03-28
2022-03-29,3,3257,31825,146,555,0,3304,2022-03-29,2022-03-28
2022-03-29,3,3351,34673,127,809,0,3745,2022-03-29,2022-03-28
2022-03-29,3,3352,34324,208,1120,0,5189,2022-03-29,2022-03-28
2022-03-29,3,3353,47184,171,463,0,4317,2022-03-29,2022-03-28
2022-03-29,3,3354,7499,32,84,0,538,2022-03-29,2022-03-28
2022-03-29,3,3355,32963,94,928,0,3512,2022-03-29,2022-03-28
2022-03-29,3,3356,19407,77,299,0,2073,2022-03-29,2022-03-28
2022-03-29,3,3357,28475,125,1143,1,3741,2022-03-29,2022-03-28
2022-03-29,3,3358,24623,147,511,0,2274,2022-03-29,2022-03-28
2022-03-29,3,3359,34772,182,929,0,3668,2022-03-29,2022-03-28
2022-03-29,3,3360,13709,142,373,0,2109,2022-03-29,2022-03-28
2022-03-29,3,3361,26715,134,353,0,2364,2022-03-29,2022-03-28
2022-03-29,3,3401,16272,85,225,0,1235,2022-03-29,2022-03-28
2022-03-29,3,3402,10824,34,6,1,1236,2022-03-29,2022-03-28
2022-03-29,3,3403,29921,57,777,0,3291,2022-03-29,2022-03-28
2022-03-29,3,3404,37564,137,596,2,2865,2022-03-29,2022-03-28
2022-03-29,3,3405,13241,86,108,4,1342,2022-03-29,2022-03-28
2022-03-29,3,3451,18719,87,247,0,1879,2022-03-29,2022-03-28
2022-03-29,3,3452,34184,108,1336,0,4303,2022-03-29,2022-03-28
2022-03-29,3,3453,42341,211,332,0,1645,2022-03-29,2022-03-28
2022-03-29,3,3454,85381,278,2433,0,8732,2022-03-29,2022-03-28
2022-03-29,3,3455,13794,53,113,0,1641,2022-03-29,2022-03-28
2022-03-29,3,3456,35342,156,499,0,4050,2022-03-29,2022-03-28
2022-03-29,3,3457,31487,98,269,0,3067,2022-03-29,2022-03-28
2022-03-29,3,3458,25017,142,389,0,2675,2022-03-29,2022-03-28
2022-03-29,3,3459,85318,391,1839,0,6773,2022-03-29,2022-03-28
2022-03-29,3,3460,38141,101,1884,0,2623,2022-03-29,2022-03-28
2022-03-29,3,3461,15212,144,0,0,1369,2022-03-29,2022-03-27
2022-03-29,3,3462,8300,49,438,0,1684,2022-03-29,2022-03-28
2022-03-29,4,4011,120642,545,1791,2,8908,2022-03-29,2022-03-28
2022-03-29,4,4012,27839,169,333,1,2406,2022-03-29,2022-03-28
2022-03-29,5,5111,153888,788,609,7,8763,2022-03-29,2022-03-28
2022-03-29,5,5112,98850,862,447,0,4215,2022-03-29,2022-03-28
2022-03-29,5,5113,116221,748,100,0,5328,2022-03-29,2022-03-28
2022-03-29,5,5114,52857,253,640,0,2333,2022-03-29,2022-03-28
2022-03-29,5,5116,52964,304,475,0,3110,2022-03-29,2022-03-28
2022-03-29,5,5117,34753,320,185,0,1272,2022-03-29,2022-03-28
2022-03-29,5,5119,42236,448,352,0,2010,2022-03-29,2022-03-28
2022-03-29,5,5120,28624,252,651,2,1348,2022-03-29,2022-03-28
2022-03-29,5,5122,44991,283,563,1,2552,2022-03-29,2022-03-28
2022-03-29,5,5124,93385,613,598,1,4633,2022-03-29,2022-03-28
