Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-01,0,Bundesgebiet,24809785,135461,11718,10,554150,666.4058606387869
2022-05-01,1,Schleswig-Holstein,656553,2444,829,0,27669,950.5389272984928
2022-05-01,2,Hamburg,545914,2529,1585,3,15448,833.9100383378372
2022-05-01,3,Niedersachsen,2160696,8750,1,0,73142,913.88420026886
2022-05-01,4,Bremen,186198,753,201,0,4809,707.0707070707072
2022-05-01,5,Nordrhein-Westfalen,4955586,24749,7829,4,111688,623.0652637545138
2022-05-01,6,Hessen,1726514,9918,0,0,48842,776.1132176330025
2022-05-01,7,Rheinland-Pfalz,1076165,5516,0,0,27729,676.5825905824994
2022-05-01,8,Baden-Württemberg,3487653,15757,4,0,66601,599.8445651340809
2022-05-01,9,Bayern,4634543,23559,0,0,89917,684.2903177223635
2022-05-01,10,Saarland,300858,1638,785,0,7351,747.0596783913674
2022-05-01,11,Berlin,1000267,4487,124,2,18550,506.2651333701592
2022-05-01,12,Brandenburg,762694,5559,0,0,13599,537.2824389359287
2022-05-01,13,Mecklenburg-Vorpommern,467650,2158,0,0,7821,485.54297499214664
2022-05-01,14,Sachsen,1465979,15285,0,0,19713,485.9079784497729
2022-05-01,15,Sachsen-Anhalt,691482,5254,360,1,12578,576.7915021158499
2022-05-01,16,Thüringen,691033,7105,0,0,8693,410.00133475644463
