Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-04-22,1,1001,23100,69,155,0,943,2022-04-22,2022-04-21,89934,1048.546712033269
2022-04-22,1,1002,54520,208,602,2,2732,2022-04-22,2022-04-21,246601,1107.8624985300141
2022-04-22,1,1003,49455,132,532,0,2759,2022-04-22,2022-04-21,215846,1278.22614271286
2022-04-22,1,1004,18315,79,289,0,781,2022-04-22,2022-04-21,79905,977.4106751767724
2022-04-22,1,1051,29719,96,297,0,1709,2022-04-22,2022-04-21,133251,1282.5419696662689
2022-04-22,1,1053,42423,150,338,1,1154,2022-04-22,2022-04-20,199152,579.4568972443159
2022-04-22,1,1054,38238,132,382,1,1948,2022-04-22,2022-04-21,167147,1165.441198466021
2022-04-22,1,1055,34906,114,0,0,1771,2022-04-22,2022-04-20,201487,878.9648959982529
2022-04-22,1,1056,70123,465,825,2,2737,2022-04-22,2022-04-21,317085,863.1754892221328
2022-04-22,1,1057,22079,51,213,0,1570,2022-04-22,2022-04-21,129353,1213.7329632865105
2022-04-22,1,1058,56255,98,668,1,3332,2022-04-22,2022-04-21,274765,1212.6726475351663
2022-04-22,1,1059,41946,112,484,0,2077,2022-04-22,2022-04-21,202647,1024.9349854673399
2022-04-22,1,1060,61966,268,987,1,2099,2022-04-22,2022-04-21,278007,755.0169600046042
2022-04-22,1,1061,21340,64,240,0,777,2022-04-22,2022-04-21,130706,594.4639113736172
2022-04-22,1,1062,52558,365,814,0,2220,2022-04-22,2022-04-21,244989,906.1631338549894
2022-04-22,2,2000,516941,2493,4402,4,13035,2022-04-22,2022-04-21,1852478,703.6520811583188
2022-04-22,3,3101,58968,267,630,0,2532,2022-04-22,2022-04-21,248561,1018.6634266839931
2022-04-22,3,3102,32136,160,168,0,855,2022-04-22,2022-04-21,103866,823.1760152504188
2022-04-22,3,3103,34633,178,334,0,669,2022-04-22,2022-04-21,123840,540.2131782945736
2022-04-22,3,3151,46289,294,249,0,1386,2022-04-22,2022-04-21,177227,782.0478820947147
2022-04-22,3,3153,30157,187,292,3,1083,2022-04-22,2022-04-21,134688,804.0805416963649
2022-04-22,3,3154,22864,135,263,0,737,2022-04-22,2022-04-21,91518,805.3060600100528
2022-04-22,3,3155,30638,129,3,0,1093,2022-04-22,2022-04-21,131772,829.4630118689859
2022-04-22,3,3157,37048,144,292,0,1412,2022-04-22,2022-04-21,135844,1039.427578693207
2022-04-22,3,3158,27915,123,323,1,1205,2022-04-22,2022-04-21,119361,1009.5424803746616
2022-04-22,3,3159,64611,373,570,2,2180,2022-04-22,2022-04-21,323900,673.047236801482
2022-04-22,3,3241,311829,1513,1989,0,7562,2022-04-22,2022-04-21,1155330,654.531605688418
2022-04-22,3,3251,54447,133,980,0,2877,2022-04-22,2022-04-21,218072,1319.289042151216
2022-04-22,3,3252,37125,121,322,0,1412,2022-04-22,2022-04-21,148580,950.3297886660384
2022-04-22,3,3254,68051,411,618,0,2638,2022-04-22,2022-04-21,275464,957.6568989051201
2022-04-22,3,3255,16271,123,0,0,528,2022-04-22,2022-04-20,70207,752.0617602233395
2022-04-22,3,3256,29840,183,514,0,1369,2022-04-22,2022-04-21,121645,1125.4058942003371
2022-04-22,3,3257,39517,171,399,2,1354,2022-04-22,2022-04-21,158406,854.7656023130437
2022-04-22,3,3351,43840,140,532,1,1536,2022-04-22,2022-04-21,179386,856.2541112461396
2022-04-22,3,3352,45721,220,877,1,2104,2022-04-22,2022-04-21,198826,1058.2117026948185
2022-04-22,3,3353,59059,186,867,0,2292,2022-04-22,2022-04-21,256016,895.2565464658459
2022-04-22,3,3354,10180,32,178,0,600,2022-04-22,2022-04-21,48503,1237.036884316434
2022-04-22,3,3355,42481,102,692,0,1779,2022-04-22,2022-04-21,184235,965.614568350205
2022-04-22,3,3356,25364,80,386,0,1411,2022-04-22,2022-04-21,114640,1230.8094905792045
2022-04-22,3,3357,37848,141,647,0,1840,2022-04-22,2022-04-21,164486,1118.6362365186094
2022-04-22,3,3358,31613,161,563,0,1146,2022-04-22,2022-04-21,140885,813.4293927671505
2022-04-22,3,3359,46034,190,852,0,2349,2022-04-22,2022-04-21,205357,1143.8616652950714
2022-04-22,3,3360,20051,157,272,5,1075,2022-04-22,2022-04-21,92566,1161.3335349912495
2022-04-22,3,3361,33470,145,514,4,1381,2022-04-22,2022-04-21,137574,1003.8233968627793
2022-04-22,3,3401,20306,89,334,0,927,2022-04-22,2022-04-21,77503,1196.0827322813311
2022-04-22,3,3402,13749,40,88,0,444,2022-04-22,2022-04-21,49874,890.2434134017725
2022-04-22,3,3403,38793,60,0,0,1591,2022-04-22,2022-04-20,169605,938.0619675127502
2022-04-22,3,3404,46318,147,487,0,1599,2022-04-22,2022-04-21,164223,973.6760380701851
2022-04-22,3,3405,17321,97,341,1,694,2022-04-22,2022-04-21,75189,923.0073547992392
2022-04-22,3,3451,25832,88,250,0,1691,2022-04-22,2022-04-21,125643,1345.8768096909498
2022-04-22,3,3452,47185,130,776,0,2029,2022-04-22,2022-04-21,190178,1066.895224473914
2022-04-22,3,3453,55647,214,687,0,1801,2022-04-22,2022-04-21,172632,1043.2596505862182
2022-04-22,3,3454,111188,284,2024,0,4983,2022-04-22,2022-04-21,328930,1514.9119873529323
2022-04-22,3,3455,19750,59,303,1,930,2022-04-22,2022-04-21,98971,939.6691960271191
2022-04-22,3,3456,45457,166,500,1,2225,2022-04-22,2022-04-21,137891,1613.593345468522
