Datenstand,IdBundesland,IdLandkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,report_date,meldedatum_max,population,incidence_7d
2022-05-03,1,1001,24291,71,155,0,792,2022-05-03,2022-05-02,89934,880.6458069250783
2022-05-03,1,1002,57631,216,247,1,1867,2022-05-03,2022-05-02,246601,757.0934424434613
2022-05-03,1,1003,52629,136,493,0,1988,2022-05-03,2022-05-02,215846,921.0270285295999
2022-05-03,1,1004,19388,81,202,0,739,2022-05-03,2022-05-02,79905,924.8482573055503
2022-05-03,1,1051,31956,98,121,0,1384,2022-05-03,2022-05-02,133251,1038.6413610404425
2022-05-03,1,1053,45507,153,356,1,1448,2022-05-03,2022-05-02,199152,727.0828312043062
2022-05-03,1,1054,41213,137,374,0,1818,2022-05-03,2022-05-02,167147,1087.6653484657218
2022-05-03,1,1055,39379,116,413,0,2495,2022-05-03,2022-05-02,201487,1238.2932893933603
2022-05-03,1,1056,73871,470,531,0,2050,2022-05-03,2022-05-02,317085,646.5143415803333
2022-05-03,1,1057,23741,51,281,0,1013,2022-05-03,2022-05-02,129353,783.1283387319969
2022-05-03,1,1058,60420,99,810,1,2739,2022-05-03,2022-05-02,274765,996.8518552217349
2022-05-03,1,1059,45105,117,270,0,1662,2022-05-03,2022-05-02,202647,820.1453759493108
2022-05-03,1,1060,68313,275,719,3,2219,2022-05-03,2022-05-02,278007,798.1813407576068
2022-05-03,1,1061,23410,65,389,0,1457,2022-05-03,2022-05-02,130706,1114.7154683029087
2022-05-03,1,1062,55839,365,527,0,2087,2022-05-03,2022-05-02,244989,851.8749821420554
2022-05-03,2,2000,548201,2535,1072,6,13074,2022-05-03,2022-05-02,1852478,705.7573693182861
2022-05-03,3,3101,62104,274,471,0,2099,2022-05-03,2022-05-02,248561,844.4607158806087
2022-05-03,3,3102,33082,163,234,0,631,2022-05-03,2022-05-02,103866,607.5135270444612
2022-05-03,3,3103,36460,186,18,0,1157,2022-05-03,2022-05-02,123840,934.2700258397932
2022-05-03,3,3151,48898,300,268,0,1446,2022-05-03,2022-05-02,177227,815.9027687654816
