Datenstand,IdBundesland,IdLandkreis,Landkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-01,1,1001,SK Flensburg,24136,71,86,0,794,882.869659972869
2022-05-01,1,1002,SK Kiel,57384,215,322,0,2216,898.6176049569953
2022-05-01,1,1003,SK Lübeck,52136,136,101,0,2139,990.9843128897455
2022-05-01,1,1004,SK Neumünster,19186,81,0,0,762,953.6324385207434
2022-05-01,1,1051,LK Dithmarschen,31718,98,203,0,1434,1076.1645315982619
2022-05-01,1,1053,LK Herzogtum Lauenburg,45151,152,0,0,1356,680.886960713425
2022-05-01,1,1054,LK Nordfriesland,40839,137,0,0,2126,1271.9342853895075
2022-05-01,1,1055,LK Ostholstein,38966,116,0,0,2833,1406.0460476358276
2022-05-01,1,1056,LK Pinneberg,73340,470,0,0,1961,618.4461579702603
2022-05-01,1,1057,LK Plön,23460,51,0,0,1115,861.9823274295919
2022-05-01,1,1058,LK Rendsburg-Eckernförde,59610,98,0,0,2909,1058.7229086674067
2022-05-01,1,1059,LK Schleswig-Flensburg,44700,117,117,0,1839,907.4893780810967
2022-05-01,1,1060,LK Segeberg,67594,272,0,0,2496,897.8191196624545
2022-05-01,1,1061,LK Steinburg,23021,65,0,0,1438,1100.1790277416492
2022-05-01,1,1062,LK Stormarn,55312,365,0,0,2251,918.8167632016131
2022-05-01,2,2000,SK Hamburg,545914,2529,1585,3,15448,833.9100383378372
2022-05-01,3,3101,SK Braunschweig,61633,274,0,0,2258,908.428916845362
2022-05-01,3,3102,SK Salzgitter,32848,163,0,0,615,592.1090636011785
2022-05-01,3,3103,SK Wolfsburg,36442,186,0,0,1499,1210.4328165374677
2022-05-01,3,3151,LK Gifhorn,48630,300,0,0,1648,929.88088722373
2022-05-01,3,3153,LK Goslar,31516,187,0,0,1165,864.9619862200049
2022-05-01,3,3154,LK Helmstedt,23884,137,0,0,644,703.6867064402632
2022-05-01,3,3155,LK Northeim,32923,135,0,0,1527,1158.8197796193426
2022-05-01,3,3157,LK Peine,38416,145,0,0,980,721.4157415859369
2022-05-01,3,3158,LK Wolfenbüttel,29052,124,0,0,942,789.2025033302335
