Datenstand,IdBundesland,IdLandkreis,Landkreis,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-21,1,1001,SK Flensburg,25846,73,56,0,524,582.6494985211377
2022-05-21,1,1002,SK Kiel,61999,220,244,0,1378,558.7974095806586
2022-05-21,1,1003,SK Lübeck,56649,137,174,0,1173,543.4430102943766
2022-05-21,1,1004,SK Neumünster,20511,84,51,-1,318,397.9725924535386
2022-05-21,1,1051,LK Dithmarschen,34357,103,80,0,648,486.3002904293401
2022-05-21,1,1053,LK Herzogtum Lauenburg,49373,153,119,0,786,394.67341528079055
2022-05-21,1,1054,LK Nordfriesland,44793,145,137,0,1014,606.6516300023333
2022-05-21,1,1055,LK Ostholstein,43289,117,0,0,835,414.4187962498822
2022-05-21,1,1056,LK Pinneberg,79418,476,269,0,1497,472.113155778419
2022-05-21,1,1057,LK Plön,26163,54,102,0,837,647.0665543126174
2022-05-21,1,1058,LK Rendsburg-Eckernförde,66141,101,203,0,1804,656.5610612705402
2022-05-21,1,1059,LK Schleswig-Flensburg,48833,124,204,1,1148,566.5023415101136
2022-05-21,1,1060,LK Segeberg,73815,289,330,1,1415,508.97998971248927
2022-05-21,1,1061,LK Steinburg,29632,66,315,0,648,495.76913072085443
2022-05-21,1,1062,LK Stormarn,59891,372,160,0,1187,484.5115494981407
2022-05-21,2,2000,SK Hamburg,575710,2642,1290,5,6396,345.2672582346457
2022-05-21,3,3101,SK Braunschweig,66167,288,162,0,1115,448.582038211948
2022-05-21,3,3102,SK Salzgitter,34201,164,57,0,305,293.64758438757633
2022-05-21,3,3103,SK Wolfsburg,38221,192,45,0,389,314.11498708010333
2022-05-21,3,3151,LK Gifhorn,51397,330,99,0,599,337.98461859648927
2022-05-21,3,3153,LK Goslar,33467,207,55,0,452,335.5904015205512
2022-05-21,3,3154,LK Helmstedt,25400,142,33,0,308,336.5458161236041
2022-05-21,3,3155,LK Northeim,35409,137,49,0,503,381.71994050329357
2022-05-21,3,3157,LK Peine,40892,156,61,0,513,377.6390565648833
2022-05-21,3,3158,LK Wolfenbüttel,31135,127,64,0,536,449.05789998408187
2022-05-21,3,3159,LK Göttingen,74486,387,277,0,1432,442.1117628897808
2022-05-21,3,3241,Region Hannover,340138,1667,615,4,3952,342.0667688019873
2022-05-21,3,3251,LK Diepholz,63353,140,118,0,1279,586.5035401151913
2022-05-21,3,3252,LK Hameln-Pyrmont,41081,121,87,0,679,456.99286579620406
2022-05-21,3,3254,LK Hildesheim,75711,471,148,1,1175,426.55301600209106
2022-05-21,3,3255,LK Holzminden,18702,138,29,0,268,381.7283176891193
2022-05-21,3,3256,LK Nienburg (Weser),34950,199,66,0,595,489.1282009124913
2022-05-21,3,3257,LK Schaumburg,45025,184,100,0,672,424.22635506230824
2022-05-21,3,3351,LK Celle,48339,151,88,0,736,410.28842830544187
2022-05-21,3,3352,LK Cuxhaven,53783,235,132,1,1047,526.5910896965186
2022-05-21,3,3353,LK Harburg,67826,200,116,0,1327,518.3269795637773
2022-05-21,3,3354,LK Lüchow-Dannenberg,12182,34,40,0,318,655.6295486877101
2022-05-21,3,3355,LK Lüneburg,49020,127,123,0,853,462.99563058050865
2022-05-21,3,3356,LK Osterholz,29474,84,105,0,597,520.7606420097698
2022-05-21,3,3357,LK Rotenburg (Wümme),45184,168,124,0,935,568.4374354048368
2022-05-21,3,3358,LK Heidekreis,35870,178,85,0,669,474.85537850019523
2022-05-21,3,3359,LK Stade,54203,201,183,0,1297,631.5830480577725
2022-05-21,3,3360,LK Uelzen,23790,186,94,2,584,630.9011948231532
2022-05-21,3,3361,LK Verden,38672,147,71,0,728,529.1697559131812
2022-05-21,3,3401,SK Delmenhorst,22794,96,67,1,551,710.9402216688386
2022-05-21,3,3402,SK Emden,15181,41,0,0,114,228.57601154910373
2022-05-21,3,3403,SK Oldenburg,46543,62,99,0,1087,640.9009168361782
2022-05-21,3,3404,SK Osnabrück,50873,151,119,0,549,334.3015290184688
2022-05-21,3,3405,SK Wilhelmshaven,19787,114,52,1,280,372.3948981898948
2022-05-21,3,3451,LK Ammerland,32563,92,128,3,1046,832.5175298265722
2022-05-21,3,3452,LK Aurich,55855,145,119,0,867,455.8886937500658
2022-05-21,3,3453,LK Cloppenburg,68342,225,181,0,937,542.773066407155
2022-05-21,3,3454,LK Emsland,127573,289,325,0,2212,672.4835071291765
2022-05-21,3,3455,LK Friesland,23667,62,51,0,437,441.5434824342484
2022-05-21,3,3456,LK Grafschaft Bentheim,50956,176,110,0,885,641.8112857256818
2022-05-21,3,3457,LK Leer,49383,117,69,0,776,452.5229906171457
2022-05-21,3,3458,LK Oldenburg,39602,151,101,0,1056,803.2433994842812
2022-05-21,3,3459,LK Osnabrück,117546,421,308,0,1197,332.98930929059645
2022-05-21,3,3460,LK Vechta,58664,102,169,0,687,478.0859858870687
2022-05-21,3,3461,LK Wesermarsch,24033,155,65,0,435,491.39216483665444
2022-05-21,3,3462,LK Wittmund,16521,59,20,0,292,508.85264185138715
2022-05-21,4,4011,SK Bremen,160762,589,0,0,2243,395.88896752933863
2022-05-21,4,4012,SK Bremerhaven,36766,183,0,0,437,384.8287644090633
2022-05-21,5,5111,SK Düsseldorf,185324,889,302,4,2270,365.8204450117079
2022-05-21,5,5112,SK Duisburg,114241,903,128,0,915,184.51858797906772
2022-05-21,5,5113,SK Essen,146882,762,482,2,1493,256.3464196492192
